variant,country,year,crudedeathrateper1000population
estimates,104,1950,31.276
estimates,104,1951,30.525
estimates,104,1952,29.088
estimates,104,1953,27.781
estimates,104,1954,26.604
estimates,104,1955,25.555
estimates,104,1956,24.629
estimates,104,1957,23.815
estimates,104,1958,23.097
estimates,104,1959,22.446
estimates,104,1960,21.827
estimates,104,1961,21.205
estimates,104,1962,20.549
estimates,104,1963,19.84
estimates,104,1964,19.08
estimates,104,1965,18.294
estimates,104,1966,17.527
estimates,104,1967,16.826
estimates,104,1968,16.226
estimates,104,1969,15.734
estimates,104,1970,15.346
estimates,104,1971,15.041
estimates,104,1972,14.782
estimates,104,1973,14.536
estimates,104,1974,14.287
estimates,104,1975,14.029
estimates,104,1976,13.761
estimates,104,1977,13.493
estimates,104,1978,13.232
estimates,104,1979,12.977
estimates,104,1980,12.726
estimates,104,1981,12.474
estimates,104,1982,12.22
estimates,104,1983,11.965
estimates,104,1984,11.708
estimates,104,1985,11.453
estimates,104,1986,11.202
estimates,104,1987,10.961
estimates,104,1988,10.733
estimates,104,1989,10.52
estimates,104,1990,10.324
estimates,104,1991,10.145
estimates,104,1992,9.984
estimates,104,1993,9.836
estimates,104,1994,9.701
estimates,104,1995,9.579
estimates,104,1996,9.468
estimates,104,1997,9.367
estimates,104,1998,9.274
estimates,104,1999,9.187
estimates,104,2000,9.104
estimates,104,2001,9.026
estimates,104,2002,8.951
estimates,104,2003,8.878
estimates,104,2004,8.806
estimates,104,2005,8.731
estimates,104,2006,8.65
estimates,104,2007,8.56
estimates,104,2008,8.465
estimates,104,2009,8.368
estimates,104,2010,8.276
estimates,104,2011,8.196
estimates,104,2012,8.136
estimates,104,2013,8.099
estimates,104,2014,8.087
estimates,104,2015,8.101
medium_variant,104,2015,8.101
medium_variant,104,2016,8.135
medium_variant,104,2017,8.185
medium_variant,104,2018,8.243
medium_variant,104,2019,8.307
medium_variant,104,2020,8.376
medium_variant,104,2021,8.449
medium_variant,104,2022,8.528
medium_variant,104,2023,8.613
medium_variant,104,2024,8.705
medium_variant,104,2025,8.803
medium_variant,104,2026,8.907
medium_variant,104,2027,9.016
medium_variant,104,2028,9.13
medium_variant,104,2029,9.249
medium_variant,104,2030,9.372
medium_variant,104,2031,9.498
medium_variant,104,2032,9.627
medium_variant,104,2033,9.757
medium_variant,104,2034,9.889
medium_variant,104,2035,10.02
medium_variant,104,2036,10.15
medium_variant,104,2037,10.279
medium_variant,104,2038,10.406
medium_variant,104,2039,10.531
medium_variant,104,2040,10.653
medium_variant,104,2041,10.774
medium_variant,104,2042,10.892
medium_variant,104,2043,11.009
medium_variant,104,2044,11.125
medium_variant,104,2045,11.24
medium_variant,104,2046,11.355
medium_variant,104,2047,11.47
medium_variant,104,2048,11.585
medium_variant,104,2049,11.7
medium_variant,104,2050,11.814
medium_variant,104,2051,11.929
medium_variant,104,2052,12.042
medium_variant,104,2053,12.153
medium_variant,104,2054,12.262
medium_variant,104,2055,12.369
medium_variant,104,2056,12.473
medium_variant,104,2057,12.574
medium_variant,104,2058,12.673
medium_variant,104,2059,12.769
medium_variant,104,2060,12.863
medium_variant,104,2061,12.955
medium_variant,104,2062,13.045
medium_variant,104,2063,13.135
medium_variant,104,2064,13.223
medium_variant,104,2065,13.311
medium_variant,104,2066,13.398
medium_variant,104,2067,13.483
medium_variant,104,2068,13.567
medium_variant,104,2069,13.649
medium_variant,104,2070,13.731
medium_variant,104,2071,13.812
medium_variant,104,2072,13.893
medium_variant,104,2073,13.973
medium_variant,104,2074,14.052
medium_variant,104,2075,14.13
medium_variant,104,2076,14.207
medium_variant,104,2077,14.281
medium_variant,104,2078,14.352
medium_variant,104,2079,14.419
medium_variant,104,2080,14.479
medium_variant,104,2081,14.534
medium_variant,104,2082,14.581
medium_variant,104,2083,14.62
medium_variant,104,2084,14.651
medium_variant,104,2085,14.674
medium_variant,104,2086,14.687
medium_variant,104,2087,14.692
medium_variant,104,2088,14.689
medium_variant,104,2089,14.679
medium_variant,104,2090,14.662
medium_variant,104,2091,14.64
medium_variant,104,2092,14.613
medium_variant,104,2093,14.582
medium_variant,104,2094,14.548
medium_variant,104,2095,14.509
medium_variant,104,2096,14.468
medium_variant,104,2097,14.423
medium_variant,104,2098,14.375
medium_variant,104,2099,14.325
