variant,country,year,crudedeathrateper1000population
estimates,887,1950,30.637
estimates,887,1951,30.503
estimates,887,1952,30.271
estimates,887,1953,30.116
estimates,887,1954,30.037
estimates,887,1955,30.032
estimates,887,1956,30.093
estimates,887,1957,30.206
estimates,887,1958,30.35
estimates,887,1959,30.484
estimates,887,1960,30.562
estimates,887,1961,30.538
estimates,887,1962,30.363
estimates,887,1963,30.012
estimates,887,1964,29.481
estimates,887,1965,28.789
estimates,887,1966,27.977
estimates,887,1967,27.106
estimates,887,1968,26.23
estimates,887,1969,25.378
estimates,887,1970,24.568
estimates,887,1971,23.802
estimates,887,1972,23.061
estimates,887,1973,22.328
estimates,887,1974,21.6
estimates,887,1975,20.868
estimates,887,1976,20.122
estimates,887,1977,19.358
estimates,887,1978,18.578
estimates,887,1979,17.789
estimates,887,1980,16.998
estimates,887,1981,16.216
estimates,887,1982,15.458
estimates,887,1983,14.739
estimates,887,1984,14.07
estimates,887,1985,13.465
estimates,887,1986,12.936
estimates,887,1987,12.479
estimates,887,1988,12.089
estimates,887,1989,11.757
estimates,887,1990,11.472
estimates,887,1991,11.22
estimates,887,1992,10.983
estimates,887,1993,10.749
estimates,887,1994,10.51
estimates,887,1995,10.263
estimates,887,1996,10.012
estimates,887,1997,9.766
estimates,887,1998,9.531
estimates,887,1999,9.307
estimates,887,2000,9.09
estimates,887,2001,8.875
estimates,887,2002,8.659
estimates,887,2003,8.44
estimates,887,2004,8.218
estimates,887,2005,7.998
estimates,887,2006,7.785
estimates,887,2007,7.584
estimates,887,2008,7.4
estimates,887,2009,7.234
estimates,887,2010,7.088
estimates,887,2011,6.958
estimates,887,2012,6.842
estimates,887,2013,6.735
estimates,887,2014,6.636
estimates,887,2015,6.543
medium_variant,887,2015,6.543
medium_variant,887,2016,6.456
medium_variant,887,2017,6.374
medium_variant,887,2018,6.299
medium_variant,887,2019,6.229
medium_variant,887,2020,6.165
medium_variant,887,2021,6.106
medium_variant,887,2022,6.054
medium_variant,887,2023,6.007
medium_variant,887,2024,5.967
medium_variant,887,2025,5.933
medium_variant,887,2026,5.904
medium_variant,887,2027,5.881
medium_variant,887,2028,5.864
medium_variant,887,2029,5.852
medium_variant,887,2030,5.844
medium_variant,887,2031,5.842
medium_variant,887,2032,5.845
medium_variant,887,2033,5.852
medium_variant,887,2034,5.864
medium_variant,887,2035,5.882
medium_variant,887,2036,5.904
medium_variant,887,2037,5.932
medium_variant,887,2038,5.964
medium_variant,887,2039,6.003
medium_variant,887,2040,6.046
medium_variant,887,2041,6.096
medium_variant,887,2042,6.151
medium_variant,887,2043,6.212
medium_variant,887,2044,6.279
medium_variant,887,2045,6.352
medium_variant,887,2046,6.432
medium_variant,887,2047,6.519
medium_variant,887,2048,6.612
medium_variant,887,2049,6.712
medium_variant,887,2050,6.818
medium_variant,887,2051,6.931
medium_variant,887,2052,7.049
medium_variant,887,2053,7.173
medium_variant,887,2054,7.301
medium_variant,887,2055,7.434
medium_variant,887,2056,7.572
medium_variant,887,2057,7.714
medium_variant,887,2058,7.861
medium_variant,887,2059,8.011
medium_variant,887,2060,8.163
medium_variant,887,2061,8.316
medium_variant,887,2062,8.47
medium_variant,887,2063,8.623
medium_variant,887,2064,8.774
medium_variant,887,2065,8.923
medium_variant,887,2066,9.07
medium_variant,887,2067,9.214
medium_variant,887,2068,9.357
medium_variant,887,2069,9.497
medium_variant,887,2070,9.634
medium_variant,887,2071,9.767
medium_variant,887,2072,9.898
medium_variant,887,2073,10.024
medium_variant,887,2074,10.148
medium_variant,887,2075,10.269
medium_variant,887,2076,10.388
medium_variant,887,2077,10.506
medium_variant,887,2078,10.622
medium_variant,887,2079,10.738
medium_variant,887,2080,10.853
medium_variant,887,2081,10.968
medium_variant,887,2082,11.082
medium_variant,887,2083,11.195
medium_variant,887,2084,11.308
medium_variant,887,2085,11.42
medium_variant,887,2086,11.531
medium_variant,887,2087,11.642
medium_variant,887,2088,11.752
medium_variant,887,2089,11.861
medium_variant,887,2090,11.969
medium_variant,887,2091,12.076
medium_variant,887,2092,12.182
medium_variant,887,2093,12.287
medium_variant,887,2094,12.391
medium_variant,887,2095,12.493
medium_variant,887,2096,12.594
medium_variant,887,2097,12.695
medium_variant,887,2098,12.793
medium_variant,887,2099,12.891
