variant,country,year,crudedeathrateper1000population
estimates,604,1950,22.386
estimates,604,1951,22.229
estimates,604,1952,21.906
estimates,604,1953,21.564
estimates,604,1954,21.204
estimates,604,1955,20.825
estimates,604,1956,20.429
estimates,604,1957,20.017
estimates,604,1958,19.594
estimates,604,1959,19.165
estimates,604,1960,18.736
estimates,604,1961,18.314
estimates,604,1962,17.902
estimates,604,1963,17.503
estimates,604,1964,17.112
estimates,604,1965,16.713
estimates,604,1966,16.288
estimates,604,1967,15.823
estimates,604,1968,15.314
estimates,604,1969,14.768
estimates,604,1970,14.2
estimates,604,1971,13.634
estimates,604,1972,13.093
estimates,604,1973,12.594
estimates,604,1974,12.144
estimates,604,1975,11.738
estimates,604,1976,11.365
estimates,604,1977,11.007
estimates,604,1978,10.649
estimates,604,1979,10.288
estimates,604,1980,9.926
estimates,604,1981,9.57
estimates,604,1982,9.229
estimates,604,1983,8.912
estimates,604,1984,8.62
estimates,604,1985,8.353
estimates,604,1986,8.111
estimates,604,1987,7.887
estimates,604,1988,7.678
estimates,604,1989,7.479
estimates,604,1990,7.289
estimates,604,1991,7.106
estimates,604,1992,6.929
estimates,604,1993,6.76
estimates,604,1994,6.597
estimates,604,1995,6.441
estimates,604,1996,6.291
estimates,604,1997,6.149
estimates,604,1998,6.016
estimates,604,1999,5.895
estimates,604,2000,5.788
estimates,604,2001,5.699
estimates,604,2002,5.628
estimates,604,2003,5.575
estimates,604,2004,5.54
estimates,604,2005,5.521
estimates,604,2006,5.517
estimates,604,2007,5.524
estimates,604,2008,5.539
estimates,604,2009,5.557
estimates,604,2010,5.577
estimates,604,2011,5.595
estimates,604,2012,5.61
estimates,604,2013,5.624
estimates,604,2014,5.635
estimates,604,2015,5.643
medium_variant,604,2015,5.643
medium_variant,604,2016,5.65
medium_variant,604,2017,5.658
medium_variant,604,2018,5.669
medium_variant,604,2019,5.684
medium_variant,604,2020,5.702
medium_variant,604,2021,5.725
medium_variant,604,2022,5.75
medium_variant,604,2023,5.779
medium_variant,604,2024,5.81
medium_variant,604,2025,5.844
medium_variant,604,2026,5.882
medium_variant,604,2027,5.923
medium_variant,604,2028,5.968
medium_variant,604,2029,6.017
medium_variant,604,2030,6.069
medium_variant,604,2031,6.126
medium_variant,604,2032,6.187
medium_variant,604,2033,6.251
medium_variant,604,2034,6.319
medium_variant,604,2035,6.39
medium_variant,604,2036,6.465
medium_variant,604,2037,6.544
medium_variant,604,2038,6.626
medium_variant,604,2039,6.711
medium_variant,604,2040,6.798
medium_variant,604,2041,6.888
medium_variant,604,2042,6.98
medium_variant,604,2043,7.074
medium_variant,604,2044,7.169
medium_variant,604,2045,7.265
medium_variant,604,2046,7.362
medium_variant,604,2047,7.46
medium_variant,604,2048,7.558
medium_variant,604,2049,7.657
medium_variant,604,2050,7.757
medium_variant,604,2051,7.856
medium_variant,604,2052,7.955
medium_variant,604,2053,8.053
medium_variant,604,2054,8.152
medium_variant,604,2055,8.251
medium_variant,604,2056,8.351
medium_variant,604,2057,8.452
medium_variant,604,2058,8.554
medium_variant,604,2059,8.658
medium_variant,604,2060,8.763
medium_variant,604,2061,8.869
medium_variant,604,2062,8.977
medium_variant,604,2063,9.085
medium_variant,604,2064,9.193
medium_variant,604,2065,9.302
medium_variant,604,2066,9.41
medium_variant,604,2067,9.519
medium_variant,604,2068,9.627
medium_variant,604,2069,9.734
medium_variant,604,2070,9.841
medium_variant,604,2071,9.947
medium_variant,604,2072,10.054
medium_variant,604,2073,10.16
medium_variant,604,2074,10.265
medium_variant,604,2075,10.367
medium_variant,604,2076,10.467
medium_variant,604,2077,10.563
medium_variant,604,2078,10.655
medium_variant,604,2079,10.743
medium_variant,604,2080,10.827
medium_variant,604,2081,10.907
medium_variant,604,2082,10.984
medium_variant,604,2083,11.059
medium_variant,604,2084,11.132
medium_variant,604,2085,11.203
medium_variant,604,2086,11.271
medium_variant,604,2087,11.335
medium_variant,604,2088,11.397
medium_variant,604,2089,11.455
medium_variant,604,2090,11.511
medium_variant,604,2091,11.565
medium_variant,604,2092,11.619
medium_variant,604,2093,11.672
medium_variant,604,2094,11.725
medium_variant,604,2095,11.779
medium_variant,604,2096,11.833
medium_variant,604,2097,11.888
medium_variant,604,2098,11.944
medium_variant,604,2099,12.001
