variant,country,year,crudedeathrateper1000population
estimates,528,1950,7.513
estimates,528,1951,7.514
estimates,528,1952,7.518
estimates,528,1953,7.525
estimates,528,1954,7.536
estimates,528,1955,7.549
estimates,528,1956,7.566
estimates,528,1957,7.587
estimates,528,1958,7.612
estimates,528,1959,7.643
estimates,528,1960,7.68
estimates,528,1961,7.723
estimates,528,1962,7.775
estimates,528,1963,7.833
estimates,528,1964,7.896
estimates,528,1965,7.962
estimates,528,1966,8.03
estimates,528,1967,8.095
estimates,528,1968,8.155
estimates,528,1969,8.207
estimates,528,1970,8.246
estimates,528,1971,8.268
estimates,528,1972,8.273
estimates,528,1973,8.262
estimates,528,1974,8.239
estimates,528,1975,8.207
estimates,528,1976,8.172
estimates,528,1977,8.14
estimates,528,1978,8.116
estimates,528,1979,8.104
estimates,528,1980,8.108
estimates,528,1981,8.127
estimates,528,1982,8.159
estimates,528,1983,8.202
estimates,528,1984,8.253
estimates,528,1985,8.309
estimates,528,1986,8.368
estimates,528,1987,8.429
estimates,528,1988,8.487
estimates,528,1989,8.542
estimates,528,1990,8.591
estimates,528,1991,8.635
estimates,528,1992,8.674
estimates,528,1993,8.708
estimates,528,1994,8.737
estimates,528,1995,8.761
estimates,528,1996,8.779
estimates,528,1997,8.791
estimates,528,1998,8.797
estimates,528,1999,8.794
estimates,528,2000,8.778
estimates,528,2001,8.745
estimates,528,2002,8.693
estimates,528,2003,8.624
estimates,528,2004,8.543
estimates,528,2005,8.456
estimates,528,2006,8.371
estimates,528,2007,8.297
estimates,528,2008,8.241
estimates,528,2009,8.207
estimates,528,2010,8.199
estimates,528,2011,8.217
estimates,528,2012,8.257
estimates,528,2013,8.314
estimates,528,2014,8.385
estimates,528,2015,8.465
medium_variant,528,2015,8.465
medium_variant,528,2016,8.551
medium_variant,528,2017,8.64
medium_variant,528,2018,8.729
medium_variant,528,2019,8.816
medium_variant,528,2020,8.9
medium_variant,528,2021,8.983
medium_variant,528,2022,9.066
medium_variant,528,2023,9.152
medium_variant,528,2024,9.243
medium_variant,528,2025,9.338
medium_variant,528,2026,9.44
medium_variant,528,2027,9.549
medium_variant,528,2028,9.663
medium_variant,528,2029,9.784
medium_variant,528,2030,9.911
medium_variant,528,2031,10.046
medium_variant,528,2032,10.186
medium_variant,528,2033,10.332
medium_variant,528,2034,10.48
medium_variant,528,2035,10.63
medium_variant,528,2036,10.779
medium_variant,528,2037,10.927
medium_variant,528,2038,11.072
medium_variant,528,2039,11.211
medium_variant,528,2040,11.344
medium_variant,528,2041,11.469
medium_variant,528,2042,11.588
medium_variant,528,2043,11.7
medium_variant,528,2044,11.804
medium_variant,528,2045,11.902
medium_variant,528,2046,11.992
medium_variant,528,2047,12.077
medium_variant,528,2048,12.155
medium_variant,528,2049,12.225
medium_variant,528,2050,12.289
medium_variant,528,2051,12.344
medium_variant,528,2052,12.39
medium_variant,528,2053,12.425
medium_variant,528,2054,12.45
medium_variant,528,2055,12.461
medium_variant,528,2056,12.459
medium_variant,528,2057,12.442
medium_variant,528,2058,12.411
medium_variant,528,2059,12.367
medium_variant,528,2060,12.311
medium_variant,528,2061,12.242
medium_variant,528,2062,12.163
medium_variant,528,2063,12.077
medium_variant,528,2064,11.986
medium_variant,528,2065,11.893
medium_variant,528,2066,11.802
medium_variant,528,2067,11.713
medium_variant,528,2068,11.629
medium_variant,528,2069,11.553
medium_variant,528,2070,11.489
medium_variant,528,2071,11.439
medium_variant,528,2072,11.402
medium_variant,528,2073,11.379
medium_variant,528,2074,11.369
medium_variant,528,2075,11.371
medium_variant,528,2076,11.385
medium_variant,528,2077,11.409
medium_variant,528,2078,11.438
medium_variant,528,2079,11.472
medium_variant,528,2080,11.506
medium_variant,528,2081,11.539
medium_variant,528,2082,11.571
medium_variant,528,2083,11.598
medium_variant,528,2084,11.621
medium_variant,528,2085,11.636
medium_variant,528,2086,11.644
medium_variant,528,2087,11.645
medium_variant,528,2088,11.64
medium_variant,528,2089,11.628
medium_variant,528,2090,11.611
medium_variant,528,2091,11.589
medium_variant,528,2092,11.564
medium_variant,528,2093,11.536
medium_variant,528,2094,11.505
medium_variant,528,2095,11.473
medium_variant,528,2096,11.439
medium_variant,528,2097,11.404
medium_variant,528,2098,11.367
medium_variant,528,2099,11.328
