variant,country,year,crudedeathrateper1000population
estimates,440,1950,13.682
estimates,440,1951,13.413
estimates,440,1952,12.879
estimates,440,1953,12.352
estimates,440,1954,11.833
estimates,440,1955,11.32
estimates,440,1956,10.818
estimates,440,1957,10.33
estimates,440,1958,9.862
estimates,440,1959,9.427
estimates,440,1960,9.036
estimates,440,1961,8.706
estimates,440,1962,8.447
estimates,440,1963,8.27
estimates,440,1964,8.172
estimates,440,1965,8.15
estimates,440,1966,8.192
estimates,440,1967,8.28
estimates,440,1968,8.396
estimates,440,1969,8.528
estimates,440,1970,8.672
estimates,440,1971,8.824
estimates,440,1972,8.988
estimates,440,1973,9.163
estimates,440,1974,9.345
estimates,440,1975,9.528
estimates,440,1976,9.709
estimates,440,1977,9.885
estimates,440,1978,10.051
estimates,440,1979,10.202
estimates,440,1980,10.326
estimates,440,1981,10.411
estimates,440,1982,10.458
estimates,440,1983,10.472
estimates,440,1984,10.465
estimates,440,1985,10.459
estimates,440,1986,10.483
estimates,440,1987,10.558
estimates,440,1988,10.691
estimates,440,1989,10.883
estimates,440,1990,11.119
estimates,440,1991,11.379
estimates,440,1992,11.633
estimates,440,1993,11.857
estimates,440,1994,12.039
estimates,440,1995,12.167
estimates,440,1996,12.237
estimates,440,1997,12.263
estimates,440,1998,12.264
estimates,440,1999,12.254
estimates,440,2000,12.264
estimates,440,2001,12.328
estimates,440,2002,12.462
estimates,440,2003,12.665
estimates,440,2004,12.928
estimates,440,2005,13.216
estimates,440,2006,13.481
estimates,440,2007,13.681
estimates,440,2008,13.793
estimates,440,2009,13.816
estimates,440,2010,13.773
estimates,440,2011,13.702
estimates,440,2012,13.653
estimates,440,2013,13.657
estimates,440,2014,13.725
estimates,440,2015,13.852
medium_variant,440,2015,13.852
medium_variant,440,2016,14.018
medium_variant,440,2017,14.188
medium_variant,440,2018,14.337
medium_variant,440,2019,14.453
medium_variant,440,2020,14.531
medium_variant,440,2021,14.573
medium_variant,440,2022,14.592
medium_variant,440,2023,14.597
medium_variant,440,2024,14.594
medium_variant,440,2025,14.587
medium_variant,440,2026,14.577
medium_variant,440,2027,14.565
medium_variant,440,2028,14.553
medium_variant,440,2029,14.544
medium_variant,440,2030,14.54
medium_variant,440,2031,14.542
medium_variant,440,2032,14.552
medium_variant,440,2033,14.569
medium_variant,440,2034,14.594
medium_variant,440,2035,14.629
medium_variant,440,2036,14.674
medium_variant,440,2037,14.728
medium_variant,440,2038,14.79
medium_variant,440,2039,14.859
medium_variant,440,2040,14.933
medium_variant,440,2041,15.012
medium_variant,440,2042,15.094
medium_variant,440,2043,15.176
medium_variant,440,2044,15.255
medium_variant,440,2045,15.328
medium_variant,440,2046,15.391
medium_variant,440,2047,15.444
medium_variant,440,2048,15.485
medium_variant,440,2049,15.512
medium_variant,440,2050,15.522
medium_variant,440,2051,15.515
medium_variant,440,2052,15.493
medium_variant,440,2053,15.456
medium_variant,440,2054,15.407
medium_variant,440,2055,15.345
medium_variant,440,2056,15.273
medium_variant,440,2057,15.191
medium_variant,440,2058,15.103
medium_variant,440,2059,15.012
medium_variant,440,2060,14.92
medium_variant,440,2061,14.829
medium_variant,440,2062,14.741
medium_variant,440,2063,14.657
medium_variant,440,2064,14.579
medium_variant,440,2065,14.51
medium_variant,440,2066,14.45
medium_variant,440,2067,14.4
medium_variant,440,2068,14.359
medium_variant,440,2069,14.327
medium_variant,440,2070,14.303
medium_variant,440,2071,14.287
medium_variant,440,2072,14.277
medium_variant,440,2073,14.272
medium_variant,440,2074,14.268
medium_variant,440,2075,14.263
medium_variant,440,2076,14.257
medium_variant,440,2077,14.246
medium_variant,440,2078,14.23
medium_variant,440,2079,14.207
medium_variant,440,2080,14.172
medium_variant,440,2081,14.125
medium_variant,440,2082,14.066
medium_variant,440,2083,13.994
medium_variant,440,2084,13.911
medium_variant,440,2085,13.815
medium_variant,440,2086,13.709
medium_variant,440,2087,13.593
medium_variant,440,2088,13.471
medium_variant,440,2089,13.347
medium_variant,440,2090,13.224
medium_variant,440,2091,13.106
medium_variant,440,2092,12.996
medium_variant,440,2093,12.896
medium_variant,440,2094,12.806
medium_variant,440,2095,12.729
medium_variant,440,2096,12.665
medium_variant,440,2097,12.615
medium_variant,440,2098,12.577
medium_variant,440,2099,12.553
