region,variant,year,medianageofpopulation
1503,estimates,1950,28.795065616002
1503,estimates,1955,29.1328406275788
1503,estimates,1960,29.2463098445959
1503,estimates,1965,29.1997044648935
1503,estimates,1970,29.3351474669426
1503,estimates,1975,29.7035630775031
1503,estimates,1980,30.8549338827706
1503,estimates,1985,32.0812882154047
1503,estimates,1990,33.4025434505971
1503,estimates,1995,34.796415402419
1503,estimates,2000,36.3399056642494
1503,estimates,2005,37.7856333082182
1503,estimates,2010,39.0956451226775
1503,constant_fertility,2015,40.4198316223272
1503,constant_mortality,2015,40.4198316223272
1503,estimates,2015,40.4198316223272
1503,high_variant,2015,40.4198316223272
1503,instant_replacement,2015,40.4198316223272
1503,low_variant,2015,40.4198316223272
1503,medium_variant,2015,40.4198316223272
1503,momentum,2015,40.4198316223272
1503,no_change,2015,40.4198316223272
1503,zero_migration,2015,40.4198316223272
1503,constant_fertility,2020,41.5485403566231
1503,constant_mortality,2020,41.4407725238385
1503,high_variant,2020,41.2383376996116
1503,instant_replacement,2020,41.0986374367488
1503,low_variant,2020,41.8227607483718
1503,medium_variant,2020,41.5305492698864
1503,momentum,2020,41.432276900062
1503,no_change,2020,41.4587761691616
1503,zero_migration,2020,41.9551284801737
1503,constant_fertility,2025,42.6340668209499
1503,constant_mortality,2025,42.3211893300435
1503,high_variant,2025,41.8259873216154
1503,instant_replacement,2025,41.748439974918
1503,low_variant,2025,43.3270303239412
1503,medium_variant,2025,42.5765085636465
1503,momentum,2025,42.3370807978159
1503,no_change,2025,42.3788196380199
1503,zero_migration,2025,43.4268916493136
1503,constant_fertility,2030,43.6441304825915
1503,constant_mortality,2030,43.0458066123428
1503,high_variant,2030,42.2155225258603
1503,instant_replacement,2030,42.3349864537145
1503,low_variant,2030,44.8510878129704
1503,medium_variant,2030,43.5333050776031
1503,momentum,2030,43.1042565597112
1503,no_change,2030,43.1568626990297
1503,zero_migration,2030,44.8453964173606
1503,constant_fertility,2035,44.5591576705419
1503,constant_mortality,2035,43.6181701638297
1503,high_variant,2035,42.5173460898319
1503,instant_replacement,2035,42.8489366672031
1503,low_variant,2035,46.2720782422617
1503,medium_variant,2035,44.3910947652672
1503,momentum,2035,43.6268648885265
1503,no_change,2035,43.7867832967891
1503,zero_migration,2035,46.0823885204954
1503,constant_fertility,2040,45.3578934845236
1503,constant_mortality,2040,43.9879993713891
1503,high_variant,2040,42.5709915122585
1503,instant_replacement,2040,43.1551920416234
1503,low_variant,2040,47.577915709937
1503,medium_variant,2040,45.132155673941
1503,momentum,2040,43.733595256568
1503,no_change,2040,44.22490614805
1503,zero_migration,2040,47.073804869852
1503,constant_fertility,2045,45.8390927175069
1503,constant_mortality,2045,44.0103056892598
1503,high_variant,2045,42.2281644479986
1503,instant_replacement,2045,43.088633572647
1503,low_variant,2045,48.7379749886341
1503,medium_variant,2045,45.5419787215244
1503,momentum,2045,43.2214800510862
1503,no_change,2045,44.31613851131
1503,zero_migration,2045,47.6965969940593
1503,constant_fertility,2050,46.1078519931062
1503,constant_mortality,2050,43.8535721869513
1503,high_variant,2050,41.628895378849
1503,instant_replacement,2050,42.7586951956149
1503,low_variant,2050,49.7440656334357
1503,medium_variant,2050,45.7331760601645
1503,momentum,2050,42.3828411267759
1503,no_change,2050,44.2230097183219
1503,zero_migration,2050,47.9518912037204
1503,constant_fertility,2055,46.387786204847
1503,constant_mortality,2055,43.720117657563
1503,high_variant,2055,40.7625513560476
1503,instant_replacement,2055,42.2770803339219
1503,low_variant,2055,50.7089812116693
1503,medium_variant,2055,45.938146049797
1503,momentum,2055,41.3988221894482
1503,no_change,2055,44.1817927575111
1503,zero_migration,2055,48.0947192388848
1503,constant_fertility,2060,46.6251926408982
1503,constant_mortality,2060,43.5387402228179
1503,high_variant,2060,40.3201041383719
1503,instant_replacement,2060,42.2262991327107
1503,low_variant,2060,51.8034002281595
1503,medium_variant,2060,46.0735930028104
1503,momentum,2060,41.1782636606769
1503,no_change,2060,44.0863761580516
1503,zero_migration,2060,48.2724533242644
1503,constant_fertility,2065,46.8568041188258
1503,constant_mortality,2065,43.416319603409
1503,high_variant,2065,40.2084222709504
1503,instant_replacement,2065,42.5341137945216
1503,low_variant,2065,52.9326720357907
1503,medium_variant,2065,46.2370020629876
1503,momentum,2065,41.1547974207865
1503,no_change,2065,44.0161687726781
1503,zero_migration,2065,48.414726745851
1503,constant_fertility,2070,47.0853626867773
1503,constant_mortality,2070,43.3164626587922
1503,high_variant,2070,40.2355201646056
1503,instant_replacement,2070,42.8000303495432
1503,low_variant,2070,53.9646569666739
1503,medium_variant,2070,46.4348522723674
1503,momentum,2070,41.0145012788388
1503,no_change,2070,43.9261406384021
1503,zero_migration,2070,48.5603590642126
1503,constant_fertility,2075,47.2753069235352
1503,constant_mortality,2075,43.2061967258363
1503,high_variant,2075,40.1657602424029
1503,instant_replacement,2075,42.9734889132464
1503,low_variant,2075,54.6461658456621
1503,medium_variant,2075,46.6272856550099
1503,momentum,2075,40.7403944956055
1503,no_change,2075,43.7965674829788
1503,zero_migration,2075,48.6516248896077
1503,constant_fertility,2080,47.4233577740585
1503,constant_mortality,2080,43.0853313038507
1503,high_variant,2080,40.003083088398
1503,instant_replacement,2080,43.0475372216733
1503,low_variant,2080,55.0582738062423
1503,medium_variant,2080,46.7954653785964
1503,momentum,2080,40.4088229943956
1503,no_change,2080,43.6455919537676
1503,zero_migration,2080,48.6826780758367
1503,constant_fertility,2085,47.5544575183248
1503,constant_mortality,2085,42.9866904335974
1503,high_variant,2085,39.8554502607161
1503,instant_replacement,2085,43.0959500572143
1503,low_variant,2085,55.2659379691384
1503,medium_variant,2085,46.9534832746617
1503,momentum,2085,40.1787994172798
1503,no_change,2085,43.5164885125267
1503,zero_migration,2085,48.70722625697
1503,constant_fertility,2090,47.7134369543774
1503,constant_mortality,2090,42.9348994306266
1503,high_variant,2090,39.8635909793581
1503,instant_replacement,2090,43.2625361151324
1503,low_variant,2090,55.5602666687361
1503,medium_variant,2090,47.1428544507017
1503,momentum,2090,40.1959497044805
1503,no_change,2090,43.4284941651691
1503,zero_migration,2090,48.8086279385212
1503,constant_fertility,2095,47.9141913749593
1503,constant_mortality,2095,42.9269667493351
1503,high_variant,2095,40.0722300759851
1503,instant_replacement,2095,43.6277826980555
1503,low_variant,2095,55.9382939317931
1503,medium_variant,2095,47.3870574914434
1503,momentum,2095,40.3997657340319
1503,no_change,2095,43.3612308569196
1503,zero_migration,2095,49.0082780612756
1503,constant_fertility,2100,48.1341698541949
1503,constant_mortality,2100,42.9443164216052
1503,high_variant,2100,40.3999111977742
1503,instant_replacement,2100,44.1339290447634
1503,low_variant,2100,56.3455674885129
1503,medium_variant,2100,47.6804239486899
1503,momentum,2100,40.5841978152691
1503,no_change,2100,43.2862972809286
1503,zero_migration,2100,49.2607572500677
