region,variant,year,medianageofpopulation
913,estimates,1950,20.9295192619599
913,estimates,1955,20.1380269232822
913,estimates,1960,19.4043035504583
913,estimates,1965,18.9248472360448
913,estimates,1970,18.8001514626921
913,estimates,1975,18.9280937670655
913,estimates,1980,18.9938026801343
913,estimates,1985,19.226301856081
913,estimates,1990,19.7398105366689
913,estimates,1995,21.1471392050549
913,estimates,2000,22.3242104384871
913,estimates,2005,23.3068811271903
913,estimates,2010,24.2856690038962
913,constant_fertility,2015,25.495749445149
913,constant_mortality,2015,25.495749445149
913,estimates,2015,25.495749445149
913,high_variant,2015,25.495749445149
913,instant_replacement,2015,25.495749445149
913,low_variant,2015,25.495749445149
913,medium_variant,2015,25.495749445149
913,momentum,2015,25.495749445149
913,no_change,2015,25.495749445149
913,zero_migration,2015,25.495749445149
913,constant_fertility,2020,26.5381852592514
913,constant_mortality,2020,26.5290779846182
913,high_variant,2020,26.4230516884805
913,instant_replacement,2020,27.0364515452006
913,low_variant,2020,26.9876184458934
913,medium_variant,2020,26.7053327640549
913,momentum,2020,26.7633303107319
913,no_change,2020,26.3627788902181
913,zero_migration,2020,26.6881718086018
913,constant_fertility,2025,27.348712362076
913,constant_mortality,2025,27.4774371278333
913,high_variant,2025,27.0912812804614
913,instant_replacement,2025,28.3984472552142
913,low_variant,2025,28.5949071991719
913,medium_variant,2025,27.8430923517107
913,momentum,2025,27.808078567683
913,no_change,2025,26.9888408521133
913,zero_migration,2025,27.811676063653
913,constant_fertility,2030,27.9608242605611
913,constant_mortality,2030,28.35425648542
913,high_variant,2030,27.5756164909765
913,instant_replacement,2030,29.6054894336184
913,low_variant,2030,30.283056315917
913,medium_variant,2030,28.9269496446477
913,momentum,2030,28.6582097635037
913,no_change,2030,27.4061954665537
913,zero_migration,2030,28.8826195316434
913,constant_fertility,2035,28.4286503675213
913,constant_mortality,2035,29.1807438311224
913,high_variant,2035,28.049202496885
913,instant_replacement,2035,30.6848625010726
913,low_variant,2035,31.9560145319718
913,medium_variant,2035,29.9553509343395
913,momentum,2035,29.3607966509509
913,no_change,2035,27.6871996952524
913,zero_migration,2035,29.9073355533615
913,constant_fertility,2040,28.8468314444634
913,constant_mortality,2040,30.0291663798762
913,high_variant,2040,28.5630007119617
913,instant_replacement,2040,31.7829533470798
913,low_variant,2040,33.6575839730229
913,medium_variant,2040,31.0724898562368
913,momentum,2040,30.0473055275175
913,no_change,2040,27.9227071298692
913,zero_migration,2040,31.0322482874875
913,constant_fertility,2045,29.2737726173507
913,constant_mortality,2045,31.043741766187
913,high_variant,2045,29.1590353702781
913,instant_replacement,2045,32.9609670993689
913,low_variant,2045,35.4570875420512
913,medium_variant,2045,32.2927217295784
913,momentum,2045,30.8650362266843
913,no_change,2045,28.147486288698
913,zero_migration,2045,32.2669904295494
913,constant_fertility,2050,29.7199846497463
913,constant_mortality,2050,31.9746642345935
913,high_variant,2050,29.9262831130048
913,instant_replacement,2050,34.0756406113258
913,low_variant,2050,37.4857513311763
913,medium_variant,2050,33.5429829376293
913,momentum,2050,31.1813267909493
913,no_change,2050,28.329554788679
913,zero_migration,2050,33.5300789073251
913,constant_fertility,2055,30.1283511585067
913,constant_mortality,2055,32.8028729502001
913,high_variant,2055,30.7553031294408
913,instant_replacement,2055,34.7559550750721
913,low_variant,2055,39.5440641280113
913,medium_variant,2055,34.7838243662903
913,momentum,2055,31.3737561848833
913,no_change,2055,28.4190727099075
913,zero_migration,2055,34.7797486713092
913,constant_fertility,2060,30.4646129269007
913,constant_mortality,2060,33.5167577843341
913,high_variant,2060,31.5633000536637
913,instant_replacement,2060,35.4630934377377
913,low_variant,2060,41.4109729276532
913,medium_variant,2060,35.9774939503415
913,momentum,2060,31.5357002042133
913,no_change,2060,28.4165105563285
913,zero_migration,2060,35.9731065920374
913,constant_fertility,2065,30.7314831427288
913,constant_mortality,2065,34.1187409919147
913,high_variant,2065,32.2839255321153
913,instant_replacement,2065,36.1438165446286
913,low_variant,2065,43.1211873534289
913,medium_variant,2065,37.090117528764
913,momentum,2065,31.6720563666119
913,no_change,2065,28.3657620626795
913,zero_migration,2065,37.0850671756126
913,constant_fertility,2070,30.9626780530275
913,constant_mortality,2070,34.6413444090084
913,high_variant,2070,32.9225107834136
913,instant_replacement,2070,36.7950089428367
913,low_variant,2070,44.6593283248651
913,medium_variant,2070,38.1182433385207
913,momentum,2070,31.7814932930681
913,no_change,2070,28.3120221532041
913,zero_migration,2070,38.1147890208798
913,constant_fertility,2075,31.1829362163206
913,constant_mortality,2075,35.1295496987319
913,high_variant,2075,33.521464515609
913,instant_replacement,2075,37.4076089121571
913,low_variant,2075,45.955741655874
913,medium_variant,2075,39.0744956928911
913,momentum,2075,31.841584841708
913,no_change,2075,28.271964771694
913,zero_migration,2075,39.0772467171515
913,constant_fertility,2080,31.3985688395065
913,constant_mortality,2080,35.5914406582783
913,high_variant,2080,34.1150804967341
913,instant_replacement,2080,37.9605948851132
913,low_variant,2080,47.2044643324302
913,medium_variant,2080,39.9829169708313
913,momentum,2080,31.847855486096
913,no_change,2080,28.2395009629893
913,zero_migration,2080,39.9966511146523
913,constant_fertility,2085,31.6046803209116
913,constant_mortality,2085,35.9902327853671
913,high_variant,2085,34.7168225170163
913,instant_replacement,2085,38.4368717173386
913,low_variant,2085,48.4188031232532
913,medium_variant,2085,40.8555693951451
913,momentum,2085,31.821726725486
913,no_change,2085,28.2039021348801
913,zero_migration,2085,40.8810676833183
913,constant_fertility,2090,31.7951360537057
913,constant_mortality,2090,36.3068108692208
913,high_variant,2090,35.319050385386
913,instant_replacement,2090,38.8429231968361
913,low_variant,2090,49.5948398227132
913,medium_variant,2090,41.668230097665
913,momentum,2090,31.7967255829822
913,no_change,2090,28.1610562093033
913,zero_migration,2090,41.7019361168456
913,constant_fertility,2095,31.9674110459537
913,constant_mortality,2095,36.5342040581998
913,high_variant,2095,35.8738363433882
913,instant_replacement,2095,39.206347021798
913,low_variant,2095,50.6590900520846
913,medium_variant,2095,42.4038593451058
913,momentum,2095,31.7934306559117
913,no_change,2095,28.1136576915596
913,zero_migration,2095,42.4409213374387
913,constant_fertility,2100,32.1224132649379
913,constant_mortality,2100,36.6923649312694
913,high_variant,2100,36.3525048463057
913,instant_replacement,2100,39.5647492933847
913,low_variant,2100,51.5512483659482
913,medium_variant,2100,43.0475371671401
913,momentum,2100,31.8075162716868
913,no_change,2100,28.0656652048557
913,zero_migration,2100,43.0837106105593
913,constant_fertility,"Region, subregion, country or area *",Southern Africa
913,constant_mortality,"Region, subregion, country or area *",Southern Africa
913,estimates,"Region, subregion, country or area *",Southern Africa
913,high_variant,"Region, subregion, country or area *",Southern Africa
913,instant_replacement,"Region, subregion, country or area *",Southern Africa
913,low_variant,"Region, subregion, country or area *",Southern Africa
913,medium_variant,"Region, subregion, country or area *",Southern Africa
913,momentum,"Region, subregion, country or area *",Southern Africa
913,no_change,"Region, subregion, country or area *",Southern Africa
913,zero_migration,"Region, subregion, country or area *",Southern Africa
