region,variant,year,medianageofpopulation
926,estimates,1950,34.4082144034443
926,estimates,1955,33.5210987330472
926,estimates,1960,33.7240942340647
926,estimates,1965,33.3665360858458
926,estimates,1970,33.2649640464465
926,estimates,1975,33.69417142612
926,estimates,1980,34.3898939142012
926,estimates,1985,35.3642459333471
926,estimates,1990,36.3055404040899
926,estimates,1995,37.3817228186869
926,estimates,2000,38.9243139114903
926,estimates,2005,40.6023406193802
926,estimates,2010,42.2743820235982
926,constant_fertility,2015,43.454989964218
926,constant_mortality,2015,43.454989964218
926,estimates,2015,43.454989964218
926,high_variant,2015,43.454989964218
926,instant_replacement,2015,43.454989964218
926,low_variant,2015,43.454989964218
926,medium_variant,2015,43.454989964218
926,momentum,2015,43.454989964218
926,no_change,2015,43.454989964218
926,zero_migration,2015,43.454989964218
926,constant_fertility,2020,44.2340732186028
926,constant_mortality,2020,44.0795827086631
926,high_variant,2020,43.8895369508456
926,instant_replacement,2020,43.7252741051753
926,low_variant,2020,44.5106998814566
926,medium_variant,2020,44.2001182040118
926,momentum,2020,44.088970646104
926,no_change,2020,44.1135010095169
926,zero_migration,2020,44.687216205991
926,constant_fertility,2025,44.8402331989167
926,constant_mortality,2025,44.4247878588625
926,high_variant,2025,43.983450402044
926,instant_replacement,2025,43.8732964197061
926,low_variant,2025,45.5345562614995
926,medium_variant,2025,44.7442593439372
926,momentum,2025,44.3203407773239
926,no_change,2025,44.5206699502822
926,zero_migration,2025,45.5498785023124
926,constant_fertility,2030,45.6619371555398
926,constant_mortality,2030,44.8901280587609
926,high_variant,2030,44.1703338365713
926,instant_replacement,2030,44.2423542847909
926,low_variant,2030,46.8116644373789
926,medium_variant,2030,45.480819065518
926,momentum,2030,44.6852400901167
926,no_change,2030,45.0684982614485
926,zero_migration,2030,46.5556945460483
926,constant_fertility,2035,46.5376766162724
926,constant_mortality,2035,45.3761346935653
926,high_variant,2035,44.40033180754
926,instant_replacement,2035,44.6810302565688
926,low_variant,2035,48.1100782838428
926,medium_variant,2035,46.2692490314025
926,momentum,2035,45.0199536692691
926,no_change,2035,45.6448692853076
926,zero_migration,2035,47.569027903627
926,constant_fertility,2040,47.2429175473791
926,constant_mortality,2040,45.5648936385722
926,high_variant,2040,44.3351684713775
926,instant_replacement,2040,44.8518596699414
926,low_variant,2040,49.3513533923989
926,medium_variant,2040,46.8603587597765
926,momentum,2040,44.8683738572241
926,no_change,2040,45.9482557470536
926,zero_migration,2040,48.4003605043232
926,constant_fertility,2045,47.704973761794
926,constant_mortality,2045,45.4689395068628
926,high_variant,2045,43.9132325757928
926,instant_replacement,2045,44.6871669764795
926,low_variant,2045,50.3781113054989
926,medium_variant,2045,47.193456025549
926,momentum,2045,44.2007108761639
926,no_change,2045,45.9819944287953
926,zero_migration,2045,48.8514047902342
926,constant_fertility,2050,47.9356999079293
926,constant_mortality,2050,45.1302666409483
926,high_variant,2050,43.0663181004224
926,instant_replacement,2050,44.1211930310944
926,low_variant,2050,51.2441951549155
926,medium_variant,2050,47.2686584667603
926,momentum,2050,43.1220966923404
926,no_change,2050,45.7997629778752
926,zero_migration,2050,48.950686430374
926,constant_fertility,2055,48.0323542324739
926,constant_mortality,2055,44.6961711149094
926,high_variant,2055,41.8984391668377
926,instant_replacement,2055,43.2930806264414
926,low_variant,2055,52.0626100690962
926,medium_variant,2055,47.1807937727773
926,momentum,2055,41.8483460275666
926,no_change,2055,45.551668605417
926,zero_migration,2055,48.8554093594184
926,constant_fertility,2060,48.1292162893817
926,constant_mortality,2060,44.3450737545631
926,high_variant,2060,41.1335809483715
926,instant_replacement,2060,42.8790303802058
926,low_variant,2060,52.9152646652195
926,medium_variant,2060,47.0745035970086
926,momentum,2060,41.4412213343147
926,no_change,2060,45.397693293654
926,zero_migration,2060,48.7424840708099
926,constant_fertility,2065,48.3412042336503
926,constant_mortality,2065,44.1727671896845
926,high_variant,2065,40.9084709374475
926,instant_replacement,2065,43.1197193763028
926,low_variant,2065,53.879630639224
926,medium_variant,2065,47.1041359433889
926,momentum,2065,41.4415580067624
926,no_change,2065,45.3740487951509
926,zero_migration,2065,48.7438076293743
926,constant_fertility,2070,48.6698151286956
926,constant_mortality,2070,44.1034047991201
926,high_variant,2070,40.9390975704177
926,instant_replacement,2070,43.4219669352782
926,low_variant,2070,54.9832079526468
926,medium_variant,2070,47.2928011561358
926,momentum,2070,41.3889591993056
926,no_change,2070,45.410252473225
926,zero_migration,2070,48.8871191292455
926,constant_fertility,2075,49.0319380773673
926,constant_mortality,2075,44.0280651787787
926,high_variant,2075,40.930393857483
926,instant_replacement,2075,43.6620562514549
926,low_variant,2075,55.7043403566636
926,medium_variant,2075,47.5396654796213
926,momentum,2075,41.1886847801908
926,no_change,2075,45.4135057993539
926,zero_migration,2075,49.0617273144584
926,constant_fertility,2080,49.3449884543814
926,constant_mortality,2080,43.9158832407372
926,high_variant,2080,40.7860189791334
926,instant_replacement,2080,43.7551122774092
926,low_variant,2080,56.1898436554903
926,medium_variant,2080,47.7503236088845
926,momentum,2080,40.8667506394764
926,no_change,2080,45.3752016223456
926,zero_migration,2080,49.1659467736699
926,constant_fertility,2085,49.6111884339681
926,constant_mortality,2085,43.8006479403484
926,high_variant,2085,40.5853373959614
926,instant_replacement,2085,43.7520734274319
926,low_variant,2085,56.4666424988171
926,medium_variant,2085,47.914536598112
926,momentum,2085,40.5956708367128
926,no_change,2085,45.3368777244666
926,zero_migration,2085,49.2211455680436
926,constant_fertility,2090,49.8892228686107
926,constant_mortality,2090,43.7201629068188
926,high_variant,2090,40.5330619990129
926,instant_replacement,2090,43.8451526708773
926,low_variant,2090,56.7637447213659
926,medium_variant,2090,48.0871973950119
926,momentum,2090,40.5773634394749
926,no_change,2090,45.3289669493179
926,zero_migration,2090,49.3230664084248
926,constant_fertility,2095,50.2090827870367
926,constant_mortality,2095,43.696459867218
926,high_variant,2095,40.7276503693878
926,instant_replacement,2095,44.1778997403466
926,low_variant,2095,57.1524219559797
926,medium_variant,2095,48.3159994683202
926,momentum,2095,40.7853098523006
926,no_change,2095,45.3517918518947
926,zero_migration,2095,49.514620926896
926,constant_fertility,2100,50.566098777091
926,constant_mortality,2100,43.7180907833626
926,high_variant,2100,41.0822898646109
926,instant_replacement,2100,44.7125571505587
926,low_variant,2100,57.5754713648279
926,medium_variant,2100,48.613103209581
926,momentum,2100,41.0104112344518
926,no_change,2100,45.3851185208442
926,zero_migration,2100,49.7748785286074
