region,variant,year,medianageofpopulation
957,estimates,1950,17.1554061906791
957,estimates,1955,17.0307591397107
957,estimates,1960,16.6129932688934
957,estimates,1965,15.8192987096964
957,estimates,1970,15.7250223066188
957,estimates,1975,16.6648857631334
957,estimates,1980,18.0133690292628
957,estimates,1985,19.1526963478686
957,estimates,1990,20.3776953234388
957,estimates,1995,21.289982881652598
957,estimates,2000,22.3216290701235
957,estimates,2005,23.5660512299324
957,estimates,2010,24.8467711014953
957,constant_fertility,2015,25.7704077369762
957,constant_mortality,2015,25.7704077369762
957,estimates,2015,25.7704077369762
957,high_variant,2015,25.7704077369762
957,instant_replacement,2015,25.7704077369762
957,low_variant,2015,25.7704077369762
957,medium_variant,2015,25.7704077369762
957,momentum,2015,25.7704077369762
957,no_change,2015,25.7704077369762
957,zero_migration,2015,25.7704077369762
957,constant_fertility,2020,26.8751834593087
957,constant_mortality,2020,27.0159040434631
957,high_variant,2020,26.7896914214427
957,instant_replacement,2020,27.8445824466133
957,low_variant,2020,27.3335565421589
957,medium_variant,2020,27.0619450355911
957,momentum,2020,27.6651659333538
957,no_change,2020,26.8291026558743
957,zero_migration,2020,26.9363472094371
957,constant_fertility,2025,27.916172133506
957,constant_mortality,2025,28.3196219621962
957,high_variant,2025,27.7482556466695
957,instant_replacement,2025,29.8823910228744
957,low_variant,2025,29.1594284994965
957,medium_variant,2025,28.4539544669832
957,momentum,2025,29.4023813921985
957,no_change,2025,27.7825832583258
957,zero_migration,2025,28.1493226932362
957,constant_fertility,2030,28.7215122470714
957,constant_mortality,2030,29.4887687409963
957,high_variant,2030,28.5008430954917
957,instant_replacement,2030,31.8678701802419
957,low_variant,2030,31.0823066392882
957,medium_variant,2030,29.7559904153355
957,momentum,2030,31.0681154042395
957,no_change,2030,28.4565689081758
957,zero_migration,2030,29.3120299091832
957,constant_fertility,2035,29.3064251832686
957,constant_mortality,2035,30.5475069588447
957,high_variant,2035,29.1606865620148
957,instant_replacement,2035,33.6464342874158
957,low_variant,2035,32.9440856813191
957,medium_variant,2035,31.0210481259538
957,momentum,2035,32.551652892562
957,no_change,2035,28.8731578219055
957,zero_migration,2035,30.4150614769222
957,constant_fertility,2040,29.773526824978
957,constant_mortality,2040,31.6214303857179
957,high_variant,2040,29.8122284568433
957,instant_replacement,2040,35.3904998165988
957,low_variant,2040,34.7979779743636
957,medium_variant,2040,32.3125112836252
957,momentum,2040,33.920898863339
957,no_change,2040,29.108246785361
957,zero_migration,2040,31.4748180621265
957,constant_fertility,2045,29.9468175847421
957,constant_mortality,2045,32.6189814042309
957,high_variant,2045,30.2948111035385
957,instant_replacement,2045,37.3368213357273
957,low_variant,2045,36.8544164126349
957,medium_variant,2045,33.5966051429414
957,momentum,2045,35.2856558096018
957,no_change,2045,29.051666380347
957,zero_migration,2045,32.4208653718923
957,constant_fertility,2050,30.0378065091396
957,constant_mortality,2050,33.5254133674895
957,high_variant,2050,30.9237901206858
957,instant_replacement,2050,39.4305017462832
957,low_variant,2050,39.0192102149101
957,medium_variant,2050,34.8516582760079
957,momentum,2050,36.5900166587339
957,no_change,2050,28.9273460985492
957,zero_migration,2050,33.2650340352348
957,constant_fertility,2055,30.1062692547264
957,constant_mortality,2055,34.2972864104378
957,high_variant,2055,31.5945630529168
957,instant_replacement,2055,41.5692036438437
957,low_variant,2055,41.2762748055713
957,medium_variant,2055,35.9820327112102
957,momentum,2055,37.0745249406176
957,no_change,2055,28.806124488729
957,zero_migration,2055,34.0619986247994
957,constant_fertility,2060,30.1724992525688
957,constant_mortality,2060,35.0053529915576
957,high_variant,2060,32.3119906149667
957,instant_replacement,2060,42.8540365918057
957,low_variant,2060,43.3521608156645
957,medium_variant,2060,37.0572817480204
957,momentum,2060,37.0984815890431
957,no_change,2060,28.7051384548296
957,zero_migration,2060,34.9244314152568
957,constant_fertility,2065,30.2200872071539
957,constant_mortality,2065,35.7589699190593
957,high_variant,2065,33.0493673951208
957,instant_replacement,2065,43.1405394324538
957,low_variant,2065,45.2137784090909
957,medium_variant,2065,38.1163423970954
957,momentum,2065,37.3094389514831
957,no_change,2065,28.5845847101965
957,zero_migration,2065,35.9222848224143
957,constant_fertility,2070,30.2016083561219
957,constant_mortality,2070,36.5451981888951
957,high_variant,2070,33.7782991993763
957,instant_replacement,2070,43.5957951570681
957,low_variant,2070,46.8204359886946
957,medium_variant,2070,39.2145560407569
957,momentum,2070,37.6590056721322
957,no_change,2070,28.3937487383083
957,zero_migration,2070,36.9618361747991
957,constant_fertility,2075,30.088841242357
957,constant_mortality,2075,37.3260564790707
957,high_variant,2075,34.4818157467895
957,instant_replacement,2075,44.329222864483
957,low_variant,2075,48.3766983882502
957,medium_variant,2075,40.3916742601323
957,momentum,2075,38.0671212933875
957,no_change,2075,28.1264405557487
957,zero_migration,2075,37.9966233512934
957,constant_fertility,2080,29.9101154059247
957,constant_mortality,2080,38.0529777317452
957,high_variant,2080,35.1284950969975
957,instant_replacement,2080,45.3462484303056
957,low_variant,2080,49.9146986970684
957,medium_variant,2080,41.5868147382235
957,momentum,2080,38.3910800146963
957,no_change,2080,27.8314515542849
957,zero_migration,2080,38.9653879718286
957,constant_fertility,2085,29.7221585701192
957,constant_mortality,2085,38.6751164554219
957,high_variant,2085,35.7460907916425
957,instant_replacement,2085,46.4275693650629
957,low_variant,2085,51.5772700935353
957,medium_variant,2085,42.7074289458596
957,momentum,2085,38.4598134953543
957,no_change,2085,27.568463469266
957,zero_migration,2085,39.8158240355464
957,constant_fertility,2090,29.5522621534611
957,constant_mortality,2090,39.1610365415694
957,high_variant,2090,36.3574681695143
957,instant_replacement,2090,47.2570736106414
957,low_variant,2090,53.2257882565289
957,medium_variant,2090,43.7012468030691
957,momentum,2090,38.2453370602343
957,no_change,2090,27.3466034936688
957,zero_migration,2090,40.571447022067
957,constant_fertility,2095,29.3927606141372
957,constant_mortality,2095,39.5488404938722
957,high_variant,2095,36.9895084180651
957,instant_replacement,2095,47.5827280064568
957,low_variant,2095,54.8452460816003
957,medium_variant,2095,44.5435780320165
957,momentum,2095,37.9860460054912
957,no_change,2095,27.1368015132458
957,zero_migration,2095,41.3272412628735
957,constant_fertility,2100,29.2229084955876
957,constant_mortality,2100,39.9332414110077
957,high_variant,2100,37.6418120805369
957,instant_replacement,2100,47.3452009640604
957,low_variant,2100,56.290232730874
957,medium_variant,2100,45.2796593230879
957,momentum,2100,37.9128889388128
957,no_change,2100,26.9087189976988
957,zero_migration,2100,42.1433896036814
957,constant_fertility,"Region, subregion, country or area *",Polynesia
957,constant_mortality,"Region, subregion, country or area *",Polynesia
957,estimates,"Region, subregion, country or area *",Polynesia
957,high_variant,"Region, subregion, country or area *",Polynesia
957,instant_replacement,"Region, subregion, country or area *",Polynesia
957,low_variant,"Region, subregion, country or area *",Polynesia
957,medium_variant,"Region, subregion, country or area *",Polynesia
957,momentum,"Region, subregion, country or area *",Polynesia
957,no_change,"Region, subregion, country or area *",Polynesia
957,zero_migration,"Region, subregion, country or area *",Polynesia
