variant,continent,year,gender,oldagedependencyratio2569
estimates,935,1950,male,4.614
estimates,935,1951,male,4.674
estimates,935,1952,male,4.679
estimates,935,1953,male,4.628
estimates,935,1954,male,4.526
estimates,935,1955,male,4.376
estimates,935,1956,male,4.445
estimates,935,1957,male,4.463
estimates,935,1958,male,4.427
estimates,935,1959,male,4.335
estimates,935,1960,male,4.187
estimates,935,1961,male,4.281
estimates,935,1962,male,4.327
estimates,935,1963,male,4.325
estimates,935,1964,male,4.281
estimates,935,1965,male,4.199
estimates,935,1966,male,4.347
estimates,935,1967,male,4.471
estimates,935,1968,male,4.567
estimates,935,1969,male,4.637
estimates,935,1970,male,4.678
estimates,935,1971,male,4.835
estimates,935,1972,male,4.962
estimates,935,1973,male,5.057
estimates,935,1974,male,5.118
estimates,935,1975,male,5.144
estimates,935,1976,male,5.267
estimates,935,1977,male,5.351
estimates,935,1978,male,5.405
estimates,935,1979,male,5.441
estimates,935,1980,male,5.468
estimates,935,1981,male,5.6
estimates,935,1982,male,5.71
estimates,935,1983,male,5.796
estimates,935,1984,male,5.853
estimates,935,1985,male,5.881
estimates,935,1986,male,5.997
estimates,935,1987,male,6.08
estimates,935,1988,male,6.134
estimates,935,1989,male,6.159
estimates,935,1990,male,6.159
estimates,935,1991,male,6.242
estimates,935,1992,male,6.291
estimates,935,1993,male,6.317
estimates,935,1994,male,6.333
estimates,935,1995,male,6.346
estimates,935,1996,male,6.46
estimates,935,1997,male,6.554
estimates,935,1998,male,6.634
estimates,935,1999,male,6.701
estimates,935,2000,male,6.761
estimates,935,2001,male,6.923
estimates,935,2002,male,7.069
estimates,935,2003,male,7.197
estimates,935,2004,male,7.306
estimates,935,2005,male,7.393
estimates,935,2006,male,7.55
estimates,935,2007,male,7.68
estimates,935,2008,male,7.781
estimates,935,2009,male,7.847
estimates,935,2010,male,7.881
estimates,935,2011,male,7.976
estimates,935,2012,male,8.037
estimates,935,2013,male,8.08
estimates,935,2014,male,8.124
estimates,935,2015,male,8.182
