variant,continent,year,gender,oldagedependencyratio2569
estimates,909,1950,male,8.356
estimates,909,1951,male,8.457
estimates,909,1952,male,8.507
estimates,909,1953,male,8.508
estimates,909,1954,male,8.468
estimates,909,1955,male,8.394
estimates,909,1956,male,8.559
estimates,909,1957,male,8.686
estimates,909,1958,male,8.769
estimates,909,1959,male,8.794
estimates,909,1960,male,8.754
estimates,909,1961,male,8.824
estimates,909,1962,male,8.82
estimates,909,1963,male,8.753
estimates,909,1964,male,8.64
estimates,909,1965,male,8.493
estimates,909,1966,male,8.519
estimates,909,1967,male,8.495
estimates,909,1968,male,8.426
estimates,909,1969,male,8.315
estimates,909,1970,male,8.173
estimates,909,1971,male,8.272
estimates,909,1972,male,8.329
estimates,909,1973,male,8.354
estimates,909,1974,male,8.358
estimates,909,1975,male,8.348
estimates,909,1976,male,8.532
estimates,909,1977,male,8.684
estimates,909,1978,male,8.809
estimates,909,1979,male,8.911
estimates,909,1980,male,8.995
estimates,909,1981,male,9.197
estimates,909,1982,male,9.371
estimates,909,1983,male,9.509
estimates,909,1984,male,9.601
estimates,909,1985,male,9.647
estimates,909,1986,male,9.771
estimates,909,1987,male,9.847
estimates,909,1988,male,9.9
estimates,909,1989,male,9.961
estimates,909,1990,male,10.045
estimates,909,1991,male,10.263
estimates,909,1992,male,10.479
estimates,909,1993,male,10.687
estimates,909,1994,male,10.872
estimates,909,1995,male,11.03
estimates,909,1996,male,11.247
estimates,909,1997,male,11.441
estimates,909,1998,male,11.611
estimates,909,1999,male,11.755
estimates,909,2000,male,11.875
estimates,909,2001,male,12.054
estimates,909,2002,male,12.196
estimates,909,2003,male,12.316
estimates,909,2004,male,12.426
estimates,909,2005,male,12.535
estimates,909,2006,male,12.677
estimates,909,2007,male,12.806
estimates,909,2008,male,12.929
estimates,909,2009,male,13.054
estimates,909,2010,male,13.186
estimates,909,2011,male,13.418
estimates,909,2012,male,13.653
estimates,909,2013,male,13.912
estimates,909,2014,male,14.216
estimates,909,2015,male,14.567
medium_variant,909,2015,male,14.567
medium_variant,909,2016,male,14.964
medium_variant,909,2017,male,15.384
medium_variant,909,2018,male,15.813
medium_variant,909,2019,male,16.232
medium_variant,909,2020,male,16.636
medium_variant,909,2021,male,17.068
medium_variant,909,2022,male,17.472
medium_variant,909,2023,male,17.866
medium_variant,909,2024,male,18.269
medium_variant,909,2025,male,18.695
medium_variant,909,2026,male,19.138
medium_variant,909,2027,male,19.58
medium_variant,909,2028,male,20.022
medium_variant,909,2029,male,20.463
medium_variant,909,2030,male,20.903
medium_variant,909,2031,male,21.315
medium_variant,909,2032,male,21.707
medium_variant,909,2033,male,22.076
medium_variant,909,2034,male,22.418
medium_variant,909,2035,male,22.735
medium_variant,909,2036,male,22.998
medium_variant,909,2037,male,23.219
medium_variant,909,2038,male,23.415
medium_variant,909,2039,male,23.607
medium_variant,909,2040,male,23.812
medium_variant,909,2041,male,24.008
medium_variant,909,2042,male,24.195
medium_variant,909,2043,male,24.37
medium_variant,909,2044,male,24.525
medium_variant,909,2045,male,24.666
medium_variant,909,2046,male,24.771
medium_variant,909,2047,male,24.841
medium_variant,909,2048,male,24.907
medium_variant,909,2049,male,25.011
medium_variant,909,2050,male,25.178
medium_variant,909,2051,male,25.375
medium_variant,909,2052,male,25.603
medium_variant,909,2053,male,25.859
medium_variant,909,2054,male,26.137
medium_variant,909,2055,male,26.438
medium_variant,909,2056,male,26.74
medium_variant,909,2057,male,27.035
medium_variant,909,2058,male,27.33
medium_variant,909,2059,male,27.638
medium_variant,909,2060,male,27.972
medium_variant,909,2061,male,28.282
medium_variant,909,2062,male,28.58
medium_variant,909,2063,male,28.873
medium_variant,909,2064,male,29.162
medium_variant,909,2065,male,29.449
medium_variant,909,2066,male,29.676
medium_variant,909,2067,male,29.869
medium_variant,909,2068,male,30.042
medium_variant,909,2069,male,30.22
medium_variant,909,2070,male,30.429
medium_variant,909,2071,male,30.582
medium_variant,909,2072,male,30.728
medium_variant,909,2073,male,30.893
medium_variant,909,2074,male,31.103
medium_variant,909,2075,male,31.371
medium_variant,909,2076,male,31.598
medium_variant,909,2077,male,31.847
medium_variant,909,2078,male,32.116
medium_variant,909,2079,male,32.408
medium_variant,909,2080,male,32.738
medium_variant,909,2081,male,33.013
medium_variant,909,2082,male,33.278
medium_variant,909,2083,male,33.555
medium_variant,909,2084,male,33.87
medium_variant,909,2085,male,34.241
medium_variant,909,2086,male,34.559
medium_variant,909,2087,male,34.879
medium_variant,909,2088,male,35.213
medium_variant,909,2089,male,35.575
medium_variant,909,2090,male,35.985
medium_variant,909,2091,male,36.304
medium_variant,909,2092,male,36.613
medium_variant,909,2093,male,36.936
medium_variant,909,2094,male,37.293
medium_variant,909,2095,male,37.704
medium_variant,909,2096,male,37.996
medium_variant,909,2097,male,38.287
medium_variant,909,2098,male,38.594
medium_variant,909,2099,male,38.934
medium_variant,909,2100,male,39.328
estimates,909,1950,female,10.283
estimates,909,1951,female,10.493
estimates,909,1952,female,10.68
estimates,909,1953,female,10.852
estimates,909,1954,female,11.017
estimates,909,1955,female,11.181
estimates,909,1956,female,11.457
estimates,909,1957,female,11.71
estimates,909,1958,female,11.942
estimates,909,1959,female,12.148
estimates,909,1960,female,12.325
estimates,909,1961,female,12.565
estimates,909,1962,female,12.763
estimates,909,1963,female,12.925
estimates,909,1964,female,13.055
estimates,909,1965,female,13.158
estimates,909,1966,female,13.211
estimates,909,1967,female,13.221
estimates,909,1968,female,13.192
estimates,909,1969,female,13.117
estimates,909,1970,female,12.997
estimates,909,1971,female,13.081
estimates,909,1972,female,13.122
estimates,909,1973,female,13.152
estimates,909,1974,female,13.197
estimates,909,1975,female,13.264
estimates,909,1976,female,13.408
estimates,909,1977,female,13.539
estimates,909,1978,female,13.668
estimates,909,1979,female,13.802
estimates,909,1980,female,13.946
estimates,909,1981,female,14.14
estimates,909,1982,female,14.327
estimates,909,1983,female,14.502
estimates,909,1984,female,14.656
estimates,909,1985,female,14.786
estimates,909,1986,female,14.887
estimates,909,1987,female,14.946
estimates,909,1988,female,14.991
estimates,909,1989,female,15.052
estimates,909,1990,female,15.148
estimates,909,1991,female,15.332
estimates,909,1992,female,15.53
estimates,909,1993,female,15.731
estimates,909,1994,female,15.912
estimates,909,1995,female,16.063
estimates,909,1996,female,16.194
estimates,909,1997,female,16.286
estimates,909,1998,female,16.349
estimates,909,1999,female,16.395
estimates,909,2000,female,16.436
estimates,909,2001,female,16.449
estimates,909,2002,female,16.445
estimates,909,2003,female,16.435
estimates,909,2004,female,16.43
estimates,909,2005,female,16.438
estimates,909,2006,female,16.453
estimates,909,2007,female,16.464
estimates,909,2008,female,16.48
estimates,909,2009,female,16.514
estimates,909,2010,female,16.579
estimates,909,2011,female,16.681
estimates,909,2012,female,16.799
estimates,909,2013,female,16.957
estimates,909,2014,female,17.177
estimates,909,2015,female,17.466
medium_variant,909,2015,female,17.466
medium_variant,909,2016,female,17.807
medium_variant,909,2017,female,18.199
medium_variant,909,2018,female,18.627
medium_variant,909,2019,female,19.074
medium_variant,909,2020,female,19.533
medium_variant,909,2021,female,19.99
medium_variant,909,2022,female,20.441
medium_variant,909,2023,female,20.903
medium_variant,909,2024,female,21.399
medium_variant,909,2025,female,21.941
medium_variant,909,2026,female,22.463
medium_variant,909,2027,female,23.004
medium_variant,909,2028,female,23.563
medium_variant,909,2029,female,24.134
medium_variant,909,2030,female,24.713
medium_variant,909,2031,female,25.205
medium_variant,909,2032,female,25.685
medium_variant,909,2033,female,26.153
medium_variant,909,2034,female,26.614
medium_variant,909,2035,female,27.072
medium_variant,909,2036,female,27.415
medium_variant,909,2037,female,27.733
medium_variant,909,2038,female,28.041
medium_variant,909,2039,female,28.359
medium_variant,909,2040,female,28.699
medium_variant,909,2041,female,28.952
medium_variant,909,2042,female,29.202
medium_variant,909,2043,female,29.447
medium_variant,909,2044,female,29.685
medium_variant,909,2045,female,29.926
medium_variant,909,2046,female,30.053
medium_variant,909,2047,female,30.151
medium_variant,909,2048,female,30.26
medium_variant,909,2049,female,30.426
medium_variant,909,2050,female,30.679
medium_variant,909,2051,female,30.882
medium_variant,909,2052,female,31.131
medium_variant,909,2053,female,31.424
medium_variant,909,2054,female,31.755
medium_variant,909,2055,female,32.13
medium_variant,909,2056,female,32.416
medium_variant,909,2057,female,32.704
medium_variant,909,2058,female,33.005
medium_variant,909,2059,female,33.332
medium_variant,909,2060,female,33.703
medium_variant,909,2061,female,33.954
medium_variant,909,2062,female,34.199
medium_variant,909,2063,female,34.456
medium_variant,909,2064,female,34.741
medium_variant,909,2065,female,35.065
medium_variant,909,2066,female,35.256
medium_variant,909,2067,female,35.441
medium_variant,909,2068,female,35.633
medium_variant,909,2069,female,35.86
medium_variant,909,2070,female,36.154
medium_variant,909,2071,female,36.307
medium_variant,909,2072,female,36.472
medium_variant,909,2073,female,36.688
medium_variant,909,2074,female,36.983
medium_variant,909,2075,female,37.37
medium_variant,909,2076,female,37.621
medium_variant,909,2077,female,37.914
medium_variant,909,2078,female,38.249
medium_variant,909,2079,female,38.635
medium_variant,909,2080,female,39.097
medium_variant,909,2081,female,39.403
medium_variant,909,2082,female,39.714
medium_variant,909,2083,female,40.061
medium_variant,909,2084,female,40.476
medium_variant,909,2085,female,40.99
medium_variant,909,2086,female,41.33
medium_variant,909,2087,female,41.686
medium_variant,909,2088,female,42.084
medium_variant,909,2089,female,42.546
medium_variant,909,2090,female,43.098
medium_variant,909,2091,female,43.446
medium_variant,909,2092,female,43.803
medium_variant,909,2093,female,44.197
medium_variant,909,2094,female,44.657
medium_variant,909,2095,female,45.21
medium_variant,909,2096,female,45.535
medium_variant,909,2097,female,45.873
medium_variant,909,2098,female,46.253
medium_variant,909,2099,female,46.699
medium_variant,909,2100,female,47.243
