variant,continent,year,gender,oldagedependencyratio2569
estimates,903,1950,male,4.323
estimates,903,1951,male,4.353
estimates,903,1952,male,4.336
estimates,903,1953,male,4.275
estimates,903,1954,male,4.175
estimates,903,1955,male,4.039
estimates,903,1956,male,4.1
estimates,903,1957,male,4.124
estimates,903,1958,male,4.113
estimates,903,1959,male,4.069
estimates,903,1960,male,3.996
estimates,903,1961,male,4.083
estimates,903,1962,male,4.137
estimates,903,1963,male,4.16
estimates,903,1964,male,4.153
estimates,903,1965,male,4.119
estimates,903,1966,male,4.222
estimates,903,1967,male,4.294
estimates,903,1968,male,4.334
estimates,903,1969,male,4.343
estimates,903,1970,male,4.323
estimates,903,1971,male,4.424
estimates,903,1972,male,4.49
estimates,903,1973,male,4.523
estimates,903,1974,male,4.526
estimates,903,1975,male,4.503
estimates,903,1976,male,4.598
estimates,903,1977,male,4.658
estimates,903,1978,male,4.686
estimates,903,1979,male,4.684
estimates,903,1980,male,4.656
estimates,903,1981,male,4.728
estimates,903,1982,male,4.767
estimates,903,1983,male,4.779
estimates,903,1984,male,4.764
estimates,903,1985,male,4.728
estimates,903,1986,male,4.806
estimates,903,1987,male,4.855
estimates,903,1988,male,4.88
estimates,903,1989,male,4.884
estimates,903,1990,male,4.871
estimates,903,1991,male,4.951
estimates,903,1992,male,5.005
estimates,903,1993,male,5.036
estimates,903,1994,male,5.045
estimates,903,1995,male,5.035
estimates,903,1996,male,5.108
estimates,903,1997,male,5.148
estimates,903,1998,male,5.159
estimates,903,1999,male,5.145
estimates,903,2000,male,5.112
estimates,903,2001,male,5.177
estimates,903,2002,male,5.214
estimates,903,2003,male,5.222
estimates,903,2004,male,5.199
estimates,903,2005,male,5.149
estimates,903,2006,male,5.187
estimates,903,2007,male,5.196
estimates,903,2008,male,5.18
estimates,903,2009,male,5.145
estimates,903,2010,male,5.094
estimates,903,2011,male,5.109
estimates,903,2012,male,5.102
estimates,903,2013,male,5.079
estimates,903,2014,male,5.046
estimates,903,2015,male,5.007
medium_variant,903,2015,male,5.007
medium_variant,903,2016,male,5.044
medium_variant,903,2017,male,5.067
medium_variant,903,2018,male,5.077
medium_variant,903,2019,male,5.08
medium_variant,903,2020,male,5.078
medium_variant,903,2021,male,5.149
medium_variant,903,2022,male,5.205
medium_variant,903,2023,male,5.248
medium_variant,903,2024,male,5.281
medium_variant,903,2025,male,5.304
medium_variant,903,2026,male,5.388
medium_variant,903,2027,male,5.454
medium_variant,903,2028,male,5.506
medium_variant,903,2029,male,5.546
medium_variant,903,2030,male,5.577
medium_variant,903,2031,male,5.662
medium_variant,903,2032,male,5.731
medium_variant,903,2033,male,5.786
medium_variant,903,2034,male,5.827
medium_variant,903,2035,male,5.859
medium_variant,903,2036,male,5.939
medium_variant,903,2037,male,6.001
medium_variant,903,2038,male,6.053
medium_variant,903,2039,male,6.101
medium_variant,903,2040,male,6.149
medium_variant,903,2041,male,6.253
medium_variant,903,2042,male,6.348
medium_variant,903,2043,male,6.438
medium_variant,903,2044,male,6.527
medium_variant,903,2045,male,6.62
medium_variant,903,2046,male,6.769
medium_variant,903,2047,male,6.908
medium_variant,903,2048,male,7.043
medium_variant,903,2049,male,7.175
medium_variant,903,2050,male,7.309
medium_variant,903,2051,male,7.494
medium_variant,903,2052,male,7.668
medium_variant,903,2053,male,7.832
medium_variant,903,2054,male,7.988
medium_variant,903,2055,male,8.138
medium_variant,903,2056,male,8.33
medium_variant,903,2057,male,8.505
medium_variant,903,2058,male,8.665
medium_variant,903,2059,male,8.812
medium_variant,903,2060,male,8.95
medium_variant,903,2061,male,9.127
medium_variant,903,2062,male,9.284
medium_variant,903,2063,male,9.428
medium_variant,903,2064,male,9.563
medium_variant,903,2065,male,9.695
medium_variant,903,2066,male,9.872
medium_variant,903,2067,male,10.034
medium_variant,903,2068,male,10.187
medium_variant,903,2069,male,10.336
medium_variant,903,2070,male,10.489
medium_variant,903,2071,male,10.694
medium_variant,903,2072,male,10.887
medium_variant,903,2073,male,11.076
medium_variant,903,2074,male,11.265
medium_variant,903,2075,male,11.461
medium_variant,903,2076,male,11.713
medium_variant,903,2077,male,11.955
medium_variant,903,2078,male,12.192
medium_variant,903,2079,male,12.433
medium_variant,903,2080,male,12.683
medium_variant,903,2081,male,12.992
medium_variant,903,2082,male,13.292
medium_variant,903,2083,male,13.583
medium_variant,903,2084,male,13.865
medium_variant,903,2085,male,14.138
medium_variant,903,2086,male,14.452
medium_variant,903,2087,male,14.741
medium_variant,903,2088,male,15.013
medium_variant,903,2089,male,15.274
medium_variant,903,2090,male,15.533
medium_variant,903,2091,male,15.834
medium_variant,903,2092,male,16.113
medium_variant,903,2093,male,16.379
medium_variant,903,2094,male,16.637
medium_variant,903,2095,male,16.895
medium_variant,903,2096,male,17.199
medium_variant,903,2097,male,17.483
medium_variant,903,2098,male,17.756
medium_variant,903,2099,male,18.025
medium_variant,903,2100,male,18.297
estimates,903,1950,female,5.367
estimates,903,1951,female,5.398
estimates,903,1952,female,5.378
estimates,903,1953,female,5.315
estimates,903,1954,female,5.212
estimates,903,1955,female,5.076
estimates,903,1956,female,5.15
estimates,903,1957,female,5.185
estimates,903,1958,female,5.184
estimates,903,1959,female,5.149
estimates,903,1960,female,5.085
estimates,903,1961,female,5.18
estimates,903,1962,female,5.238
estimates,903,1963,female,5.263
estimates,903,1964,female,5.262
estimates,903,1965,female,5.24
estimates,903,1966,female,5.359
estimates,903,1967,female,5.447
estimates,903,1968,female,5.503
estimates,903,1969,female,5.526
estimates,903,1970,female,5.518
estimates,903,1971,female,5.627
estimates,903,1972,female,5.697
estimates,903,1973,female,5.735
estimates,903,1974,female,5.744
estimates,903,1975,female,5.73
estimates,903,1976,female,5.828
estimates,903,1977,female,5.893
estimates,903,1978,female,5.924
estimates,903,1979,female,5.924
estimates,903,1980,female,5.899
estimates,903,1981,female,5.966
estimates,903,1982,female,6
