variant,continent,year,gender,oldagedependencyratio2569
estimates,905,1950,male,8.821
estimates,905,1951,male,9.11
estimates,905,1952,male,9.359
estimates,905,1953,male,9.554
estimates,905,1954,male,9.699
estimates,905,1955,male,9.812
estimates,905,1956,male,10.107
estimates,905,1957,male,10.355
estimates,905,1958,male,10.542
estimates,905,1959,male,10.663
estimates,905,1960,male,10.727
estimates,905,1961,male,10.996
estimates,905,1962,male,11.217
estimates,905,1963,male,11.375
estimates,905,1964,male,11.46
estimates,905,1965,male,11.472
estimates,905,1966,male,11.631
estimates,905,1967,male,11.699
estimates,905,1968,male,11.69
estimates,905,1969,male,11.631
estimates,905,1970,male,11.55
estimates,905,1971,male,11.733
estimates,905,1972,male,11.858
estimates,905,1973,male,11.909
estimates,905,1974,male,11.881
estimates,905,1975,male,11.788
estimates,905,1976,male,12.025
estimates,905,1977,male,12.209
estimates,905,1978,male,12.334
estimates,905,1979,male,12.417
estimates,905,1980,male,12.489
estimates,905,1981,male,12.62
estimates,905,1982,male,12.713
estimates,905,1983,male,12.759
estimates,905,1984,male,12.754
estimates,905,1985,male,12.707
estimates,905,1986,male,12.827
estimates,905,1987,male,12.899
estimates,905,1988,male,12.937
estimates,905,1989,male,12.958
estimates,905,1990,male,12.976
estimates,905,1991,male,13.118
estimates,905,1992,male,13.239
estimates,905,1993,male,13.336
estimates,905,1994,male,13.398
estimates,905,1995,male,13.426
estimates,905,1996,male,13.554
estimates,905,1997,male,13.639
estimates,905,1998,male,13.679
estimates,905,1999,male,13.67
estimates,905,2000,male,13.619
estimates,905,2001,male,13.679
estimates,905,2002,male,13.701
estimates,905,2003,male,13.702
estimates,905,2004,male,13.699
estimates,905,2005,male,13.701
estimates,905,2006,male,13.841
estimates,905,2007,male,13.977
estimates,905,2008,male,14.118
estimates,905,2009,male,14.268
estimates,905,2010,male,14.437
estimates,905,2011,male,14.709
estimates,905,2012,male,14.982
estimates,905,2013,male,15.277
estimates,905,2014,male,15.623
estimates,905,2015,male,16.036
medium_variant,905,2015,male,16.036
medium_variant,905,2016,male,16.576
medium_variant,905,2017,male,17.161
medium_variant,905,2018,male,17.784
medium_variant,905,2019,male,18.435
medium_variant,905,2020,male,19.11
medium_variant,905,2021,male,19.856
medium_variant,905,2022,male,20.61
medium_variant,905,2023,male,21.38
medium_variant,905,2024,male,22.177
medium_variant,905,2025,male,23.006
medium_variant,905,2026,male,23.867
medium_variant,905,2027,male,24.731
medium_variant,905,2028,male,25.591
medium_variant,905,2029,male,26.433
medium_variant,905,2030,male,27.245
medium_variant,905,2031,male,28.003
medium_variant,905,2032,male,28.709
medium_variant,905,2033,male,29.357
medium_variant,905,2034,male,29.947
medium_variant,905,2035,male,30.48
medium_variant,905,2036,male,30.92
medium_variant,905,2037,male,31.287
medium_variant,905,2038,male,31.596
medium_variant,905,2039,male,31.858
medium_variant,905,2040,male,32.083
medium_variant,905,2041,male,32.236
medium_variant,905,2042,male,32.334
medium_variant,905,2043,male,32.395
medium_variant,905,2044,male,32.445
medium_variant,905,2045,male,32.511
medium_variant,905,2046,male,32.551
medium_variant,905,2047,male,32.579
medium_variant,905,2048,male,32.618
medium_variant,905,2049,male,32.695
medium_variant,905,2050,male,32.831
medium_variant,905,2051,male,32.975
medium_variant,905,2052,male,33.141
medium_variant,905,2053,male,33.344
medium_variant,905,2054,male,33.602
medium_variant,905,2055,male,33.933
medium_variant,905,2056,male,34.275
medium_variant,905,2057,male,34.642
medium_variant,905,2058,male,35.048
medium_variant,905,2059,male,35.506
medium_variant,905,2060,male,36.03
medium_variant,905,2061,male,36.508
medium_variant,905,2062,male,37.001
medium_variant,905,2063,male,37.514
medium_variant,905,2064,male,38.041
medium_variant,905,2065,male,38.582
medium_variant,905,2066,male,38.978
medium_variant,905,2067,male,39.343
medium_variant,905,2068,male,39.702
medium_variant,905,2069,male,40.088
medium_variant,905,2070,male,40.526
medium_variant,905,2071,male,40.806
medium_variant,905,2072,male,41.089
medium_variant,905,2073,male,41.392
medium_variant,905,2074,male,41.729
medium_variant,905,2075,male,42.117
medium_variant,905,2076,male,42.325
medium_variant,905,2077,male,42.537
medium_variant,905,2078,male,42.762
medium_variant,905,2079,male,43.01
medium_variant,905,2080,male,43.299
medium_variant,905,2081,male,43.379
medium_variant,905,2082,male,43.44
medium_variant,905,2083,male,43.521
medium_variant,905,2084,male,43.668
medium_variant,905,2085,male,43.919
medium_variant,905,2086,male,44.009
medium_variant,905,2087,male,44.132
medium_variant,905,2088,male,44.306
medium_variant,905,2089,male,44.555
