country,variant,year,population
270,estimates,1950,271.377
270,estimates,1951,272.72
270,estimates,1952,276.773
270,estimates,1953,283.505
270,estimates,1954,292.713
270,estimates,1955,304.029
270,estimates,1956,316.907
270,estimates,1957,330.6
270,estimates,1958,344.265
270,estimates,1959,356.968
270,estimates,1960,367.928
270,estimates,1961,376.737
270,estimates,1962,383.523
270,estimates,1963,389.072
270,estimates,1964,394.553
270,estimates,1965,400.861
270,estimates,1966,408.18
270,estimates,1967,416.339
270,estimates,1968,425.51
270,estimates,1969,435.798
270,estimates,1970,447.285
270,estimates,1971,460.194
270,estimates,1972,474.539
270,estimates,1973,489.861
270,estimates,1974,505.512
270,estimates,1975,521.07
270,estimates,1976,536.409
270,estimates,1977,551.817
270,estimates,1978,567.831
270,estimates,1979,585.157
270,estimates,1980,604.369
270,estimates,1981,625.411
270,estimates,1982,648.21
270,estimates,1983,673.238
270,estimates,1984,701.104
270,estimates,1985,732.096
270,estimates,1986,766.589
270,estimates,1987,804.125
270,estimates,1988,843.05
270,estimates,1989,881.138
270,estimates,1990,916.808
270,estimates,1991,949.493
270,estimates,1992,979.718
270,estimates,1993,1008.358
270,estimates,1994,1036.829
270,estimates,1995,1066.223
270,estimates,1996,1096.708
270,estimates,1997,1128.169
270,estimates,1998,1160.944
270,estimates,1999,1195.42
270,estimates,2000,1231.844
270,estimates,2001,1270.495
270,estimates,2002,1311.349
270,estimates,2003,1354.194
270,estimates,2004,1398.573
270,estimates,2005,1444.204
270,estimates,2006,1491.021
270,estimates,2007,1539.116
270,estimates,2008,1588.572
270,estimates,2009,1639.56
270,estimates,2010,1692.149
270,estimates,2011,1746.363
270,estimates,2012,1802.125
270,estimates,2013,1859.324
270,estimates,2014,1917.852
270,constant_fertility,2015,1977.59
270,constant_mortality,2015,1977.59
270,estimates,2015,1977.59
270,high_variant,2015,1977.59
270,instant_replacement,2015,1977.59
270,low_variant,2015,1977.59
270,medium_variant,2015,1977.59
270,momentum,2015,1977.59
270,no_change,2015,1977.59
270,zero_migration,2015,1977.59
270,constant_fertility,2016,2041.102
270,constant_mortality,2016,2037.769
270,high_variant,2016,2040.703
270,instant_replacement,2016,2009.855
270,low_variant,2016,2036.388
270,medium_variant,2016,2038.501
270,momentum,2016,2011.319
270,no_change,2016,2040.347
270,zero_migration,2016,2041.135
270,constant_fertility,2017,2106.984
270,constant_mortality,2017,2098.81
270,high_variant,2017,2105.8
270,instant_replacement,2017,2031.334
270,low_variant,2017,2095.445
270,medium_variant,2017,2100.568
270,momentum,2017,2034.857
270,no_change,2017,2105.164
270,zero_migration,2017,2105.806
270,constant_fertility,2018,2175.285
270,constant_mortality,2018,2160.703
270,high_variant,2018,2172.762
270,instant_replacement,2018,2045.824
270,low_variant,2018,2154.878
270,medium_variant,2018,2163.765
270,momentum,2018,2051.78
270,no_change,2018,2172.117
270,zero_migration,2018,2171.586
270,constant_fertility,2019,2246.045
270,constant_mortality,2019,2223.405
270,high_variant,2019,2241.463
270,instant_replacement,2019,2058.887
270,low_variant,2019,2214.758
270,medium_variant,2019,2228.075
270,momentum,2019,2067.342
270,no_change,2019,2241.237
270,zero_migration,2019,2238.434
270,constant_fertility,2020,2319.328
270,constant_mortality,2020,2286.919
270,high_variant,2020,2311.842
270,instant_replacement,2020,2074.689
270,low_variant,2020,2275.139
270,medium_variant,2020,2293.493
270,momentum,2020,2085.443
270,no_change,2020,2312.568
270,zero_migration,2020,2306.331
270,constant_fertility,2021,2395.204
270,constant_mortality,2021,2351.206
270,high_variant,2021,2383.835
270,instant_replacement,2021,2094.405
270,low_variant,2021,2336.014
270,medium_variant,2021,2359.954
270,momentum,2021,2107.194
270,no_change,2021,2386.182
270,zero_migration,2021,2375.236
270,constant_fertility,2022,2473.752
270,constant_mortality,2022,2416.222
270,high_variant,2022,2457.447
270,instant_replacement,2022,2117.087
270,low_variant,2022,2397.363
270,medium_variant,2022,2427.423
270,momentum,2022,2131.691
270,no_change,2022,2462.119
270,zero_migration,2022,2445.1
270,constant_fertility,2023,2555.052
270,constant_mortality,2023,2481.943
270,high_variant,2023,2532.647
270,instant_replacement,2023,2142.189
270,low_variant,2023,2459.123
270,medium_variant,2023,2495.903
270,momentum,2023,2158.411
270,no_change,2023,2540.478
270,zero_migration,2023,2515.899
270,constant_fertility,2024,2639.198
270,constant_mortality,2024,2548.334
270,high_variant,2024,2609.476
270,instant_replacement,2024,2168.485
270,low_variant,2024,2521.21
270,medium_variant,2024,2565.346
270,momentum,2024,2186.182
270,no_change,2024,2621.303
270,zero_migration,2024,2587.574
270,constant_fertility,2025,2726.287
270,constant_mortality,2025,2615.331
270,high_variant,2025,2687.932
270,instant_replacement,2025,2195.066
270,low_variant,2025,2583.545
270,medium_variant,2025,2635.74
270,momentum,2025,2214.155
270,no_change,2025,2704.67
270,zero_migration,2025,2660.081
270,constant_fertility,2026,2816.399
270,constant_mortality,2026,2682.892
270,high_variant,2026,2767.995
270,instant_replacement,2026,2222.039
270,low_variant,2026,2646.092
270,medium_variant,2026,2707.043
270,momentum,2026,2242.404
270,no_change,2026,2790.652
270,zero_migration,2026,2733.392
270,constant_fertility,2027,2909.622
270,constant_mortality,2027,2750.998
270,high_variant,2027,2849.58
270,instant_replacement,2027,2249.931
270,low_variant,2027,2708.871
