country,variant,year,population
417,estimates,1950,1740.004
417,estimates,1951,1765.555
417,estimates,1952,1795.13
417,estimates,1953,1828.195
417,estimates,1954,1864.495
417,estimates,1955,1904.06
417,estimates,1956,1947.219
417,estimates,1957,1994.561
417,estimates,1958,2046.915
417,estimates,1959,2105.181
417,estimates,1960,2170.093
417,estimates,1961,2241.753
417,estimates,1962,2319.455
417,estimates,1963,2401.463
417,estimates,1964,2485.43
417,estimates,1965,2569.458
417,estimates,1966,2653.05
417,estimates,1967,2736.076
417,estimates,1968,2817.335
417,estimates,1969,2895.544
417,estimates,1970,2969.864
417,estimates,1971,3039.767
417,estimates,1972,3105.535
417,estimates,1973,3168.293
417,estimates,1974,3229.688
417,estimates,1975,3291.077
417,estimates,1976,3352.618
417,estimates,1977,3414.32
417,estimates,1978,3477.229
417,estimates,1979,3542.522
417,estimates,1980,3610.981
417,estimates,1981,3682.672
417,estimates,1982,3757.184
417,estimates,1983,3834.168
417,estimates,1984,3913.058
417,estimates,1985,3993.106
417,estimates,1986,4075.187
417,estimates,1987,4158.607
417,estimates,1988,4239.295
417,estimates,1989,4311.868
417,estimates,1990,4372.89
417,estimates,1991,4419.631
417,estimates,1992,4454.189
417,estimates,1993,4483.84
417,estimates,1994,4518.801
417,estimates,1995,4566.087
417,estimates,1996,4629.398
417,estimates,1997,4705.638
417,estimates,1998,4786.773
417,estimates,1999,4861.129
417,estimates,2000,4920.718
417,estimates,2001,4962.59
417,estimates,2002,4990.687
417,estimates,2003,5012.269
417,estimates,2004,5037.929
417,estimates,2005,5075.38
417,estimates,2006,5126.73
417,estimates,2007,5189.72
417,estimates,2008,5262.294
417,estimates,2009,5340.781
417,estimates,2010,5422.337
417,estimates,2011,5506.601
417,estimates,2012,5594.108
417,estimates,2013,5683.808
417,estimates,2014,5774.566
417,constant_fertility,2015,5865.401
417,constant_mortality,2015,5865.401
417,estimates,2015,5865.401
417,high_variant,2015,5865.401
417,instant_replacement,2015,5865.401
417,low_variant,2015,5865.401
417,medium_variant,2015,5865.401
417,momentum,2015,5865.401
417,no_change,2015,5865.401
417,zero_migration,2015,5865.401
417,constant_fertility,2016,5966.247
417,constant_mortality,2016,5957.516
417,high_variant,2016,5966.874
417,instant_replacement,2016,5929.193
417,low_variant,2016,5950.478
417,medium_variant,2016,5955.734
417,momentum,2016,5942.344
417,no_change,2016,5965.043
417,zero_migration,2016,5979.202
417,constant_fertility,2017,6065.307
417,constant_mortality,2017,6045.968
417,high_variant,2017,6067.457
417,instant_replacement,2017,5981.152
417,low_variant,2017,6029.854
417,medium_variant,2017,6045.117
417,momentum,2017,6012.957
417,no_change,2017,6062.544
417,zero_migration,2017,6090.643
417,constant_fertility,2018,6162.954
417,constant_mortality,2018,6131.062
417,high_variant,2018,6167.077
417,instant_replacement,2018,6024.783
417,low_variant,2018,6104.245
417,medium_variant,2018,6132.932
417,momentum,2018,6079.063
417,no_change,2018,6158.256
417,zero_migration,2018,6199.984
417,constant_fertility,2019,6259.441
417,constant_mortality,2019,6213.065
417,high_variant,2019,6265.68
417,instant_replacement,2019,6065.478
417,low_variant,2019,6174.226
417,medium_variant,2019,6218.616
417,momentum,2019,6143.551
417,no_change,2019,6252.417
417,zero_migration,2019,6307.415
417,constant_fertility,2020,6354.941
417,constant_mortality,2020,6292.149
417,high_variant,2020,6363.19
417,instant_replacement,2020,6107.22
417,low_variant,2020,6240.251
417,medium_variant,2020,6301.718
417,momentum,2020,6208.56
417,no_change,2020,6345.194
417,zero_migration,2020,6413.102
417,constant_fertility,2021,6449.538
417,constant_mortality,2021,6368.439
417,high_variant,2021,6459.555
417,instant_replacement,2021,6151.002
417,low_variant,2021,6302.602
417,medium_variant,2021,6381.898
417,momentum,2021,6274.545
417,no_change,2021,6436.648
417,zero_migration,2021,6517.107
417,constant_fertility,2022,6543.223
417,constant_mortality,2022,6441.989
417,high_variant,2022,6554.744
417,instant_replacement,2022,6195.753
417,low_variant,2022,6361.454
417,medium_variant,2022,6459.055
417,momentum,2022,6340.821
417,no_change,2022,6526.775
417,zero_migration,2022,6619.446
417,constant_fertility,2023,6635.905
417,constant_mortality,2023,6512.813
417,high_variant,2023,6648.72
417,instant_replacement,2023,6240.928
417,low_variant,2023,6416.848
417,medium_variant,2023,6533.394
417,momentum,2023,6407.076
417,no_change,2023,6615.48
417,zero_migration,2023,6720.114
417,constant_fertility,2024,6727.471
417,constant_mortality,2024,6580.871
417,high_variant,2024,6741.454
417,instant_replacement,2024,6285.4
417,low_variant,2024,6468.764
417,medium_variant,2024,6605.291
417,momentum,2024,6472.676
417,no_change,2024,6702.629
417,zero_migration,2024,6819.005
417,constant_fertility,2025,6817.84
417,constant_mortality,2025,6646.158
417,high_variant,2025,6832.971
417,instant_replacement,2025,6328.348
417,low_variant,2025,6517.183
417,medium_variant,2025,6675.072
417,momentum,2025,6537.19
417,no_change,2025,6788.163
417,zero_migration,2025,6916.136
417,constant_fertility,2026,6907.094
417,constant_mortality,2026,6708.754
417,high_variant,2026,6923.301
417,instant_replacement,2026,6369.836
417,low_variant,2026,6562.234
417,medium_variant,2026,6742.763
417,momentum,2026,6600.595
417,no_change,2026,6872.138
417,zero_migration,2026,7011.524
417,constant_fertility,2027,6995.547
417,constant_mortality,2027,6768.873
417,high_variant,2027,7012.534
417,instant_replacement,2027,6410.44
417,low_variant,2027,6604.283
417,medium_variant,2027,6808.412
417,momentum,2027,6663.175
417,no_change,2027,6954.859
417,zero_migration,2027,7105.357
417,constant_fertility,2028,7083.794
417,constant_mortality,2028,6826.882
417,high_variant,2028,7100.835
417,instant_replacement,2028,6450.429
417,low_variant,2028,6643.968
417,medium_variant,2028,6872.4
417,momentum,2028,6725.131
417,no_change,2028,7036.904
417,zero_migration,2028,7197.984
417,constant_fertility,2029,7172.592
417,constant_mortality,2029,6883.251
417,high_variant,2029,7188.368
417,instant_replacement,2029,6490.171
417,low_variant,2029,6682.086
417,medium_variant,2029,6935.224
417,momentum,2029,6786.774
417,no_change,2029,7118.983
417,zero_migration,2029,7289.82
417,constant_fertility,2030,7262.56
417,constant_mortality,2030,6938.349
417,high_variant,2030,7275.327
417,instant_replacement,2030,6529.933
417,low_variant,2030,6719.248
417,medium_variant,2030,6997.284
417,momentum,2030,6848.298
417,no_change,2030,7201.698
417,zero_migration,2030,7381.228
417,constant_fertility,2031,7353.941
417,constant_mortality,2031,6992.333
417,high_variant,2031,7361.787
417,instant_replacement,2031,6569.763
417,low_variant,2031,6755.721
417,medium_variant,2031,7058.739
417,momentum,2031,6909.713
417,no_change,2031,7285.275
417,zero_migration,2031,7472.321
417,constant_fertility,2032,7446.817
417,constant_mortality,2032,7045.246
417,high_variant,2032,7447.871
417,instant_replacement,2032,6609.522
417,low_variant,2032,6791.465
417,medium_variant,2032,7119.629
417,momentum,2032,6970.895
417,no_change,2032,7369.819
417,zero_migration,2032,7563.131
417,constant_fertility,2033,7541.551
417,constant_mortality,2033,7097.236
417,high_variant,2033,7533.964
417,instant_replacement,2033,6649.098
417,low_variant,2033,6826.475
417,medium_variant,2033,7180.113
417,momentum,2033,7031.68
417,no_change,2033,7455.631
417,zero_migration,2033,7653.793
417,constant_fertility,2034,7638.452
417,constant_mortality,2034,7148.391
417,high_variant,2034,7620.478
417,instant_replacement,2034,6688.277
