country,variant,year,population
804,estimates,1950,37297.648
804,estimates,1951,37815.815
804,estimates,1952,38360.509
804,estimates,1953,38916.264
804,estimates,1954,39471.674
804,estimates,1955,40019.449
804,estimates,1956,40556.527
804,estimates,1957,41083.976
804,estimates,1958,41606.288
804,estimates,1959,42130.316
804,estimates,1960,42662.149
804,estimates,1961,43203.635
804,estimates,1962,43749.47
804,estimates,1963,44285.899
804,estimates,1964,44794.327
804,estimates,1965,45261.935
804,estimates,1966,45682.308
804,estimates,1967,46060.452
804,estimates,1968,46409.002
804,estimates,1969,46746.669
804,estimates,1970,47086.761
804,estimates,1971,47433.805
804,estimates,1972,47783.011
804,estimates,1973,48127.172
804,estimates,1974,48455.122
804,estimates,1975,48758.987
804,estimates,1976,49036.456
804,estimates,1977,49290.905
804,estimates,1978,49526.883
804,estimates,1979,49751.257
804,estimates,1980,49968.812
804,estimates,1981,50179.03
804,estimates,1982,50379.379
804,estimates,1983,50570.032
804,estimates,1984,50750.925
804,estimates,1985,50920.778
804,estimates,1986,51078.79
804,estimates,1987,51221.145
804,estimates,1988,51339.575
804,estimates,1989,51423.532
804,estimates,1990,51464.348
804,estimates,1991,51462.61
804,estimates,1992,51417.432
804,estimates,1993,51317.636
804,estimates,1994,51149.537
804,estimates,1995,50905.677
804,estimates,1996,50582.456
804,estimates,1997,50189.314
804,estimates,1998,49748.581
804,estimates,1999,49290.792
804,estimates,2000,48840.074
804,estimates,2001,48402.885
804,estimates,2002,47979.592
804,estimates,2003,47580.559
804,estimates,2004,47215.966
804,estimates,2005,46892.163
804,estimates,2006,46616.389
804,estimates,2007,46386.355
804,estimates,2008,46186.43
804,estimates,2009,45994.024
804,estimates,2010,45792.501
804,estimates,2011,45576.307
804,estimates,2012,45349.333
804,estimates,2013,45115.785
804,estimates,2014,44883.426
804,constant_fertility,2015,44657.704
804,constant_mortality,2015,44657.704
804,estimates,2015,44657.704
804,high_variant,2015,44657.704
804,instant_replacement,2015,44657.704
804,low_variant,2015,44657.704
804,medium_variant,2015,44657.704
804,momentum,2015,44657.704
804,no_change,2015,44657.704
804,zero_migration,2015,44657.704
804,constant_fertility,2016,44428.215
804,constant_mortality,2016,44416.714
804,high_variant,2016,44492.232
804,instant_replacement,2016,44546.657
804,low_variant,2016,44387.704
804,medium_variant,2016,44438.625
804,momentum,2016,44542.603
804,no_change,2016,44404.796
804,zero_migration,2016,44468.964
804,constant_fertility,2017,44188.126
804,constant_mortality,2017,44171.695
804,high_variant,2017,44341.624
804,instant_replacement,2017,44483.368
804,low_variant,2017,44106.788
804,medium_variant,2017,44222.947
804,momentum,2017,44473.01
804,no_change,2017,44135.448
804,zero_migration,2017,44277.469
804,constant_fertility,2018,43939.102
804,constant_mortality,2018,43922.161
804,high_variant,2018,44202.491
804,instant_replacement,2018,44449.662
804,low_variant,2018,43816.457
804,medium_variant,2018,44009.214
804,momentum,2018,44428.975
804,no_change,2018,43851.726
804,zero_migration,2018,44082.757
804,constant_fertility,2019,43682.46
804,constant_mortality,2019,43667.61
804,high_variant,2019,44071.806
804,instant_replacement,2019,44419.236
804,low_variant,2019,43517.805
804,medium_variant,2019,43795.22
804,momentum,2019,44381.882
804,no_change,2019,43555.368
804,zero_migration,2019,43884.393
804,constant_fertility,2020,43419.231
804,constant_mortality,2020,43407.467
804,high_variant,2020,43946.913
804,instant_replacement,2020,44372.464
804,low_variant,2020,43211.559
804,medium_variant,2020,43579.234
804,momentum,2020,44310.544
804,no_change,2020,43247.779
804,zero_migration,2020,43681.986
804,constant_fertility,2021,43150.084
804,constant_mortality,2021,43141.123
804,high_variant,2021,43825.472
804,instant_replacement,2021,44303.621
804,low_variant,2021,42898.008
804,medium_variant,2021,43360.97
804,momentum,2021,44208.452
804,no_change,2021,42930.004
804,zero_migration,2021,43475.15
804,constant_fertility,2022,42875.376
804,constant_mortality,2022,42867.911
804,high_variant,2022,43705.533
804,instant_replacement,2022,44216.627
804,low_variant,2022,42577.063
804,medium_variant,2022,43140.411
804,momentum,2022,44080.164
804,no_change,2022,42602.734
804,zero_migration,2022,43263.549
804,constant_fertility,2023,42595.193
804,constant_mortality,2023,42587.156
804,high_variant,2023,43585.477
804,instant_replacement,2023,44113.189
804,low_variant,2023,42248.324
804,medium_variant,2023,42916.331
804,momentum,2023,43929.07
804,no_change,2023,42266.411
804,zero_migration,2023,43046.865
804,constant_fertility,2024,42309.42
804,constant_mortality,2024,42298.211
