country,variant,year,population
232,estimates,1950,1142.148
232,estimates,1951,1159.798
232,estimates,1952,1179.537
232,estimates,1953,1201.124
232,estimates,1954,1224.384
232,estimates,1955,1249.193
232,estimates,1956,1275.534
232,estimates,1957,1303.42
232,estimates,1958,1332.953
232,estimates,1959,1364.276
232,estimates,1960,1397.491
232,estimates,1961,1432.64
232,estimates,1962,1469.645
232,estimates,1963,1508.273
232,estimates,1964,1548.187
232,estimates,1965,1589.179
232,estimates,1966,1631.147
232,estimates,1967,1674.204
232,estimates,1968,1718.525
232,estimates,1969,1764.343
232,estimates,1970,1811.878
232,estimates,1971,1861.199
232,estimates,1972,1912.302
232,estimates,1973,1965.16
232,estimates,1974,2019.717
232,estimates,1975,2075.965
232,estimates,1976,2133.723
232,estimates,1977,2193.068
232,estimates,1978,2254.45
232,estimates,1979,2318.495
232,estimates,1980,2385.54
232,estimates,1981,2454.766
232,estimates,1982,2525.521
232,estimates,1983,2598.41
232,estimates,1984,2674.289
232,estimates,1985,2753.151
232,estimates,1986,2837.111
232,estimates,1987,2924.349
232,estimates,1988,3006.361
232,estimates,1989,3071.771
232,estimates,1990,3113.311
232,estimates,1991,3127.297
232,estimates,1992,3118.582
232,estimates,1993,3099.047
232,estimates,1994,3085.443
232,estimates,1995,3090.159
232,estimates,1996,3116.379
232,estimates,1997,3161.35
232,estimates,1998,3224.223
232,estimates,1999,3302.263
232,estimates,2000,3392.801
232,estimates,2001,3497.124
232,estimates,2002,3614.639
232,estimates,2003,3738.265
232,estimates,2004,3858.623
232,estimates,2005,3969.007
232,estimates,2006,4066.648
232,estimates,2007,4153.332
232,estimates,2008,4232.636
232,estimates,2009,4310.334
232,estimates,2010,4390.84
232,estimates,2011,4474.69
232,estimates,2012,4560.977
232,estimates,2013,4650.998
232,estimates,2014,4746.045
232,constant_fertility,2015,4846.976
232,constant_mortality,2015,4846.976
232,estimates,2015,4846.976
232,high_variant,2015,4846.976
232,instant_replacement,2015,4846.976
232,low_variant,2015,4846.976
232,medium_variant,2015,4846.976
232,momentum,2015,4846.976
232,no_change,2015,4846.976
232,zero_migration,2015,4846.976
232,constant_fertility,2016,4968.279
232,constant_mortality,2016,4958.216
232,high_variant,2016,4966.976
232,instant_replacement,2016,4908.093
232,low_variant,2016,4955.4
232,medium_variant,2016,4954.645
232,momentum,2016,4914.196
232,no_change,2016,4965.299
232,zero_migration,2016,4973.611
232,constant_fertility,2017,5094.177
232,constant_mortality,2017,5069.57
232,high_variant,2017,5090.418
232,instant_replacement,2017,4956.406
232,low_variant,2017,5062.895
232,medium_variant,2017,5068.831
232,momentum,2017,4971.092
232,no_change,2017,5087.0
232,zero_migration,2017,5100.928
232,constant_fertility,2018,5224.74
232,constant_mortality,2018,5181.262
232,high_variant,2018,5217.166
232,instant_replacement,2018,4996.891
232,low_variant,2018,5169.977
232,medium_variant,2018,5187.948
232,momentum,2018,5021.48
232,no_change,2018,5212.175
232,zero_migration,2018,5229.199
232,constant_fertility,2019,5360.035
232,constant_mortality,2019,5293.46
232,high_variant,2019,5347.119
232,instant_replacement,2019,5036.745
232,low_variant,2019,5277.008
232,medium_variant,2019,5309.659
232,momentum,2019,5070.96
232,no_change,2019,5340.91
232,zero_migration,2019,5358.612
232,constant_fertility,2020,5500.096
232,constant_mortality,2020,5406.274
232,high_variant,2020,5480.198
232,instant_replacement,2020,5081.309
232,low_variant,2020,5384.238
232,medium_variant,2020,5432.216
232,momentum,2020,5123.684
232,no_change,2020,5473.253
232,zero_migration,2020,5489.325
232,constant_fertility,2021,5644.956
232,constant_mortality,2021,5519.733
232,high_variant,2021,5616.341
232,instant_replacement,2021,5132.22
232,low_variant,2021,5491.754
232,medium_variant,2021,5555.141
