country,variant,year,population
372,estimates,1950,2913.093
372,estimates,1951,2921.109
372,estimates,1952,2924.054
372,estimates,1953,2921.355
372,estimates,1954,2913.045
372,estimates,1955,2899.784
372,estimates,1956,2882.846
372,estimates,1957,2864.14
372,estimates,1958,2846.055
372,estimates,1959,2831.252
372,estimates,1960,2822.11
372,estimates,1961,2820.038
372,estimates,1962,2824.948
372,estimates,1963,2835.019
372,estimates,1964,2847.34
372,estimates,1965,2859.955
372,estimates,1966,2872.071
372,estimates,1967,2884.783
372,estimates,1968,2900.184
372,estimates,1969,2921.259
372,estimates,1970,2949.998
372,estimates,1971,2986.783
372,estimates,1972,3030.395
372,estimates,1973,3079.295
372,estimates,1974,3131.175
372,estimates,1975,3184.126
372,estimates,1976,3237.594
372,estimates,1977,3291.17
372,estimates,1978,3343.147
372,estimates,1979,3391.58
372,estimates,1980,3434.953
372,estimates,1981,3472.888
372,estimates,1982,3505.36
372,estimates,1983,3531.776
372,estimates,1984,3551.654
372,estimates,1985,3564.959
372,estimates,1986,3571.346
372,estimates,1987,3571.76
372,estimates,1988,3569.112
372,estimates,1989,3567.289
372,estimates,1990,3569.257
372,estimates,1991,3576.375
372,estimates,1992,3588.594
372,estimates,1993,3605.665
372,estimates,1994,3626.799
372,estimates,1995,3651.545
372,estimates,1996,3679.849
372,estimates,1997,3712.464
372,estimates,1998,3750.57
372,estimates,1999,3795.699
372,estimates,2000,3848.776
372,estimates,2001,3909.293
372,estimates,2002,3976.288
372,estimates,2003,4049.547
372,estimates,2004,4128.749
372,estimates,2005,4212.977
372,estimates,2006,4303.37
372,estimates,2007,4398.073
372,estimates,2008,4489.589
372,estimates,2009,4568.064
372,estimates,2010,4626.928
372,estimates,2011,4662.579
372,estimates,2012,4678.117
372,estimates,2013,4681.967
372,estimates,2014,4686.347
372,constant_fertility,2015,4700.107
372,constant_mortality,2015,4700.107
372,estimates,2015,4700.107
372,high_variant,2015,4700.107
372,instant_replacement,2015,4700.107
372,low_variant,2015,4700.107
372,medium_variant,2015,4700.107
372,momentum,2015,4700.107
372,no_change,2015,4700.107
372,zero_migration,2015,4700.107
372,constant_fertility,2016,4739.029
372,constant_mortality,2016,4737.807
372,high_variant,2016,4744.506
372,instant_replacement,2016,4728.097
372,low_variant,2016,4732.564
372,medium_variant,2016,4726.078
372,momentum,2016,4724.856
372,no_change,2016,4738.284
372,zero_migration,2016,4737.363
372,constant_fertility,2017,4777.592
372,constant_mortality,2017,4774.483
372,high_variant,2017,4789.63
372,instant_replacement,2017,4766.541
372,low_variant,2017,4763.237
372,medium_variant,2017,4761.657
372,momentum,2017,4758.555
372,no_change,2017,4775.626
372,zero_migration,2017,4771.982
372,constant_fertility,2018,4815.912
372,constant_mortality,2018,4810.285
372,high_variant,2018,4835.421
372,instant_replacement,2018,4812.053
372,low_variant,2018,4792.464
372,medium_variant,2018,4803.748
372,momentum,2018,4797.639
372,no_change,2018,4812.237
372,zero_migration,2018,4804.271
372,constant_fertility,2019,4854.031
372,constant_mortality,2019,4845.268
372,high_variant,2019,4881.801
372,instant_replacement,2019,4858.989
372,low_variant,2019,4820.462
372,medium_variant,2019,4847.139
372,momentum,2019,4836.266
372,no_change,2019,4848.162
372,zero_migration,2019,4834.475
372,constant_fertility,2020,4891.942
372,constant_mortality,2020,4879.416
372,high_variant,2020,4928.639
372,instant_replacement,2020,4903.207
372,low_variant,2020,4847.345
372,medium_variant,2020,4887.992
372,momentum,2020,4870.208
372,no_change,2020,4883.36
372,zero_migration,2020,4862.82
372,constant_fertility,2021,4929.56
372,constant_mortality,2021,4912.698
372,high_variant,2021,4975.821
372,instant_replacement,2021,4944.148
372,low_variant,2021,4873.142
372,medium_variant,2021,4925.839
372,momentum,2021,4898.785
372,no_change,2021,4917.778
372,zero_migration,2021,4889.491
372,constant_fertility,2022,4966.768
372,constant_mortality,2022,4944.973
372,high_variant,2022,5023.176
372,instant_replacement,2022,4983.28
372,low_variant,2022,4897.787
372,medium_variant,2022,4962.074
372,momentum,2022,4923.549
372,no_change,2022,4951.258
372,zero_migration,2022,4914.627
372,constant_fertility,2023,5003.368
372,constant_mortality,2023,4976.089
372,high_variant,2023,5070.548
372,instant_replacement,2023,5020.817
372,low_variant,2023,4921.124
372,medium_variant,2023,4996.848
372,momentum,2023,4945.121
372,no_change,2023,4983.614
372,zero_migration,2023,4938.328
372,constant_fertility,2024,5039.158
372,constant_mortality,2024,5005.846
372,high_variant,2024,5117.748
372,instant_replacement,2024,5057.399
372,low_variant,2024,4942.952
372,medium_variant,2024,5030.66
372,momentum,2024,4964.656
372,no_change,2024,5014.643
372,zero_migration,2024,4960.7
372,constant_fertility,2025,5073.964
372,constant_mortality,2025,5034.091
372,high_variant,2025,5164.626
372,instant_replacement,2025,5093.479
372,low_variant,2025,4963.127
372,medium_variant,2025,5063.876
372,momentum,2025,4983.047
372,no_change,2025,5044.16
372,zero_migration,2025,4981.82
372,constant_fertility,2026,5107.727
372,constant_mortality,2026,5060.783
372,high_variant,2026,5211.112
372,instant_replacement,2026,5128.929
372,low_variant,2026,4981.611
372,medium_variant,2026,5096.36
372,momentum,2026,5000.302
372,no_change,2026,5072.124
372,zero_migration,2026,5001.793
372,constant_fertility,2027,5140.532
372,constant_mortality,2027,5086.019
372,high_variant,2027,5257.226
372,instant_replacement,2027,5163.484
372,low_variant,2027,4998.571
372,medium_variant,2027,5127.897
372,momentum,2027,5016.148
372,no_change,2027,5098.626
372,zero_migration,2027,5020.796
372,constant_fertility,2028,5172.664
372,constant_mortality,2028,5110.107
372,high_variant,2028,5303.116
372,instant_replacement,2028,5197.448
372,low_variant,2028,5014.414
372,medium_variant,2028,5158.765
372,momentum,2028,5030.822
372,no_change,2028,5123.979
372,zero_migration,2028,5039.05
372,constant_fertility,2029,5204.519
372,constant_mortality,2029,5133.471
372,high_variant,2029,5348.974
372,instant_replacement,2029,5231.195
372,low_variant,2029,5029.719
372,medium_variant,2029,5189.347
372,momentum,2029,5044.625
372,no_change,2029,5148.594
372,zero_migration,2029,5056.792
372,constant_fertility,2030,5236.399
372,constant_mortality,2030,5156.413
372,high_variant,2030,5394.999
372,instant_replacement,2030,5265.049
372,low_variant,2030,5044.901
372,medium_variant,2030,5219.951
372,momentum,2030,5057.771
372,no_change,2030,5172.815
372,zero_migration,2030,5074.242
372,constant_fertility,2031,5268.378
372,constant_mortality,2031,5179.035
372,high_variant,2031,5441.192
372,instant_replacement,2031,5299.071
372,low_variant,2031,5060.089
372,medium_variant,2031,5250.643
372,momentum,2031,5070.411
372,no_change,2031,5196.725
372,zero_migration,2031,5091.489
372,constant_fertility,2032,5300.419
372,constant_mortality,2032,5201.331
372,high_variant,2032,5487.556
372,instant_replacement,2032,5333.256
372,low_variant,2032,5075.228
372,medium_variant,2032,5281.387
372,momentum,2032,5082.61
372,no_change,2032,5220.314
372,zero_migration,2032,5108.576
372,constant_fertility,2033,5332.596
372,constant_mortality,2033,5223.387
372,high_variant,2033,5534.218
372,instant_replacement,2033,5367.655
372,low_variant,2033,5090.313
372,medium_variant,2033,5312.233
372,momentum,2033,5094.49
372,no_change,2033,5243.688
372,zero_migration,2033,5125.575
372,constant_fertility,2034,5364.946
372,constant_mortality,2034,5245.258
372,high_variant,2034,5581.321
372,instant_replacement,2034,5402.292
372,low_variant,2034,5105.234
372,medium_variant,2034,5343.214
372,momentum,2034,5106.159
372,no_change,2034,5266.924
372,zero_migration,2034,5142.531
372,constant_fertility,2035,5397.489
372,constant_mortality,2035,5267.014
372,high_variant,2035,5628.982
372,instant_replacement,2035,5437.213
372,low_variant,2035,5119.931
372,medium_variant,2035,5374.338
372,momentum,2035,5117.678
372,no_change,2035,5290.094
372,zero_migration,2035,5159.475
372,constant_fertility,2036,5430.238
372,constant_mortality,2036,5288.659
372,high_variant,2036,5677.236
372,instant_replacement,2036,5472.415
372,low_variant,2036,5134.389
372,medium_variant,2036,5405.605
372,momentum,2036,5129.105
372,no_change,2036,5313.218
372,zero_migration,2036,5176.421
372,constant_fertility,2037,5463.173
372,constant_mortality,2037,5310.205
372,high_variant,2037,5726.04
372,instant_replacement,2037,5507.866
372,low_variant,2037,5148.594
372,medium_variant,2037,5436.991
372,momentum,2037,5140.45
372,no_change,2037,5336.294
372,zero_migration,2037,5193.35
372,constant_fertility,2038,5496.19
372,constant_mortality,2038,5331.546
372,high_variant,2038,5775.309
372,instant_replacement,2038,5543.473
372,low_variant,2038,5162.447
372,medium_variant,2038,5468.386
372,momentum,2038,5151.639
372,no_change,2038,5359.26
372,zero_migration,2038,5210.154
372,constant_fertility,2039,5529.151
372,constant_mortality,2039,5352.56
372,high_variant,2039,5824.903
372,instant_replacement,2039,5579.083
372,low_variant,2039,5175.788
372,medium_variant,2039,5499.612
372,momentum,2039,5162.561
372,no_change,2039,5381.976
372,zero_migration,2039,5226.702
372,constant_fertility,2040,5561.933
372,constant_mortality,2040,5373.118
372,high_variant,2040,5874.714
372,instant_replacement,2040,5614.569
372,low_variant,2040,5188.48
372,medium_variant,2040,5530.561
