country,variant,year,population
858,estimates,1950,2238.507
858,estimates,1951,2261.342
858,estimates,1952,2286.265
858,estimates,1953,2313.213
858,estimates,1954,2342.042
858,estimates,1955,2372.568
858,estimates,1956,2404.499
858,estimates,1957,2437.499
858,estimates,1958,2471.153
858,estimates,1959,2505.015
858,estimates,1960,2538.651
858,estimates,1961,2571.69
858,estimates,1962,2603.887
858,estimates,1963,2635.129
858,estimates,1964,2665.39
858,estimates,1965,2694.537
858,estimates,1966,2722.877
858,estimates,1967,2750.093
858,estimates,1968,2774.774
858,estimates,1969,2795.046
858,estimates,1970,2809.803
858,estimates,1971,2818.27
858,estimates,1972,2821.439
858,estimates,1973,2822.081
858,estimates,1974,2824.069
858,estimates,1975,2830.172
858,estimates,1976,2841.429
858,estimates,1977,2857.105
858,estimates,1978,2875.966
858,estimates,1979,2896.023
858,estimates,1980,2915.778
858,estimates,1981,2935.036
858,estimates,1982,2954.282
858,estimates,1983,2973.463
858,estimates,1984,2992.645
858,estimates,1985,3011.908
858,estimates,1986,3031.038
858,estimates,1987,3049.966
858,estimates,1988,3069.099
858,estimates,1989,3088.984
858,estimates,1990,3109.989
858,estimates,1991,3132.05
858,estimates,1992,3154.855
858,estimates,1993,3178.155
858,estimates,1994,3201.607
858,estimates,1995,3224.804
858,estimates,1996,3248.035
858,estimates,1997,3271.01
858,estimates,1998,3292.138
858,estimates,1999,3309.318
858,estimates,2000,3321.245
858,estimates,2001,3327.103
858,estimates,2002,3327.773
858,estimates,2003,3325.637
858,estimates,2004,3324.096
858,estimates,2005,3325.612
858,estimates,2006,3331.043
858,estimates,2007,3339.741
858,estimates,2008,3350.824
858,estimates,2009,3362.755
858,estimates,2010,3374.415
858,estimates,2011,3385.624
858,estimates,2012,3396.777
858,estimates,2013,3408.005
858,estimates,2014,3419.546
858,constant_fertility,2015,3431.552
858,constant_mortality,2015,3431.552
858,estimates,2015,3431.552
858,high_variant,2015,3431.552
858,instant_replacement,2015,3431.552
858,low_variant,2015,3431.552
858,medium_variant,2015,3431.552
858,momentum,2015,3431.552
858,no_change,2015,3431.552
858,zero_migration,2015,3431.552
858,constant_fertility,2016,3445.684
858,constant_mortality,2016,3443.732
858,high_variant,2016,3448.55
858,instant_replacement,2016,3445.673
858,low_variant,2016,3440.841
858,medium_variant,2016,3444.006
858,momentum,2016,3446.939
858,no_change,2016,3444.713
858,zero_migration,2016,3447.754
858,constant_fertility,2017,3459.819
858,constant_mortality,2017,3455.382
858,high_variant,2017,3466.549
858,instant_replacement,2017,3460.773
858,low_variant,2017,3448.603
858,medium_variant,2017,3456.75
858,momentum,2017,3463.799
858,no_change,2017,3457.603
858,zero_migration,2017,3463.748
858,constant_fertility,2018,3473.9
858,constant_mortality,2018,3466.481
858,high_variant,2018,3485.316
858,instant_replacement,2018,3476.489
858,low_variant,2018,3455.012
858,medium_variant,2018,3469.551
858,momentum,2018,3481.589
858,no_change,2018,3470.207
858,zero_migration,2018,3479.51
858,constant_fertility,2019,3487.916
858,constant_mortality,2019,3477.019
858,high_variant,2019,3504.644
858,instant_replacement,2019,3492.329
858,low_variant,2019,3460.237
858,medium_variant,2019,3482.156
858,momentum,2019,3499.458
858,no_change,2019,3482.487
858,zero_migration,2019,3495.015
858,constant_fertility,2020,3501.831
858,constant_mortality,2020,3486.981
858,high_variant,2020,3524.388
858,instant_replacement,2020,3507.911
858,low_variant,2020,3464.386
858,medium_variant,2020,3494.387
858,momentum,2020,3516.824
858,no_change,2020,3494.412
858,zero_migration,2020,3510.257
858,constant_fertility,2021,3515.611
858,constant_mortality,2021,3496.369
858,high_variant,2021,3544.446
858,instant_replacement,2021,3523.099
858,low_variant,2021,3467.542
858,medium_variant,2021,3506.138
858,momentum,2021,3533.456
858,no_change,2021,3505.98
858,zero_migration,2021,3525.221
858,constant_fertility,2022,3529.254
858,constant_mortality,2022,3505.177
858,high_variant,2022,3564.752
858,instant_replacement,2022,3537.943
858,low_variant,2022,3469.759
858,medium_variant,2022,3517.42
858,momentum,2022,3549.457
858,no_change,2022,3517.158
858,zero_migration,2022,3539.892
858,constant_fertility,2023,3542.728
858,constant_mortality,2023,3513.411
858,high_variant,2023,3585.296
858,instant_replacement,2023,3552.47
858,low_variant,2023,3471.051
858,medium_variant,2023,3528.274
858,momentum,2023,3564.9
858,no_change,2023,3527.947
858,zero_migration,2023,3554.275
858,constant_fertility,2024,3556.026
858,constant_mortality,2024,3521.077
858,high_variant,2024,3606.062
858,instant_replacement,2024,3566.811
858,low_variant,2024,3471.409
858,medium_variant,2024,3538.756
858,momentum,2024,3579.977
858,no_change,2024,3538.324
858,zero_migration,2024,3568.364
858,constant_fertility,2025,3569.116
858,constant_mortality,2025,3528.169
858,high_variant,2025,3627.063
858,instant_replacement,2025,3581.004
858,low_variant,2025,3470.817
858,medium_variant,2025,3548.938
858,momentum,2025,3594.817
858,no_change,2025,3548.284
858,zero_migration,2025,3582.152
858,constant_fertility,2026,3582.008
858,constant_mortality,2026,3534.698
858,high_variant,2026,3648.267
858,instant_replacement,2026,3595.051
