country,variant,year,population
180,estimates,1950,12183.659
180,estimates,1951,12428.825
180,estimates,1952,12680.927
180,estimates,1953,12944.385
180,estimates,1954,13222.518
180,estimates,1955,13517.513
180,estimates,1956,13830.44
180,estimates,1957,14161.242
180,estimates,1958,14508.912
180,estimates,1959,14871.772
180,estimates,1960,15248.251
180,estimates,1961,15637.733
180,estimates,1962,16041.263
180,estimates,1963,16461.93
180,estimates,1964,16903.923
180,estimates,1965,17369.883
180,estimates,1966,17861.881
180,estimates,1967,18378.214
180,estimates,1968,18913.203
180,estimates,1969,19458.904
180,estimates,1970,20009.935
180,estimates,1971,20562.865
180,estimates,1972,21120.14
180,estimates,1973,21689.239
180,estimates,1974,22280.923
180,estimates,1975,22902.319
180,estimates,1976,23559.071
180,estimates,1977,24247.55
180,estimates,1978,24954.655
180,estimates,1979,25661.884
180,estimates,1980,26357.462
180,estimates,1981,27039.468
180,estimates,1982,27717.337
180,estimates,1983,28404.876
180,estimates,1984,29121.474
180,estimates,1985,29883.446
180,estimates,1986,30685.824
180,estimates,1987,31529.823
180,estimates,1988,32444.156
180,estimates,1989,33465.441
180,estimates,1990,34614.581
180,estimates,1991,35914.825
180,estimates,1992,37346.147
180,estimates,1993,38833.595
180,estimates,1994,40273.701
180,estimates,1995,41595.744
180,estimates,1996,42770.544
180,estimates,1997,43830.146
180,estimates,1998,44840.529
180,estimates,1999,45898.667
180,estimates,2000,47076.387
180,estimates,2001,48394.338
180,estimates,2002,49835.756
180,estimates,2003,51390.033
180,estimates,2004,53034.217
180,estimates,2005,54751.476
180,estimates,2006,56543.011
180,estimates,2007,58417.562
180,estimates,2008,60373.608
180,estimates,2009,62409.435
180,estimates,2010,64523.263
180,estimates,2011,66713.597
180,estimates,2012,68978.682
180,estimates,2013,71316.033
180,estimates,2014,73722.86
180,constant_fertility,2015,76196.619
180,constant_mortality,2015,76196.619
180,estimates,2015,76196.619
180,high_variant,2015,76196.619
180,instant_replacement,2015,76196.619
180,low_variant,2015,76196.619
180,medium_variant,2015,76196.619
180,momentum,2015,76196.619
180,no_change,2015,76196.619
180,zero_migration,2015,76196.619
180,constant_fertility,2016,78853.172
180,constant_mortality,2016,78704.07
180,high_variant,2016,78832.823
180,instant_replacement,2016,77507.054
180,low_variant,2016,78681.029
180,medium_variant,2016,78736.153
180,momentum,2016,77467.977
180,no_change,2016,78801.697
180,zero_migration,2016,78719.636
180,constant_fertility,2017,81611.35
180,constant_mortality,2017,81239.977
180,high_variant,2017,81549.261
180,instant_replacement,2017,78368.225
180,low_variant,2017,81181.285
180,medium_variant,2017,81339.988
180,momentum,2017,78273.687
180,no_change,2017,81486.637
180,zero_migration,2017,81297.162
180,constant_fertility,2018,84475.973
180,constant_mortality,2018,83806.552
180,high_variant,2018,84344.305
180,instant_replacement,2018,78939.159
180,low_variant,2018,83704.757
180,medium_variant,2018,84004.989
180,momentum,2018,78778.604
180,no_change,2018,84255.856
180,zero_migration,2018,83931.186
180,constant_fertility,2019,87452.067
180,constant_mortality,2019,86405.599
180,high_variant,2019,87217.161
180,instant_replacement,2019,79455.14
180,low_variant,2019,86257.156
180,medium_variant,2019,86727.573
180,momentum,2019,79226.453
180,no_change,2019,87113.736
180,zero_migration,2019,86623.459
180,constant_fertility,2020,90544.84
180,constant_mortality,2020,89038.494
180,high_variant,2020,90167.846
180,instant_replacement,2020,80090.786
180,low_variant,2020,88842.556
180,medium_variant,2020,89505.201
180,momentum,2020,79798.006
180,no_change,2020,90064.644
180,zero_migration,2020,89375.497
180,constant_fertility,2021,93759.671
180,constant_mortality,2021,91706.177
180,high_variant,2021,93197.288
180,instant_replacement,2021,80895.328
180,low_variant,2021,91463.297
180,medium_variant,2021,92336.045
180,momentum,2021,80544.073
180,no_change,2021,93112.912
180,zero_migration,2021,92188.607
180,constant_fertility,2022,97102.143
180,constant_mortality,2022,94409.196
180,high_variant,2022,96307.274
180,instant_replacement,2022,81828.616
180,low_variant,2022,94120.093
180,medium_variant,2022,95220.379
180,momentum,2022,81422.616
180,no_change,2022,96262.832
180,zero_migration,2022,95063.857
180,constant_fertility,2023,100578.043
180,constant_mortality,2023,97147.681
180,high_variant,2023,99500.208
180,instant_replacement,2023,82868.736
180,low_variant,2023,96812.208
180,medium_variant,2023,98160.404
180,momentum,2023,82410.198
180,no_change,2023,99518.709
180,zero_migration,2023,98002.066
180,constant_fertility,2024,104193.312
180,constant_mortality,2024,99921.391
180,high_variant,2024,102778.937
180,instant_replacement,2024,83965.236
180,low_variant,2024,99537.847
180,medium_variant,2024,101159.625
180,momentum,2024,83453.618
180,no_change,2024,102884.825
180,zero_migration,2024,101003.842
180,constant_fertility,2025,107954.139
180,constant_mortality,2025,102729.892
180,high_variant,2025,106145.848
180,instant_replacement,2025,85081.565
180,low_variant,2025,102295.263
180,medium_variant,2025,104220.558
180,momentum,2025,84514.094
180,no_change,2025,106365.526
180,zero_migration,2025,104069.514
180,constant_fertility,2026,111866.901
180,constant_mortality,2026,105572.579
180,high_variant,2026,109602.014
180,instant_replacement,2026,86221.294
180,low_variant,2026,105083.933
180,medium_variant,2026,107343.095
180,momentum,2026,85594.945
180,no_change,2026,109965.256
180,zero_migration,2026,107199.172
180,constant_fertility,2027,115938.22
180,constant_mortality,2027,108448.884
180,high_variant,2027,113146.438
180,instant_replacement,2027,87405.906
180,low_variant,2027,107905.549
180,medium_variant,2027,110526.199
180,momentum,2027,86717.822
180,no_change,2027,113688.649
180,zero_migration,2027,110392.599
180,constant_fertility,2028,120174.982
180,constant_mortality,2028,111358.265
180,high_variant,2028,116775.657
180,instant_replacement,2028,88635.003
180,low_variant,2028,110764.546
180,medium_variant,2028,113770.328
180,momentum,2028,87880.899
180,no_change,2028,117540.507
180,zero_migration,2028,113649.306
180,constant_fertility,2029,124584.243
180,constant_mortality,2029,114300.064
180,high_variant,2029,120484.768
180,instant_replacement,2029,89908.17
180,low_variant,2029,113666.755
180,medium_variant,2029,117075.937
180,momentum,2029,89082.07
180,no_change,2029,121525.75
180,zero_migration,2029,116968.526
180,constant_fertility,2030,129173.286
180,constant_mortality,2030,117273.183
180,high_variant,2030,124270.118
180,instant_replacement,2030,91223.413
180,low_variant,2030,116615.769
180,medium_variant,2030,120442.943
180,momentum,2030,90317.948
180,no_change,2030,125649.252
180,zero_migration,2030,120349.27
180,constant_fertility,2031,133949.982
180,constant_mortality,2031,120276.077
180,high_variant,2031,128130.242
180,instant_replacement,2031,92578.363
180,low_variant,2031,119611.955
180,medium_variant,2031,123870.684
180,momentum,2031,91585.417
180,no_change,2031,129916.101
180,zero_migration,2031,123790.416
180,constant_fertility,2032,138922.026
180,constant_mortality,2032,123306.438
180,high_variant,2032,132065.872
180,instant_replacement,2032,93967.212
180,low_variant,2032,122652.084
180,medium_variant,2032,127357.745
180,momentum,2032,92878.33
180,no_change,2032,134331.022
180,zero_migration,2032,127290.597
180,constant_fertility,2033,144096.501
180,constant_mortality,2033,126361.29
180,high_variant,2033,136078.126
180,instant_replacement,2033,95379.859
180,low_variant,2033,125731.523
180,medium_variant,2033,130902.18
180,momentum,2033,94186.283
180,no_change,2033,138898.117
180,zero_migration,2033,130848.046
180,constant_fertility,2034,149480.404
180,constant_mortality,2034,129437.099
180,high_variant,2034,140168.987
180,instant_replacement,2034,96803.736
180,low_variant,2034,128843.788
180,medium_variant,2034,134501.533
180,momentum,2034,95496.575
180,no_change,2034,143621.251
180,zero_migration,2034,134460.713
180,constant_fertility,2035,155081.458
180,constant_mortality,2035,132530.364
180,high_variant,2035,144339.753
180,instant_replacement,2035,98227.971
180,low_variant,2035,131983.061
