country,variant,year,population
682,estimates,1950,3121.335
682,estimates,1951,3198.551
682,estimates,1952,3283.3
682,estimates,1953,3372.617
682,estimates,1954,3464.552
682,estimates,1955,3558.155
682,estimates,1956,3653.561
682,estimates,1957,3751.875
682,estimates,1958,3855.084
682,estimates,1959,3965.815
682,estimates,1960,4086.539
682,estimates,1961,4218.879
682,estimates,1962,4362.864
682,estimates,1963,4516.659
682,estimates,1964,4677.404
682,estimates,1965,4843.635
682,estimates,1966,5015.204
682,estimates,1967,5194.846
682,estimates,1968,5387.486
682,estimates,1969,5599.628
682,estimates,1970,5836.389
682,estimates,1971,6100.994
682,estimates,1972,6393.894
682,estimates,1973,6714.095
682,estimates,1974,7059.334
682,estimates,1975,7428.703
682,estimates,1976,7818.613
682,estimates,1977,8231.604
682,estimates,1978,8679.84
682,estimates,1979,9179.621
682,estimates,1980,9740.599
682,estimates,1981,10366.661
682,estimates,1982,11048.08
682,estimates,1983,11763.837
682,estimates,1984,12484.967
682,estimates,1985,13189.115
682,estimates,1986,13869.012
682,estimates,1987,14525.66
682,estimates,1988,15155.223
682,estimates,1989,15755.944
682,estimates,1990,16326.815
682,estimates,1991,16867.829
682,estimates,1992,17378.833
682,estimates,1993,17859.75
682,estimates,1994,18311.09
682,estimates,1995,18735.841
682,estimates,1996,19131.578
682,estimates,1997,19505.576
682,estimates,1998,19882.458
682,estimates,1999,20294.406
682,estimates,2000,20764.312
682,estimates,2001,21303.592
682,estimates,2002,21906.308
682,estimates,2003,22556.425
682,estimates,2004,23228.89
682,estimates,2005,23905.654
682,estimates,2006,24578.301
682,estimates,2007,25252.569
682,estimates,2008,25940.77
682,estimates,2009,26661.492
682,estimates,2010,27425.676
682,estimates,2011,28238.02
682,estimates,2012,29086.357
682,estimates,2013,29944.476
682,estimates,2014,30776.722
682,constant_fertility,2015,31557.144
682,constant_mortality,2015,31557.144
682,estimates,2015,31557.144
682,high_variant,2015,31557.144
682,instant_replacement,2015,31557.144
682,low_variant,2015,31557.144
682,medium_variant,2015,31557.144
682,momentum,2015,31557.144
682,no_change,2015,31557.144
682,zero_migration,2015,31557.144
682,constant_fertility,2016,32282.499
682,constant_mortality,2016,32239.451
682,high_variant,2016,32283.416
682,instant_replacement,2016,32204.952
682,low_variant,2016,32205.591
682,medium_variant,2016,32275.687
682,momentum,2016,32110.069
682,no_change,2016,32277.353
682,zero_migration,2016,32082.382
682,constant_fertility,2017,32988.923
682,constant_mortality,2017,32889.984
682,high_variant,2017,32993.542
682,instant_replacement,2017,32768.224
682,low_variant,2017,32809.534
682,medium_variant,2017,32938.213
682,momentum,2017,32539.224
682,no_change,2017,32977.178
682,zero_migration,2017,32592.938
682,constant_fertility,2018,33677.739
682,constant_mortality,2018,33510.514
682,high_variant,2018,33687.055
682,instant_replacement,2018,33268.861
682,low_variant,2018,33373.256
682,medium_variant,2018,33554.343
682,momentum,2018,32882.178
682,no_change,2018,33657.793
682,zero_migration,2018,33089.056
682,constant_fertility,2019,34350.325
682,constant_mortality,2019,34102.816
682,high_variant,2019,34363.863
682,instant_replacement,2019,33741.068
682,low_variant,2019,33900.601
682,medium_variant,2019,34140.662
682,momentum,2019,33195.713
682,no_change,2019,34320.444
682,zero_migration,2019,33570.852
682,constant_fertility,2020,35008.056
682,constant_mortality,2020,34668.643
682,high_variant,2020,35024.289
682,instant_replacement,2020,34210.344
682,low_variant,2020,34394.985
682,medium_variant,2020,34709.64
682,momentum,2020,33521.739
682,no_change,2020,34966.35
682,zero_migration,2020,34038.352
682,constant_fertility,2021,35652.324
682,constant_mortality,2021,35209.752
682,high_variant,2021,35669.084
682,instant_replacement,2021,34682.279
682,low_variant,2021,34859.376
682,medium_variant,2021,35262.692
682,momentum,2021,33871.222
682,no_change,2021,35596.818
682,zero_migration,2021,34491.452
682,constant_fertility,2022,36284.548
682,constant_mortality,2022,35727.906
682,high_variant,2022,36299.398
682,instant_replacement,2022,35150.371
682,low_variant,2022,35296.313
682,medium_variant,2022,35796.03
