country,variant,year,population
320,estimates,1950,3114.957
320,estimates,1951,3212.331
320,estimates,1952,3311.537
320,estimates,1953,3413.165
320,estimates,1954,3517.653
320,estimates,1955,3625.3
320,estimates,1956,3736.236
320,estimates,1957,3850.434
320,estimates,1958,3967.745
320,estimates,1959,4087.923
320,estimates,1960,4210.747
320,estimates,1961,4336.143
320,estimates,1962,4464.249
320,estimates,1963,4595.51
320,estimates,1964,4730.54
320,estimates,1965,4869.716
320,estimates,1966,5013.153
320,estimates,1967,5160.609
320,estimates,1968,5311.615
320,estimates,1969,5465.512
320,estimates,1970,5621.792
320,estimates,1971,5780.48
320,estimates,1972,5941.567
320,estimates,1973,6104.53
320,estimates,1974,6268.707
320,estimates,1975,6433.728
320,estimates,1976,6599.214
320,estimates,1977,6765.516
320,estimates,1978,6933.906
320,estimates,1979,7106.145
320,estimates,1980,7283.459
320,estimates,1981,7466.488
320,estimates,1982,7654.819
320,estimates,1983,7847.472
320,estimates,1984,8042.897
320,estimates,1985,8240.06
320,estimates,1986,8438.604
320,estimates,1987,8639.108
320,estimates,1988,8842.575
320,estimates,1989,9050.465
320,estimates,1990,9263.813
320,estimates,1991,9483.27
320,estimates,1992,9708.544
320,estimates,1993,9938.692
320,estimates,1994,10172.297
320,estimates,1995,10408.489
320,estimates,1996,10646.674
320,estimates,1997,10887.634
320,estimates,1998,11133.501
320,estimates,1999,11387.203
320,estimates,2000,11650.743
320,estimates,2001,11924.946
320,estimates,2002,12208.848
320,estimates,2003,12500.478
320,estimates,2004,12796.925
320,estimates,2005,13096.028
320,estimates,2006,13397.008
320,estimates,2007,13700.286
320,estimates,2008,14006.366
320,estimates,2009,14316.208
320,estimates,2010,14630.417
320,estimates,2011,14948.919
320,estimates,2012,15271.056
320,estimates,2013,15596.214
320,estimates,2014,15923.559
320,constant_fertility,2015,16252.429
320,constant_mortality,2015,16252.429
320,estimates,2015,16252.429
320,high_variant,2015,16252.429
320,instant_replacement,2015,16252.429
320,low_variant,2015,16252.429
320,medium_variant,2015,16252.429
320,momentum,2015,16252.429
320,no_change,2015,16252.429
320,zero_migration,2015,16252.429
320,constant_fertility,2016,16604.866
320,constant_mortality,2016,16577.513
320,high_variant,2016,16602.406
320,instant_replacement,2016,16508.795
320,low_variant,2016,16560.911
320,medium_variant,2016,16582.469
320,momentum,2016,16512.873
320,no_change,2016,16600.631
320,zero_migration,2016,16591.272
320,constant_fertility,2017,16968.865
320,constant_mortality,2017,16902.726
320,high_variant,2017,16962.685
320,instant_replacement,2017,16735.986
320,low_variant,2017,16862.403
320,medium_variant,2017,16913.503
320,momentum,2017,16745.76
320,no_change,2017,16958.841
320,zero_migration,2017,16932.108
320,constant_fertility,2018,17343.376
320,constant_mortality,2018,17227.658
320,high_variant,2018,17331.454
320,instant_replacement,2018,16945.12
320,low_variant,2018,17157.813
320,medium_variant,2018,17245.346
320,momentum,2018,16961.473
320,no_change,2018,17326.01
320,zero_migration,2018,17274.496
320,constant_fertility,2019,17727.478
320,constant_mortality,2019,17551.912
320,high_variant,2019,17707.23
320,instant_replacement,2019,17152.448
320,low_variant,2019,17447.799
320,medium_variant,2019,17577.842
320,momentum,2019,17175.26
320,no_change,2019,17701.214
320,zero_migration,2019,17618.007
320,constant_fertility,2020,18120.358
320,constant_mortality,2020,17875.141
320,high_variant,2020,18088.85
320,instant_replacement,2020,17369.955
320,low_variant,2020,17732.774
320,medium_variant,2020,17910.812
320,momentum,2020,17398.324
320,no_change,2020,18083.635
320,zero_migration,2020,17962.252
320,constant_fertility,2021,18521.333
320,constant_mortality,2021,18196.985
320,high_variant,2021,18475.472
320,instant_replacement,2021,17601.095
320,low_variant,2021,18012.868
320,medium_variant,2021,18243.996
320,momentum,2021,17633.862
320,no_change,2021,18472.546
320,zero_migration,2021,18306.86
