country,variant,year,population
558,estimates,1950,1294.992
558,estimates,1951,1331.745
558,estimates,1952,1371.518
558,estimates,1953,1414.276
558,estimates,1954,1459.854
558,estimates,1955,1508.025
558,estimates,1956,1558.474
558,estimates,1957,1610.818
558,estimates,1958,1664.605
558,estimates,1959,1719.365
558,estimates,1960,1774.699
558,estimates,1961,1830.4
558,estimates,1962,1886.562
558,estimates,1963,1943.59
558,estimates,1964,2002.119
558,estimates,1965,2062.63
558,estimates,1966,2125.24
558,estimates,1967,2189.882
558,estimates,1968,2256.782
558,estimates,1969,2326.139
558,estimates,1970,2398.096
558,estimates,1971,2472.656
558,estimates,1972,2549.774
558,estimates,1973,2629.505
558,estimates,1974,2711.848
558,estimates,1975,2796.746
558,estimates,1976,2884.155
558,estimates,1977,2973.806
558,estimates,1978,3065.117
558,estimates,1979,3157.355
558,estimates,1980,3249.91
558,estimates,1981,3342.669
558,estimates,1982,3435.525
558,estimates,1983,3527.939
558,estimates,1984,3619.253
558,estimates,1985,3709.091
558,estimates,1986,3796.917
558,estimates,1987,3882.943
558,estimates,1988,3968.454
558,estimates,1989,4055.265
558,estimates,1990,4144.565
558,estimates,1991,4236.801
558,estimates,1992,4331.277
558,estimates,1993,4426.58
558,estimates,1994,4520.725
558,estimates,1995,4612.228
558,estimates,1996,4700.779
558,estimates,1997,4786.64
558,estimates,1998,4869.626
558,estimates,1999,4949.66
558,estimates,2000,5026.796
558,estimates,2001,5100.75
558,estimates,2002,5171.734
558,estimates,2003,5240.879
558,estimates,2004,5309.703
558,estimates,2005,5379.328
558,estimates,2006,5450.211
558,estimates,2007,5522.106
558,estimates,2008,5594.506
558,estimates,2009,5666.581
558,estimates,2010,5737.723
558,estimates,2011,5807.82
558,estimates,2012,5877.108
558,estimates,2013,5945.747
558,estimates,2014,6013.997
558,constant_fertility,2015,6082.035
558,constant_mortality,2015,6082.035
558,estimates,2015,6082.035
558,high_variant,2015,6082.035
558,instant_replacement,2015,6082.035
558,low_variant,2015,6082.035
558,medium_variant,2015,6082.035
558,momentum,2015,6082.035
558,no_change,2015,6082.035
558,zero_migration,2015,6082.035
558,constant_fertility,2016,6155.554
558,constant_mortality,2016,6148.921
558,high_variant,2016,6159.095
558,instant_replacement,2016,6147.468
558,low_variant,2016,6141.719
558,medium_variant,2016,6149.928
558,momentum,2016,6161.684
558,no_change,2016,6154.041
558,zero_migration,2016,6174.255
558,constant_fertility,2017,6230.379
558,constant_mortality,2017,6214.889
558,high_variant,2017,6238.521
558,instant_replacement,2017,6211.769
558,low_variant,2017,6198.205
558,medium_variant,2017,6217.581
558,momentum,2017,6245.96
558,no_change,2017,6226.864
558,zero_migration,2017,6265.271
558,constant_fertility,2018,6306.059
558,constant_mortality,2018,6279.552
558,high_variant,2018,6319.47
558,instant_replacement,2018,6275.457
558,low_variant,2018,6251.537
558,medium_variant,2018,6284.757
558,momentum,2018,6333.29
558,no_change,2018,6300.046
558,zero_migration,2018,6355.041
558,constant_fertility,2019,6382.296
558,constant_mortality,2019,6342.669
558,high_variant,2019,6401.34
558,instant_replacement,2019,6339.267
558,low_variant,2019,6301.857
558,medium_variant,2019,6351.157
558,momentum,2019,6421.328
558,no_change,2019,6373.254
558,zero_migration,2019,6443.515
558,constant_fertility,2020,6458.922
558,constant_mortality,2020,6404.168
558,high_variant,2020,6483.773
558,instant_replacement,2020,6403.761
558,low_variant,2020,6349.367
558,medium_variant,2020,6416.568
558,momentum,2020,6508.317
558,no_change,2020,6446.362
558,zero_migration,2020,6530.675
558,constant_fertility,2021,6535.958
558,constant_mortality,2021,6464.111
558,high_variant,2021,6566.651
558,instant_replacement,2021,6469.018
558,low_variant,2021,6394.36
558,medium_variant,2021,6480.807
558,momentum,2021,6593.724
558,no_change,2021,6519.333
558,zero_migration,2021,6616.508
558,constant_fertility,2022,6613.555
558,constant_mortality,2022,6522.754
558,high_variant,2022,6650.113
558,instant_replacement,2022,6534.999
558,low_variant,2022,6437.183
558,medium_variant,2022,6543.976
558,momentum,2022,6677.885
558,no_change,2022,6592.339
558,zero_migration,2022,6700.991
558,constant_fertility,2023,6691.988
558,constant_mortality,2023,6580.46
558,high_variant,2023,6734.465
558,instant_replacement,2023,6601.94
558,low_variant,2023,6478.25
558,medium_variant,2023,6606.538
558,momentum,2023,6760.933
558,no_change,2023,6665.642
558,zero_migration,2023,6784.138
558,constant_fertility,2024,6771.609
558,constant_mortality,2024,6637.673
558,high_variant,2024,6820.17
558,instant_replacement,2024,6670.089
558,low_variant,2024,6517.993
558,medium_variant,2024,6669.148
558,momentum,2024,6843.287
558,no_change,2024,6739.589
558,zero_migration,2024,6865.949
558,constant_fertility,2025,6852.716
558,constant_mortality,2025,6694.75
558,high_variant,2025,6907.613
558,instant_replacement,2025,6739.55
558,low_variant,2025,6556.787
