continent,variant,gender,freq,year,under60mortalityper1000livebirth
905,estimates,female,5yearly,1950,179.141323425069
905,estimates,male,5yearly,1950,277.714141763209
905,estimates,female,5yearly,1955,160.132263016297
905,estimates,male,5yearly,1955,262.512299223398
905,estimates,female,5yearly,1960,152.733291878757
905,estimates,male,5yearly,1960,257.676827591651
905,estimates,female,5yearly,1965,149.145623171291
905,estimates,male,5yearly,1965,259.551129138155
905,estimates,female,5yearly,1970,139.100012978588
905,estimates,male,5yearly,1970,245.876247220191
905,estimates,female,5yearly,1975,120.996295388514
905,estimates,male,5yearly,1975,217.753853838437
905,estimates,female,5yearly,1980,109.300419761441
905,estimates,male,5yearly,1980,195.142892455878
905,estimates,female,5yearly,1985,103.502172927661
905,estimates,male,5yearly,1985,185.624508822739
905,estimates,female,5yearly,1990,97.8047539604878
905,estimates,male,5yearly,1990,176.433683332589
905,estimates,female,5yearly,1995,91.8336926125494
905,estimates,male,5yearly,1995,156.182110601649
905,estimates,female,5yearly,2000,88.8498513158943
905,estimates,male,5yearly,2000,147.934856261484
905,estimates,female,5yearly,2005,85.0462760098092
905,estimates,male,5yearly,2005,141.737030442502
905,estimates,female,5yearly,2010,82.3995308791246
905,estimates,male,5yearly,2010,134.38279132555
905,medium_variant,female,5yearly,2015,77.6631778014026
905,medium_variant,male,5yearly,2015,125.577804034126
905,medium_variant,female,5yearly,2020,73.1384960036193
905,medium_variant,male,5yearly,2020,116.840978010648
905,medium_variant,female,5yearly,2025,68.7175935053244
905,medium_variant,male,5yearly,2025,108.604925798599
905,medium_variant,female,5yearly,2030,64.6263427223518
905,medium_variant,male,5yearly,2030,100.377564644948
905,medium_variant,female,5yearly,2035,60.6491377911673
905,medium_variant,male,5yearly,2035,92.3515649553213
905,medium_variant,female,5yearly,2040,56.7742238519445
905,medium_variant,male,5yearly,2040,84.9795603617821
905,medium_variant,female,5yearly,2045,53.129639844775
905,medium_variant,male,5yearly,2045,78.3027597012428
905,medium_variant,female,5yearly,2050,49.6015899383745
905,medium_variant,male,5yearly,2050,72.6762651645291
905,medium_variant,female,5yearly,2055,46.2268256304564
905,medium_variant,male,5yearly,2055,67.5869132894191
905,medium_variant,female,5yearly,2060,42.8982936683389
905,medium_variant,male,5yearly,2060,63.3033284346286
905,medium_variant,female,5yearly,2065,39.6781075320237
905,medium_variant,male,5yearly,2065,59.0276271877088
905,medium_variant,female,5yearly,2070,36.7105318080522
905,medium_variant,male,5yearly,2070,55.3515362870909
905,medium_variant,female,5yearly,2075,33.7861181912286
905,medium_variant,male,5yearly,2075,51.6017617195449
905,medium_variant,female,5yearly,2080,30.9605395270244
905,medium_variant,male,5yearly,2080,48.0319338359829
905,medium_variant,female,5yearly,2085,28.2427243013903
905,medium_variant,male,5yearly,2085,44.7343149905536
905,medium_variant,female,5yearly,2090,25.5970439640864
905,medium_variant,male,5yearly,2090,41.2052541170774
905,medium_variant,female,5yearly,2095,23.197177243918
905,medium_variant,male,5yearly,2095,38.1279056260154
