continent,variant,gender,freq,year,under60mortalityper1000livebirth
903,estimates,female,5yearly,1950,634.842107789905
903,estimates,male,5yearly,1950,684.686890308205
903,estimates,female,5yearly,1955,601.694612885719
903,estimates,male,5yearly,1955,653.248291481445
903,estimates,female,5yearly,1960,569.164467337991
903,estimates,male,5yearly,1960,621.752513554204
903,estimates,female,5yearly,1965,539.801457256696
903,estimates,male,5yearly,1965,593.128020604738
903,estimates,female,5yearly,1970,508.983787227251
903,estimates,male,5yearly,1970,565.732352655263
903,estimates,female,5yearly,1975,477.975071942159
903,estimates,male,5yearly,1975,536.838887465059
903,estimates,female,5yearly,1980,451.956868979715
903,estimates,male,5yearly,1980,512.866041597929
903,estimates,female,5yearly,1985,433.766084639942
903,estimates,male,5yearly,1985,498.309721146346
903,estimates,female,5yearly,1990,437.821056109566
903,estimates,male,5yearly,1990,506.051128779174
903,estimates,female,5yearly,1995,444.757861468774
903,estimates,male,5yearly,1995,506.79864908073
903,estimates,female,5yearly,2000,439.886682220698
903,estimates,male,5yearly,2000,494.752642695342
903,estimates,female,5yearly,2005,387.946559212102
903,estimates,male,5yearly,2005,439.780955969741
903,estimates,female,5yearly,2010,327.060062584401
903,estimates,male,5yearly,2010,386.332738417519
903,medium_variant,female,5yearly,2015,290.74631035167
903,medium_variant,male,5yearly,2015,350.177432449068
903,medium_variant,female,5yearly,2020,266.059198288371
903,medium_variant,male,5yearly,2020,325.575039227388
903,medium_variant,female,5yearly,2025,242.055717405192
903,medium_variant,male,5yearly,2025,301.053810992819
903,medium_variant,female,5yearly,2030,219.287549645064
903,medium_variant,male,5yearly,2030,278.051839383958
903,medium_variant,female,5yearly,2035,198.334431920781
903,medium_variant,male,5yearly,2035,257.696495205724
903,medium_variant,female,5yearly,2040,180.286631145432
903,medium_variant,male,5yearly,2040,239.73066157268
903,medium_variant,female,5yearly,2045,164.304078608424
903,medium_variant,male,5yearly,2045,223.80329866528
903,medium_variant,female,5yearly,2050,150.244222883587
903,medium_variant,male,5yearly,2050,209.7942018299
903,medium_variant,female,5yearly,2055,138.171855125929
903,medium_variant,male,5yearly,2055,197.302723531914
903,medium_variant,female,5yearly,2060,127.543859705941
903,medium_variant,male,5yearly,2060,185.695070336097
903,medium_variant,female,5yearly,2065,117.9924773596
903,medium_variant,male,5yearly,2065,175.086298188884
903,medium_variant,female,5yearly,2070,109.942074739084
903,medium_variant,male,5yearly,2070,165.895397462121
903,medium_variant,female,5yearly,2075,102.821505457178
903,medium_variant,male,5yearly,2075,157.392423979338
903,medium_variant,female,5yearly,2080,96.4805127617747
903,medium_variant,male,5yearly,2080,149.492154522761
903,medium_variant,female,5yearly,2085,90.6540970558792
903,medium_variant,male,5yearly,2085,141.656462002133
903,medium_variant,female,5yearly,2090,85.3043663723838
903,medium_variant,male,5yearly,2090,134.051338745576
903,medium_variant,female,5yearly,2095,80.4303495424906
903,medium_variant,male,5yearly,2095,126.801620576462
