continent,variant,gender,freq,year,under60mortalityper1000livebirth
909,estimates,female,5yearly,1950,282.382343979222
909,estimates,male,5yearly,1950,369.250628293242
909,estimates,female,5yearly,1955,256.285679789144
909,estimates,male,5yearly,1955,340.641306613805
909,estimates,female,5yearly,1960,240.026643564322
909,estimates,male,5yearly,1960,328.823463218211
909,estimates,female,5yearly,1965,223.101090420572
909,estimates,male,5yearly,1965,315.723821223458
909,estimates,female,5yearly,1970,203.666905371284
909,estimates,male,5yearly,1970,292.501534994985
909,estimates,female,5yearly,1975,182.089487418724
909,estimates,male,5yearly,1975,264.862210575575
909,estimates,female,5yearly,1980,157.578766484735
909,estimates,male,5yearly,1980,237.899137347353
909,estimates,female,5yearly,1985,149.863306684166
909,estimates,male,5yearly,1985,220.275158192739
909,estimates,female,5yearly,1990,134.701433117866
909,estimates,male,5yearly,1990,197.019204989787
909,estimates,female,5yearly,1995,126.568286152505
909,estimates,male,5yearly,1995,180.868002569528
909,estimates,female,5yearly,2000,116.019355694179
909,estimates,male,5yearly,2000,163.358009173108
909,estimates,female,5yearly,2005,106.184974693426
909,estimates,male,5yearly,2005,150.842842833274
909,estimates,female,5yearly,2010,101.353135377055
909,estimates,male,5yearly,2010,143.197038921712
909,medium_variant,female,5yearly,2015,92.9761721983635
909,medium_variant,male,5yearly,2015,132.054224241438
909,medium_variant,female,5yearly,2020,87.9004157247125
909,medium_variant,male,5yearly,2020,125.538295848612
909,medium_variant,female,5yearly,2025,83.595272467297
909,medium_variant,male,5yearly,2025,120.858765649098
909,medium_variant,female,5yearly,2030,79.5598224937512
909,medium_variant,male,5yearly,2030,116.765511864827
909,medium_variant,female,5yearly,2035,75.2665939091052
909,medium_variant,male,5yearly,2035,112.420191646367
909,medium_variant,female,5yearly,2040,70.5999413930829
909,medium_variant,male,5yearly,2040,107.336649823304
909,medium_variant,female,5yearly,2045,66.9701638549021
909,medium_variant,male,5yearly,2045,104.121908545308
909,medium_variant,female,5yearly,2050,63.7626331560844
909,medium_variant,male,5yearly,2050,101.995238366661
909,medium_variant,female,5yearly,2055,60.3237235782534
909,medium_variant,male,5yearly,2055,99.027179007243
909,medium_variant,female,5yearly,2060,56.1807895624757
909,medium_variant,male,5yearly,2060,94.3236220509414
909,medium_variant,female,5yearly,2065,52.7046988588161
909,medium_variant,male,5yearly,2065,89.8450190208719
909,medium_variant,female,5yearly,2070,49.6964292872879
909,medium_variant,male,5yearly,2070,85.8603106766823
909,medium_variant,female,5yearly,2075,46.8224370982776
909,medium_variant,male,5yearly,2075,81.8618618931601
909,medium_variant,female,5yearly,2080,43.9818265074817
909,medium_variant,male,5yearly,2080,78.1706091115477
909,medium_variant,female,5yearly,2085,41.3146201633621
909,medium_variant,male,5yearly,2085,74.072191066087
909,medium_variant,female,5yearly,2090,38.7127066329057
909,medium_variant,male,5yearly,2090,69.8648453074654
909,medium_variant,female,5yearly,2095,36.1181981270063
909,medium_variant,male,5yearly,2095,65.3149974714359
909,estimates,female,5yearly,Regi,OCEANIA
909,estimates,male,5yearly,Regi,OCEANIA
909,medium_variant,female,5yearly,Regi,OCEANIA
909,medium_variant,male,5yearly,Regi,OCEANIA
