continent,variant,gender,freq,year,under60mortalityper1000livebirth
908,estimates,female,5yearly,1950,234.773173790969
908,estimates,male,5yearly,1950,326.718458782068
908,estimates,female,5yearly,1955,184.705726518642
908,estimates,male,5yearly,1955,279.849083846853
908,estimates,female,5yearly,1960,154.192532205562
908,estimates,male,5yearly,1960,252.73048169645
908,estimates,female,5yearly,1965,140.996032057202
908,estimates,male,5yearly,1965,247.74340315661
908,estimates,female,5yearly,1970,132.791103448492
908,estimates,male,5yearly,1970,248.178865470232
908,estimates,female,5yearly,1975,127.593099695249
908,estimates,male,5yearly,1975,253.833443640786
908,estimates,female,5yearly,1980,120.692892302633
908,estimates,male,5yearly,1980,252.633087086081
908,estimates,female,5yearly,1985,108.920865997307
908,estimates,male,5yearly,1985,227.542958534945
908,estimates,female,5yearly,1990,109.590603145925
908,estimates,male,5yearly,1990,247.15594830868
908,estimates,female,5yearly,1995,106.563616839484
908,estimates,male,5yearly,1995,243.611627836029
908,estimates,female,5yearly,2000,103.115224482209
908,estimates,male,5yearly,2000,240.534325841935
908,estimates,female,5yearly,2005,95.0275127761669
908,estimates,male,5yearly,2005,220.260878339592
908,estimates,female,5yearly,2010,80.766138340127
908,estimates,male,5yearly,2010,179.704142029493
908,medium_variant,female,5yearly,2015,73.0612885895267
908,medium_variant,male,5yearly,2015,164.573802250424
908,medium_variant,female,5yearly,2020,66.946366988987
908,medium_variant,male,5yearly,2020,150.425588230046
908,medium_variant,female,5yearly,2025,62.1442310569525
908,medium_variant,male,5yearly,2025,139.496644517176
908,medium_variant,female,5yearly,2030,58.2138873682295
908,medium_variant,male,5yearly,2030,130.651012939688
908,medium_variant,female,5yearly,2035,54.029423414366
908,medium_variant,male,5yearly,2035,120.616874039368
908,medium_variant,female,5yearly,2040,49.7932640752636
908,medium_variant,male,5yearly,2040,110.838075859523
908,medium_variant,female,5yearly,2045,45.6640404682681
908,medium_variant,male,5yearly,2045,100.082319377092
908,medium_variant,female,5yearly,2050,41.575101507251
908,medium_variant,male,5yearly,2050,89.7245650874139
908,medium_variant,female,5yearly,2055,38.433951778596
908,medium_variant,male,5yearly,2055,82.6438699523097
908,medium_variant,female,5yearly,2060,35.8389582344513
908,medium_variant,male,5yearly,2060,76.9459711759963
908,medium_variant,female,5yearly,2065,33.1677788425749
908,medium_variant,male,5yearly,2065,70.7650879372589
908,medium_variant,female,5yearly,2070,30.3769475573034
908,medium_variant,male,5yearly,2070,64.2428939526342
908,medium_variant,female,5yearly,2075,27.6241480650898
908,medium_variant,male,5yearly,2075,57.7615743685953
908,medium_variant,female,5yearly,2080,25.338693782482
908,medium_variant,male,5yearly,2080,52.2087345560267
908,medium_variant,female,5yearly,2085,23.2327875930823
908,medium_variant,male,5yearly,2085,47.4016814064148
908,medium_variant,female,5yearly,2090,21.2221555420474
908,medium_variant,male,5yearly,2090,43.2780353065162
908,medium_variant,female,5yearly,2095,19.3121950174299
908,medium_variant,male,5yearly,2095,39.7188436205751
