continent,variant,gender,freq,year,under60mortalityper1000livebirth
904,estimates,female,5yearly,1950,444.310570733964
904,estimates,male,5yearly,1950,501.331279006232
904,estimates,female,5yearly,1955,401.302038593502
904,estimates,male,5yearly,1955,459.445496777694
904,estimates,female,5yearly,1960,359.401937901889
904,estimates,male,5yearly,1960,423.158915336177
904,estimates,female,5yearly,1965,322.774450169452
904,estimates,male,5yearly,1965,396.156922434878
904,estimates,female,5yearly,1970,285.374872703887
904,estimates,male,5yearly,1970,370.589247991483
904,estimates,female,5yearly,1975,256.429407763158
904,estimates,male,5yearly,1975,351.708069250529
904,estimates,female,5yearly,1980,227.408371448708
904,estimates,male,5yearly,1980,332.187420607917
904,estimates,female,5yearly,1985,202.050888177701
904,estimates,male,5yearly,1985,311.090277632514
904,estimates,female,5yearly,1990,179.039101213778
904,estimates,male,5yearly,1990,289.75391894404
904,estimates,female,5yearly,1995,158.647703050683
904,estimates,male,5yearly,1995,263.490530201033
904,estimates,female,5yearly,2000,140.186395751031
904,estimates,male,5yearly,2000,241.443328208277
904,estimates,female,5yearly,2005,127.876480621586
904,estimates,male,5yearly,2005,222.833815881255
904,estimates,female,5yearly,2010,118.687665341016
904,estimates,male,5yearly,2010,207.042925635635
904,medium_variant,female,5yearly,2015,109.661955463224
904,medium_variant,male,5yearly,2015,193.237687732744
904,medium_variant,female,5yearly,2020,101.162998131975
904,medium_variant,male,5yearly,2020,178.146384251616
904,medium_variant,female,5yearly,2025,93.6440909372004
904,medium_variant,male,5yearly,2025,163.711550920606
904,medium_variant,female,5yearly,2030,86.8744083304431
904,medium_variant,male,5yearly,2030,149.598456388226
904,medium_variant,female,5yearly,2035,80.6790523180879
904,medium_variant,male,5yearly,2035,136.088007221452
904,medium_variant,female,5yearly,2040,74.8856170282375
904,medium_variant,male,5yearly,2040,122.98507683574
904,medium_variant,female,5yearly,2045,69.5028997934588
904,medium_variant,male,5yearly,2045,110.653937042395
904,medium_variant,female,5yearly,2050,64.4345778899584
904,medium_variant,male,5yearly,2050,99.8747746225943
904,medium_variant,female,5yearly,2055,59.7692038495721
904,medium_variant,male,5yearly,2055,90.2019305803016
904,medium_variant,female,5yearly,2060,55.4301543085657
904,medium_variant,male,5yearly,2060,81.7642514316739
904,medium_variant,female,5yearly,2065,51.3221070245529
904,medium_variant,male,5yearly,2065,74.3574770132157
904,medium_variant,female,5yearly,2070,47.4810347243472
904,medium_variant,male,5yearly,2070,67.8157122475347
904,medium_variant,female,5yearly,2075,43.7773936047224
904,medium_variant,male,5yearly,2075,62.0300567291412
904,medium_variant,female,5yearly,2080,40.2978020180644
904,medium_variant,male,5yearly,2080,56.8014670344081
904,medium_variant,female,5yearly,2085,37.002400439577
904,medium_variant,male,5yearly,2085,51.9552800258879
904,medium_variant,female,5yearly,2090,33.8586939706456
904,medium_variant,male,5yearly,2090,47.4780533915115
904,medium_variant,female,5yearly,2095,30.954060398051
904,medium_variant,male,5yearly,2095,43.2857090058257
