variant,region,year,gender,dependencyratio2564
estimates,928,1950,male,165.077
estimates,928,1951,male,166.851
estimates,928,1952,male,168.566
estimates,928,1953,male,169.878
estimates,928,1954,male,170.704
estimates,928,1955,male,171.167
estimates,928,1956,male,172.307
estimates,928,1957,male,172.89
estimates,928,1958,male,173.241
estimates,928,1959,male,173.624
estimates,928,1960,male,174.124
estimates,928,1961,male,175.524
estimates,928,1962,male,176.891
estimates,928,1963,male,178.156
estimates,928,1964,male,179.197
estimates,928,1965,male,179.962
estimates,928,1966,male,181.335
estimates,928,1967,male,182.347
estimates,928,1968,male,183.053
estimates,928,1969,male,183.604
estimates,928,1970,male,184.067
estimates,928,1971,male,185.256
estimates,928,1972,male,186.379
estimates,928,1973,male,187.35
estimates,928,1974,male,188.009
estimates,928,1975,male,188.292
estimates,928,1976,male,188.817
estimates,928,1977,male,188.836
estimates,928,1978,male,188.514
estimates,928,1979,male,188.032
estimates,928,1980,male,187.503
estimates,928,1981,male,187.495
estimates,928,1982,male,187.18
estimates,928,1983,male,186.583
estimates,928,1984,male,185.694
estimates,928,1985,male,184.52
estimates,928,1986,male,183.741
estimates,928,1987,male,182.636
estimates,928,1988,male,181.307
estimates,928,1989,male,179.888
estimates,928,1990,male,178.471
estimates,928,1991,male,177.271
estimates,928,1992,male,176.083
estimates,928,1993,male,174.798
estimates,928,1994,male,173.295
estimates,928,1995,male,171.583
estimates,928,1996,male,170.65
estimates,928,1997,male,169.512
estimates,928,1998,male,168.209
estimates,928,1999,male,166.761
estimates,928,2000,male,165.153
estimates,928,2001,male,163.191
estimates,928,2002,male,161.035
estimates,928,2003,male,158.766
estimates,928,2004,male,156.478
estimates,928,2005,male,154.225
estimates,928,2006,male,152.64
estimates,928,2007,male,151.041
estimates,928,2008,male,149.438
estimates,928,2009,male,147.825
estimates,928,2010,male,146.207
estimates,928,2011,male,145.196
estimates,928,2012,male,144.07
estimates,928,2013,male,142.864
estimates,928,2014,male,141.618
estimates,928,2015,male,140.34
medium_variant,928,2015,male,140.34
medium_variant,928,2016,male,139.258
medium_variant,928,2017,male,138.136
medium_variant,928,2018,male,136.928
medium_variant,928,2019,male,135.567
medium_variant,928,2020,male,134.034
medium_variant,928,2021,male,132.765
medium_variant,928,2022,male,131.3
medium_variant,928,2023,male,129.699
medium_variant,928,2024,male,128.045
medium_variant,928,2025,male,126.384
medium_variant,928,2026,male,125.061
medium_variant,928,2027,male,123.688
medium_variant,928,2028,male,122.27
medium_variant,928,2029,male,120.798
medium_variant,928,2030,male,119.27
medium_variant,928,2031,male,118.04
medium_variant,928,2032,male,116.737
medium_variant,928,2033,male,115.394
medium_variant,928,2034,male,114.048
medium_variant,928,2035,male,112.724
medium_variant,928,2036,male,111.75
medium_variant,928,2037,male,110.756
medium_variant,928,2038,male,109.748
medium_variant,928,2039,male,108.727
medium_variant,928,2040,male,107.697
medium_variant,928,2041,male,106.972
medium_variant,928,2042,male,106.206
medium_variant,928,2043,male,105.4
medium_variant,928,2044,male,104.556
medium_variant,928,2045,male,103.678
medium_variant,928,2046,male,103.089
medium_variant,928,2047,male,102.43
medium_variant,928,2048,male,101.709
medium_variant,928,2049,male,100.927
medium_variant,928,2050,male,100.095
medium_variant,928,2051,male,99.528
medium_variant,928,2052,male,98.888
medium_variant,928,2053,male,98.184
medium_variant,928,2054,male,97.421
medium_variant,928,2055,male,96.608
medium_variant,928,2056,male,96.078
medium_variant,928,2057,male,95.471
medium_variant,928,2058,male,94.809
medium_variant,928,2059,male,94.118
medium_variant,928,2060,male,93.415
medium_variant,928,2061,male,93.018
medium_variant,928,2062,male,92.573
medium_variant,928,2063,male,92.09
medium_variant,928,2064,male,91.575
medium_variant,928,2065,male,91.036
medium_variant,928,2066,male,90.796
medium_variant,928,2067,male,90.499
medium_variant,928,2068,male,90.151
medium_variant,928,2069,male,89.759
medium_variant,928,2070,male,89.33
medium_variant,928,2071,male,89.19
medium_variant,928,2072,male,88.979
medium_variant,928,2073,male,88.705
medium_variant,928,2074,male,88.375
medium_variant,928,2075,male,87.995
medium_variant,928,2076,male,87.884
