region,variant,freq,year,lifeexpectancyat15
5500,estimates,5yearly,1950,51.5044758831169
5500,estimates,5yearly,1955,52.7815236042864
5500,estimates,5yearly,1960,54.0189741753064
5500,estimates,5yearly,1965,55.2524013406826
5500,estimates,5yearly,1970,56.0266378645632
5500,estimates,5yearly,1975,56.4210336469338
5500,estimates,5yearly,1980,57.1177991459369
5500,estimates,5yearly,1985,57.7303623461521
5500,estimates,5yearly,1990,55.9843951921722
5500,estimates,5yearly,1995,54.626917051026
5500,estimates,5yearly,2000,55.2181425723828
5500,estimates,5yearly,2005,55.9648615716616
5500,estimates,5yearly,2010,57.4455447713933
5500,medium_variant,5yearly,2015,57.9620685816113
5500,medium_variant,5yearly,2020,58.4997646742696
5500,medium_variant,5yearly,2025,59.0388124946681
5500,medium_variant,5yearly,2030,59.5997339935886
5500,medium_variant,5yearly,2035,60.1536591920256
5500,medium_variant,5yearly,2040,60.7031451208565
5500,medium_variant,5yearly,2045,61.2820430846183
5500,medium_variant,5yearly,2050,61.8641136520415
5500,medium_variant,5yearly,2055,62.4731760108
5500,medium_variant,5yearly,2060,63.0841888678488
5500,medium_variant,5yearly,2065,63.7511538605295
5500,medium_variant,5yearly,2070,64.4230631635715
5500,medium_variant,5yearly,2075,65.1262203956312
5500,medium_variant,5yearly,2080,65.8314846000885
5500,medium_variant,5yearly,2085,66.5372165609396
5500,medium_variant,5yearly,2090,67.2344988277077
5500,medium_variant,5yearly,2095,67.8994917497575
5500,estimates,5yearly,Regi,Central Asia
5500,medium_variant,5yearly,Regi,Central Asia
