region,variant,freq,year,lifeexpectancyat15
934,estimates,5yearly,1950,43.4720320184279
934,estimates,5yearly,1955,44.7206119624945
934,estimates,5yearly,1960,46.1582950501062
934,estimates,5yearly,1965,50.011723820251
934,estimates,5yearly,1970,52.238233627434
934,estimates,5yearly,1975,53.8369753184095
934,estimates,5yearly,1980,54.6094917983584
934,estimates,5yearly,1985,55.4403452076136
934,estimates,5yearly,1990,56.1736885100695
934,estimates,5yearly,1995,56.7288752380415
934,estimates,5yearly,2000,57.5073625460127
934,estimates,5yearly,2005,58.3549571640034
934,estimates,5yearly,2010,59.2352542641835
934,medium_variant,5yearly,2015,59.9555375960889
934,medium_variant,5yearly,2020,60.6002477831036
934,medium_variant,5yearly,2025,61.2219821966444
934,medium_variant,5yearly,2030,61.8413831191506
934,medium_variant,5yearly,2035,62.4205108755276
934,medium_variant,5yearly,2040,62.9943526995398
934,medium_variant,5yearly,2045,63.561821862325
934,medium_variant,5yearly,2050,64.1167216570772
934,medium_variant,5yearly,2055,64.6370879219716
934,medium_variant,5yearly,2060,65.137217029065
934,medium_variant,5yearly,2065,65.6365359690688
934,medium_variant,5yearly,2070,66.1072429276798
934,medium_variant,5yearly,2075,66.5864160259798
934,medium_variant,5yearly,2080,67.0679469717699
934,medium_variant,5yearly,2085,67.5569092542573
934,medium_variant,5yearly,2090,68.042533993254
934,medium_variant,5yearly,2095,68.5528437038559
934,estimates,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,5yearly,Regi,"Less developed regions, excluding least developed countries"
