region,variant,freq,year,lifeexpectancyat15
928,estimates,5yearly,1950,39.260098577406
928,estimates,5yearly,1955,40.975465543024
928,estimates,5yearly,1960,42.1185382094245
928,estimates,5yearly,1965,44.4014875124246
928,estimates,5yearly,1970,46.3063300538407
928,estimates,5yearly,1975,48.5332864614532
928,estimates,5yearly,1980,50.5154553584868
928,estimates,5yearly,1985,50.9329306379859
928,estimates,5yearly,1990,51.9364965122446
928,estimates,5yearly,1995,52.839758322776
928,estimates,5yearly,2000,53.8378554313636
928,estimates,5yearly,2005,54.9872098942382
928,estimates,5yearly,2010,55.5961875624462
928,medium_variant,5yearly,2015,56.0708058868953
928,medium_variant,5yearly,2020,56.5313634333737
928,medium_variant,5yearly,2025,56.9675136849168
928,medium_variant,5yearly,2030,57.3629745715449
928,medium_variant,5yearly,2035,57.7463011497538
928,medium_variant,5yearly,2040,58.1304678685503
928,medium_variant,5yearly,2045,58.5032388367458
928,medium_variant,5yearly,2050,58.8616109677469
928,medium_variant,5yearly,2055,59.2243342222362
928,medium_variant,5yearly,2060,59.6021791470578
928,medium_variant,5yearly,2065,59.9916489600427
928,medium_variant,5yearly,2070,60.3994479678666
928,medium_variant,5yearly,2075,60.8214159325166
928,medium_variant,5yearly,2080,61.2860933307989
928,medium_variant,5yearly,2085,61.7584969273613
928,medium_variant,5yearly,2090,62.257104343324
928,medium_variant,5yearly,2095,62.7696252036579
928,estimates,5yearly,Regi,Melanesia
928,medium_variant,5yearly,Regi,Melanesia
