region,variant,freq,year,lifeexpectancyat15
926,estimates,5yearly,1950,56.7752232354563
926,estimates,5yearly,1955,57.5586334479544
926,estimates,5yearly,1960,58.0550310258259
926,estimates,5yearly,1965,58.1995463582317
926,estimates,5yearly,1970,58.6314441483129
926,estimates,5yearly,1975,59.3859899721583
926,estimates,5yearly,1980,60.3067062313208
926,estimates,5yearly,1985,61.3946495787716
926,estimates,5yearly,1990,62.2698663306393
926,estimates,5yearly,1995,63.2947235598006
926,estimates,5yearly,2000,64.4435465090592
926,estimates,5yearly,2005,65.6309085504306
926,estimates,5yearly,2010,66.4632500292375
926,medium_variant,5yearly,2015,67.2157825405404
926,medium_variant,5yearly,2020,67.9790882606297
926,medium_variant,5yearly,2025,68.7472946765682
926,medium_variant,5yearly,2030,69.4686956343238
926,medium_variant,5yearly,2035,70.1138662770381
926,medium_variant,5yearly,2040,70.7420161199098
926,medium_variant,5yearly,2045,71.3104823021257
926,medium_variant,5yearly,2050,71.9143624110899
926,medium_variant,5yearly,2055,72.4807491929383
926,medium_variant,5yearly,2060,73.0657654445712
926,medium_variant,5yearly,2065,73.6308547961971
926,medium_variant,5yearly,2070,74.1975609562814
926,medium_variant,5yearly,2075,74.7728764802226
926,medium_variant,5yearly,2080,75.3423080073846
926,medium_variant,5yearly,2085,75.9343836876242
926,medium_variant,5yearly,2090,76.505213475734
926,medium_variant,5yearly,2095,77.0802960892353
926,estimates,5yearly,Regi,Western Europe
926,medium_variant,5yearly,Regi,Western Europe
