region,variant,freq,year,lifeexpectancyat15
924,estimates,5yearly,1950,57.1486870822925
924,estimates,5yearly,1955,58.0238256015787
924,estimates,5yearly,1960,58.3293475739709
924,estimates,5yearly,1965,58.6766295457496
924,estimates,5yearly,1970,58.9647343086782
924,estimates,5yearly,1975,59.3964370455677
924,estimates,5yearly,1980,60.15198573732
924,estimates,5yearly,1985,60.8835955102262
924,estimates,5yearly,1990,61.4454768287822
924,estimates,5yearly,1995,62.3085503827062
924,estimates,5yearly,2000,63.4989822736912
924,estimates,5yearly,2005,64.6650611773561
924,estimates,5yearly,2010,65.9505301145859
924,medium_variant,5yearly,2015,66.7481983210825
924,medium_variant,5yearly,2020,67.5510579997794
924,medium_variant,5yearly,2025,68.3347227773033
924,medium_variant,5yearly,2030,69.1055867687582
924,medium_variant,5yearly,2035,69.7846080365175
924,medium_variant,5yearly,2040,70.4199113961344
924,medium_variant,5yearly,2045,71.0340672199462
924,medium_variant,5yearly,2050,71.6243605701839
924,medium_variant,5yearly,2055,72.1861844155891
924,medium_variant,5yearly,2060,72.7828667153267
924,medium_variant,5yearly,2065,73.3564305918135
924,medium_variant,5yearly,2070,73.9249919155616
924,medium_variant,5yearly,2075,74.4886068346436
924,medium_variant,5yearly,2080,75.0459793736821
924,medium_variant,5yearly,2085,75.6182621432777
924,medium_variant,5yearly,2090,76.1783502479122
924,medium_variant,5yearly,2095,76.7253010663861
