variant,region,year,totalfertility
estimates,926,1950,2.376
estimates,926,1951,2.376
estimates,926,1952,2.378
estimates,926,1953,2.387
estimates,926,1954,2.402
estimates,926,1955,2.423
estimates,926,1956,2.45
estimates,926,1957,2.481
estimates,926,1958,2.516
estimates,926,1959,2.552
estimates,926,1960,2.587
estimates,926,1961,2.616
estimates,926,1962,2.636
estimates,926,1963,2.644
estimates,926,1964,2.637
estimates,926,1965,2.612
estimates,926,1966,2.566
estimates,926,1967,2.501
estimates,926,1968,2.421
estimates,926,1969,2.329
estimates,926,1970,2.229
estimates,926,1971,2.126
estimates,926,1972,2.025
estimates,926,1973,1.93
estimates,926,1974,1.845
estimates,926,1975,1.774
estimates,926,1976,1.718
estimates,926,1977,1.676
estimates,926,1978,1.646
estimates,926,1979,1.627
estimates,926,1980,1.615
estimates,926,1981,1.61
estimates,926,1982,1.608
estimates,926,1983,1.606
estimates,926,1984,1.603
estimates,926,1985,1.597
estimates,926,1986,1.587
estimates,926,1987,1.574
estimates,926,1988,1.559
estimates,926,1989,1.542
estimates,926,1990,1.525
estimates,926,1991,1.511
estimates,926,1992,1.499
estimates,926,1993,1.492
estimates,926,1994,1.49
estimates,926,1995,1.494
estimates,926,1996,1.501
estimates,926,1997,1.512
estimates,926,1998,1.524
estimates,926,1999,1.538
estimates,926,2000,1.551
estimates,926,2001,1.565
estimates,926,2002,1.578
estimates,926,2003,1.592
estimates,926,2004,1.604
estimates,926,2005,1.616
estimates,926,2006,1.626
estimates,926,2007,1.635
estimates,926,2008,1.643
estimates,926,2009,1.649
estimates,926,2010,1.655
estimates,926,2011,1.66
estimates,926,2012,1.665
estimates,926,2013,1.669
estimates,926,2014,1.673
estimates,926,2015,1.677
medium_variant,926,2015,1.677
medium_variant,926,2016,1.681
medium_variant,926,2017,1.685
medium_variant,926,2018,1.69
medium_variant,926,2019,1.694
medium_variant,926,2020,1.699
medium_variant,926,2021,1.704
medium_variant,926,2022,1.71
medium_variant,926,2023,1.715
medium_variant,926,2024,1.721
medium_variant,926,2025,1.726
medium_variant,926,2026,1.732
medium_variant,926,2027,1.737
medium_variant,926,2028,1.742
medium_variant,926,2029,1.747
medium_variant,926,2030,1.751
medium_variant,926,2031,1.755
medium_variant,926,2032,1.758
medium_variant,926,2033,1.761
medium_variant,926,2034,1.764
medium_variant,926,2035,1.766
medium_variant,926,2036,1.768
medium_variant,926,2037,1.77
medium_variant,926,2038,1.771
medium_variant,926,2039,1.772
medium_variant,926,2040,1.773
medium_variant,926,2041,1.774
medium_variant,926,2042,1.775
medium_variant,926,2043,1.776
medium_variant,926,2044,1.776
medium_variant,926,2045,1.778
medium_variant,926,2046,1.779
medium_variant,926,2047,1.78
medium_variant,926,2048,1.782
medium_variant,926,2049,1.784
medium_variant,926,2050,1.786
medium_variant,926,2051,1.788
medium_variant,926,2052,1.79
medium_variant,926,2053,1.792
medium_variant,926,2054,1.794
medium_variant,926,2055,1.797
medium_variant,926,2056,1.799
medium_variant,926,2057,1.801
medium_variant,926,2058,1.804
medium_variant,926,2059,1.806
medium_variant,926,2060,1.808
medium_variant,926,2061,1.81
medium_variant,926,2062,1.811
medium_variant,926,2063,1.813
medium_variant,926,2064,1.814
medium_variant,926,2065,1.815
medium_variant,926,2066,1.816
medium_variant,926,2067,1.817
medium_variant,926,2068,1.817
medium_variant,926,2069,1.818
medium_variant,926,2070,1.818
medium_variant,926,2071,1.818
medium_variant,926,2072,1.819
medium_variant,926,2073,1.819
medium_variant,926,2074,1.819
medium_variant,926,2075,1.82
medium_variant,926,2076,1.82
medium_variant,926,2077,1.82
medium_variant,926,2078,1.821
medium_variant,926,2079,1.821
medium_variant,926,2080,1.822
medium_variant,926,2081,1.822
medium_variant,926,2082,1.823
medium_variant,926,2083,1.824
medium_variant,926,2084,1.825
medium_variant,926,2085,1.826
medium_variant,926,2086,1.826
medium_variant,926,2087,1.827
medium_variant,926,2088,1.828
medium_variant,926,2089,1.829
medium_variant,926,2090,1.83
medium_variant,926,2091,1.831
medium_variant,926,2092,1.832
medium_variant,926,2093,1.832
medium_variant,926,2094,1.833
medium_variant,926,2095,1.834
medium_variant,926,2096,1.834
medium_variant,926,2097,1.835
medium_variant,926,2098,1.836
medium_variant,926,2099,1.836
