variant,region,year,totalfertility
estimates,916,1950,6.714
estimates,916,1951,6.729
estimates,916,1952,6.756
estimates,916,1953,6.778
estimates,916,1954,6.794
estimates,916,1955,6.805
estimates,916,1956,6.811
estimates,916,1957,6.812
estimates,916,1958,6.809
estimates,916,1959,6.802
estimates,916,1960,6.792
estimates,916,1961,6.78
estimates,916,1962,6.767
estimates,916,1963,6.753
estimates,916,1964,6.739
estimates,916,1965,6.727
estimates,916,1966,6.722
estimates,916,1967,6.721
estimates,916,1968,6.721
estimates,916,1969,6.715
estimates,916,1970,6.694
estimates,916,1971,6.644
estimates,916,1972,6.558
estimates,916,1973,6.434
estimates,916,1974,6.272
estimates,916,1975,6.078
estimates,916,1976,5.862
estimates,916,1977,5.637
estimates,916,1978,5.415
estimates,916,1979,5.205
estimates,916,1980,5.011
estimates,916,1981,4.837
estimates,916,1982,4.677
estimates,916,1983,4.528
estimates,916,1984,4.39
estimates,916,1985,4.263
estimates,916,1986,4.145
estimates,916,1987,4.033
estimates,916,1988,3.927
estimates,916,1989,3.825
estimates,916,1990,3.726
estimates,916,1991,3.63
estimates,916,1992,3.537
estimates,916,1993,3.447
estimates,916,1994,3.361
estimates,916,1995,3.279
estimates,916,1996,3.202
estimates,916,1997,3.129
estimates,916,1998,3.061
estimates,916,1999,2.996
estimates,916,2000,2.936
estimates,916,2001,2.877
estimates,916,2002,2.821
estimates,916,2003,2.765
estimates,916,2004,2.711
estimates,916,2005,2.658
estimates,916,2006,2.608
estimates,916,2007,2.562
estimates,916,2008,2.52
estimates,916,2009,2.482
estimates,916,2010,2.448
estimates,916,2011,2.416
estimates,916,2012,2.386
estimates,916,2013,2.355
estimates,916,2014,2.325
estimates,916,2015,2.293
medium_variant,916,2015,2.293
medium_variant,916,2016,2.262
medium_variant,916,2017,2.231
medium_variant,916,2018,2.201
medium_variant,916,2019,2.173
medium_variant,916,2020,2.145
medium_variant,916,2021,2.119
medium_variant,916,2022,2.094
medium_variant,916,2023,2.069
medium_variant,916,2024,2.046
medium_variant,916,2025,2.024
medium_variant,916,2026,2.003
medium_variant,916,2027,1.982
medium_variant,916,2028,1.963
medium_variant,916,2029,1.946
medium_variant,916,2030,1.929
medium_variant,916,2031,1.913
medium_variant,916,2032,1.898
medium_variant,916,2033,1.884
medium_variant,916,2034,1.872
medium_variant,916,2035,1.86
medium_variant,916,2036,1.849
medium_variant,916,2037,1.839
medium_variant,916,2038,1.829
medium_variant,916,2039,1.821
medium_variant,916,2040,1.813
medium_variant,916,2041,1.806
medium_variant,916,2042,1.8
medium_variant,916,2043,1.794
medium_variant,916,2044,1.788
medium_variant,916,2045,1.783
medium_variant,916,2046,1.779
medium_variant,916,2047,1.775
medium_variant,916,2048,1.771
medium_variant,916,2049,1.768
medium_variant,916,2050,1.765
medium_variant,916,2051,1.763
medium_variant,916,2052,1.761
medium_variant,916,2053,1.759
medium_variant,916,2054,1.757
medium_variant,916,2055,1.756
medium_variant,916,2056,1.754
medium_variant,916,2057,1.753
medium_variant,916,2058,1.753
medium_variant,916,2059,1.752
medium_variant,916,2060,1.752
medium_variant,916,2061,1.752
medium_variant,916,2062,1.752
medium_variant,916,2063,1.752
medium_variant,916,2064,1.752
medium_variant,916,2065,1.753
medium_variant,916,2066,1.753
medium_variant,916,2067,1.753
medium_variant,916,2068,1.754
medium_variant,916,2069,1.754
medium_variant,916,2070,1.755
medium_variant,916,2071,1.755
medium_variant,916,2072,1.756
medium_variant,916,2073,1.757
medium_variant,916,2074,1.758
medium_variant,916,2075,1.759
medium_variant,916,2076,1.76
medium_variant,916,2077,1.761
medium_variant,916,2078,1.762
medium_variant,916,2079,1.763
medium_variant,916,2080,1.764
medium_variant,916,2081,1.765
medium_variant,916,2082,1.766
medium_variant,916,2083,1.767
medium_variant,916,2084,1.768
medium_variant,916,2085,1.769
medium_variant,916,2086,1.77
medium_variant,916,2087,1.771
medium_variant,916,2088,1.773
medium_variant,916,2089,1.774
medium_variant,916,2090,1.775
medium_variant,916,2091,1.776
medium_variant,916,2092,1.776
medium_variant,916,2093,1.777
medium_variant,916,2094,1.778
medium_variant,916,2095,1.779
medium_variant,916,2096,1.78
medium_variant,916,2097,1.781
medium_variant,916,2098,1.781
medium_variant,916,2099,1.782
