variant,region,year,totalfertility
estimates,922,1950,6.407
estimates,922,1951,6.377
estimates,922,1952,6.321
estimates,922,1953,6.274
estimates,922,1954,6.235
estimates,922,1955,6.205
estimates,922,1956,6.182
estimates,922,1957,6.167
estimates,922,1958,6.159
estimates,922,1959,6.155
estimates,922,1960,6.154
estimates,922,1961,6.152
estimates,922,1962,6.148
estimates,922,1963,6.138
estimates,922,1964,6.122
estimates,922,1965,6.098
estimates,922,1966,6.066
estimates,922,1967,6.028
estimates,922,1968,5.985
estimates,922,1969,5.938
estimates,922,1970,5.886
estimates,922,1971,5.829
estimates,922,1972,5.767
estimates,922,1973,5.7
estimates,922,1974,5.63
estimates,922,1975,5.557
estimates,922,1976,5.484
estimates,922,1977,5.41
estimates,922,1978,5.337
estimates,922,1979,5.265
estimates,922,1980,5.191
estimates,922,1981,5.116
estimates,922,1982,5.036
estimates,922,1983,4.95
estimates,922,1984,4.86
estimates,922,1985,4.766
estimates,922,1986,4.667
estimates,922,1987,4.567
estimates,922,1988,4.467
estimates,922,1989,4.368
estimates,922,1990,4.271
estimates,922,1991,4.175
estimates,922,1992,4.08
estimates,922,1993,3.988
estimates,922,1994,3.897
estimates,922,1995,3.808
estimates,922,1996,3.72
estimates,922,1997,3.635
estimates,922,1998,3.552
estimates,922,1999,3.472
estimates,922,2000,3.396
estimates,922,2001,3.325
estimates,922,2002,3.26
estimates,922,2003,3.202
estimates,922,2004,3.149
estimates,922,2005,3.104
estimates,922,2006,3.065
estimates,922,2007,3.032
estimates,922,2008,3.004
estimates,922,2009,2.979
estimates,922,2010,2.956
estimates,922,2011,2.932
estimates,922,2012,2.907
estimates,922,2013,2.881
estimates,922,2014,2.852
estimates,922,2015,2.821
medium_variant,922,2015,2.821
medium_variant,922,2016,2.789
medium_variant,922,2017,2.757
medium_variant,922,2018,2.727
medium_variant,922,2019,2.698
medium_variant,922,2020,2.671
medium_variant,922,2021,2.646
medium_variant,922,2022,2.623
medium_variant,922,2023,2.601
medium_variant,922,2024,2.58
medium_variant,922,2025,2.559
medium_variant,922,2026,2.54
medium_variant,922,2027,2.521
medium_variant,922,2028,2.502
medium_variant,922,2029,2.484
medium_variant,922,2030,2.467
medium_variant,922,2031,2.449
medium_variant,922,2032,2.432
medium_variant,922,2033,2.415
medium_variant,922,2034,2.398
medium_variant,922,2035,2.382
medium_variant,922,2036,2.366
medium_variant,922,2037,2.35
medium_variant,922,2038,2.334
medium_variant,922,2039,2.32
medium_variant,922,2040,2.305
medium_variant,922,2041,2.292
medium_variant,922,2042,2.279
medium_variant,922,2043,2.266
medium_variant,922,2044,2.254
medium_variant,922,2045,2.243
medium_variant,922,2046,2.232
medium_variant,922,2047,2.222
medium_variant,922,2048,2.212
medium_variant,922,2049,2.202
medium_variant,922,2050,2.193
medium_variant,922,2051,2.184
medium_variant,922,2052,2.176
medium_variant,922,2053,2.167
medium_variant,922,2054,2.159
medium_variant,922,2055,2.151
medium_variant,922,2056,2.143
medium_variant,922,2057,2.135
medium_variant,922,2058,2.128
medium_variant,922,2059,2.121
medium_variant,922,2060,2.114
medium_variant,922,2061,2.108
medium_variant,922,2062,2.101
medium_variant,922,2063,2.095
medium_variant,922,2064,2.088
medium_variant,922,2065,2.082
medium_variant,922,2066,2.076
medium_variant,922,2067,2.07
medium_variant,922,2068,2.064
medium_variant,922,2069,2.059
medium_variant,922,2070,2.054
medium_variant,922,2071,2.049
medium_variant,922,2072,2.045
medium_variant,922,2073,2.041
medium_variant,922,2074,2.036
medium_variant,922,2075,2.032
medium_variant,922,2076,2.028
medium_variant,922,2077,2.024
medium_variant,922,2078,2.021
medium_variant,922,2079,2.017
medium_variant,922,2080,2.013
medium_variant,922,2081,2.01
medium_variant,922,2082,2.006
medium_variant,922,2083,2.003
medium_variant,922,2084,1.999
medium_variant,922,2085,1.996
medium_variant,922,2086,1.992
medium_variant,922,2087,1.988
medium_variant,922,2088,1.984
medium_variant,922,2089,1.98
medium_variant,922,2090,1.976
medium_variant,922,2091,1.972
medium_variant,922,2092,1.968
medium_variant,922,2093,1.964
medium_variant,922,2094,1.961
medium_variant,922,2095,1.957
medium_variant,922,2096,1.953
medium_variant,922,2097,1.949
medium_variant,922,2098,1.946
medium_variant,922,2099,1.942
