variant,region,year,totalfertility
estimates,954,1950,6.173
estimates,954,1951,6.193
estimates,954,1952,6.232
estimates,954,1953,6.272
estimates,954,1954,6.313
estimates,954,1955,6.354
estimates,954,1956,6.396
estimates,954,1957,6.435
estimates,954,1958,6.47
estimates,954,1959,6.495
estimates,954,1960,6.506
estimates,954,1961,6.496
estimates,954,1962,6.46
estimates,954,1963,6.397
estimates,954,1964,6.308
estimates,954,1965,6.196
estimates,954,1966,6.068
estimates,954,1967,5.932
estimates,954,1968,5.797
estimates,954,1969,5.668
estimates,954,1970,5.546
estimates,954,1971,5.433
estimates,954,1972,5.326
estimates,954,1973,5.223
estimates,954,1974,5.123
estimates,954,1975,5.027
estimates,954,1976,4.933
estimates,954,1977,4.843
estimates,954,1978,4.755
estimates,954,1979,4.67
estimates,954,1980,4.588
estimates,954,1981,4.511
estimates,954,1982,4.438
estimates,954,1983,4.369
estimates,954,1984,4.304
estimates,954,1985,4.241
estimates,954,1986,4.179
estimates,954,1987,4.116
estimates,954,1988,4.052
estimates,954,1989,3.986
estimates,954,1990,3.917
estimates,954,1991,3.849
estimates,954,1992,3.781
estimates,954,1993,3.715
estimates,954,1994,3.651
estimates,954,1995,3.589
estimates,954,1996,3.527
estimates,954,1997,3.465
estimates,954,1998,3.403
estimates,954,1999,3.341
estimates,954,2000,3.282
estimates,954,2001,3.227
estimates,954,2002,3.179
estimates,954,2003,3.138
estimates,954,2004,3.106
estimates,954,2005,3.081
estimates,954,2006,3.064
estimates,954,2007,3.053
estimates,954,2008,3.045
estimates,954,2009,3.038
estimates,954,2010,3.03
estimates,954,2011,3.019
estimates,954,2012,3.005
estimates,954,2013,2.986
estimates,954,2014,2.962
estimates,954,2015,2.932
medium_variant,954,2015,2.932
medium_variant,954,2016,2.898
medium_variant,954,2017,2.861
medium_variant,954,2018,2.822
medium_variant,954,2019,2.783
medium_variant,954,2020,2.743
medium_variant,954,2021,2.705
medium_variant,954,2022,2.667
medium_variant,954,2023,2.631
medium_variant,954,2024,2.598
medium_variant,954,2025,2.566
medium_variant,954,2026,2.538
medium_variant,954,2027,2.512
medium_variant,954,2028,2.488
medium_variant,954,2029,2.467
medium_variant,954,2030,2.448
medium_variant,954,2031,2.432
medium_variant,954,2032,2.417
medium_variant,954,2033,2.405
medium_variant,954,2034,2.394
medium_variant,954,2035,2.384
medium_variant,954,2036,2.376
medium_variant,954,2037,2.369
medium_variant,954,2038,2.362
medium_variant,954,2039,2.355
medium_variant,954,2040,2.348
medium_variant,954,2041,2.34
medium_variant,954,2042,2.331
medium_variant,954,2043,2.322
medium_variant,954,2044,2.312
medium_variant,954,2045,2.301
medium_variant,954,2046,2.289
medium_variant,954,2047,2.276
medium_variant,954,2048,2.263
medium_variant,954,2049,2.249
medium_variant,954,2050,2.236
medium_variant,954,2051,2.222
medium_variant,954,2052,2.209
medium_variant,954,2053,2.196
medium_variant,954,2054,2.183
medium_variant,954,2055,2.171
medium_variant,954,2056,2.159
medium_variant,954,2057,2.148
medium_variant,954,2058,2.137
medium_variant,954,2059,2.127
medium_variant,954,2060,2.118
medium_variant,954,2061,2.109
medium_variant,954,2062,2.1
medium_variant,954,2063,2.093
medium_variant,954,2064,2.085
medium_variant,954,2065,2.078
medium_variant,954,2066,2.071
medium_variant,954,2067,2.065
medium_variant,954,2068,2.059
medium_variant,954,2069,2.053
medium_variant,954,2070,2.047
medium_variant,954,2071,2.041
medium_variant,954,2072,2.036
medium_variant,954,2073,2.03
medium_variant,954,2074,2.025
medium_variant,954,2075,2.019
medium_variant,954,2076,2.014
medium_variant,954,2077,2.009
medium_variant,954,2078,2.003
medium_variant,954,2079,1.997
medium_variant,954,2080,1.991
medium_variant,954,2081,1.985
medium_variant,954,2082,1.978
medium_variant,954,2083,1.972
medium_variant,954,2084,1.966
medium_variant,954,2085,1.96
medium_variant,954,2086,1.954
medium_variant,954,2087,1.948
medium_variant,954,2088,1.943
medium_variant,954,2089,1.938
medium_variant,954,2090,1.933
medium_variant,954,2091,1.928
medium_variant,954,2092,1.924
medium_variant,954,2093,1.92
medium_variant,954,2094,1.916
medium_variant,954,2095,1.912
medium_variant,954,2096,1.908
medium_variant,954,2097,1.905
medium_variant,954,2098,1.902
medium_variant,954,2099,1.899
