variant,region,year,totalfertility
estimates,913,1950,6.052
estimates,913,1951,6.056
estimates,913,1952,6.062
estimates,913,1953,6.067
estimates,913,1954,6.072
estimates,913,1955,6.075
estimates,913,1956,6.076
estimates,913,1957,6.077
estimates,913,1958,6.076
estimates,913,1959,6.072
estimates,913,1960,6.065
estimates,913,1961,6.055
estimates,913,1962,6.04
estimates,913,1963,6.019
estimates,913,1964,5.994
estimates,913,1965,5.963
estimates,913,1966,5.928
estimates,913,1967,5.888
estimates,913,1968,5.845
estimates,913,1969,5.799
estimates,913,1970,5.748
estimates,913,1971,5.692
estimates,913,1972,5.629
estimates,913,1973,5.56
estimates,913,1974,5.486
estimates,913,1975,5.406
estimates,913,1976,5.324
estimates,913,1977,5.24
estimates,913,1978,5.155
estimates,913,1979,5.07
estimates,913,1980,4.982
estimates,913,1981,4.891
estimates,913,1982,4.794
estimates,913,1983,4.691
estimates,913,1984,4.582
estimates,913,1985,4.465
estimates,913,1986,4.34
estimates,913,1987,4.209
estimates,913,1988,4.075
estimates,913,1989,3.94
estimates,913,1990,3.808
estimates,913,1991,3.68
estimates,913,1992,3.56
estimates,913,1993,3.449
estimates,913,1994,3.349
estimates,913,1995,3.26
estimates,913,1996,3.183
estimates,913,1997,3.114
estimates,913,1998,3.053
estimates,913,1999,2.999
estimates,913,2000,2.95
estimates,913,2001,2.906
estimates,913,2002,2.866
estimates,913,2003,2.831
estimates,913,2004,2.799
estimates,913,2005,2.771
estimates,913,2006,2.746
estimates,913,2007,2.725
estimates,913,2008,2.707
estimates,913,2009,2.692
estimates,913,2010,2.677
estimates,913,2011,2.661
estimates,913,2012,2.643
estimates,913,2013,2.622
estimates,913,2014,2.598
estimates,913,2015,2.57
medium_variant,913,2015,2.57
medium_variant,913,2016,2.541
medium_variant,913,2017,2.511
medium_variant,913,2018,2.482
medium_variant,913,2019,2.454
medium_variant,913,2020,2.427
medium_variant,913,2021,2.401
medium_variant,913,2022,2.377
medium_variant,913,2023,2.354
medium_variant,913,2024,2.332
medium_variant,913,2025,2.31
medium_variant,913,2026,2.289
medium_variant,913,2027,2.269
medium_variant,913,2028,2.249
medium_variant,913,2029,2.23
medium_variant,913,2030,2.211
medium_variant,913,2031,2.193
medium_variant,913,2032,2.175
medium_variant,913,2033,2.158
medium_variant,913,2034,2.142
medium_variant,913,2035,2.126
medium_variant,913,2036,2.11
medium_variant,913,2037,2.096
medium_variant,913,2038,2.081
medium_variant,913,2039,2.067
medium_variant,913,2040,2.054
medium_variant,913,2041,2.041
medium_variant,913,2042,2.029
medium_variant,913,2043,2.017
medium_variant,913,2044,2.005
medium_variant,913,2045,1.994
medium_variant,913,2046,1.983
medium_variant,913,2047,1.972
medium_variant,913,2048,1.962
medium_variant,913,2049,1.953
medium_variant,913,2050,1.944
medium_variant,913,2051,1.935
medium_variant,913,2052,1.927
medium_variant,913,2053,1.919
medium_variant,913,2054,1.912
medium_variant,913,2055,1.905
medium_variant,913,2056,1.898
medium_variant,913,2057,1.891
medium_variant,913,2058,1.885
medium_variant,913,2059,1.88
medium_variant,913,2060,1.875
medium_variant,913,2061,1.87
medium_variant,913,2062,1.865
medium_variant,913,2063,1.861
medium_variant,913,2064,1.857
medium_variant,913,2065,1.853
medium_variant,913,2066,1.849
medium_variant,913,2067,1.845
medium_variant,913,2068,1.842
medium_variant,913,2069,1.838
medium_variant,913,2070,1.835
medium_variant,913,2071,1.832
medium_variant,913,2072,1.83
medium_variant,913,2073,1.827
medium_variant,913,2074,1.825
medium_variant,913,2075,1.823
medium_variant,913,2076,1.821
medium_variant,913,2077,1.819
medium_variant,913,2078,1.818
medium_variant,913,2079,1.816
medium_variant,913,2080,1.815
medium_variant,913,2081,1.813
medium_variant,913,2082,1.812
medium_variant,913,2083,1.811
medium_variant,913,2084,1.809
medium_variant,913,2085,1.808
medium_variant,913,2086,1.808
medium_variant,913,2087,1.807
medium_variant,913,2088,1.806
medium_variant,913,2089,1.806
medium_variant,913,2090,1.805
medium_variant,913,2091,1.805
medium_variant,913,2092,1.804
medium_variant,913,2093,1.804
medium_variant,913,2094,1.804
medium_variant,913,2095,1.804
medium_variant,913,2096,1.804
medium_variant,913,2097,1.804
medium_variant,913,2098,1.804
medium_variant,913,2099,1.804
