variant,region,year,totalfertility
estimates,941,1950,6.561
estimates,941,1951,6.564
estimates,941,1952,6.57
estimates,941,1953,6.578
estimates,941,1954,6.588
estimates,941,1955,6.6
estimates,941,1956,6.614
estimates,941,1957,6.629
estimates,941,1958,6.645
estimates,941,1959,6.662
estimates,941,1960,6.68
estimates,941,1961,6.697
estimates,941,1962,6.713
estimates,941,1963,6.728
estimates,941,1964,6.741
estimates,941,1965,6.751
estimates,941,1966,6.759
estimates,941,1967,6.764
estimates,941,1968,6.768
estimates,941,1969,6.769
estimates,941,1970,6.768
estimates,941,1971,6.764
estimates,941,1972,6.758
estimates,941,1973,6.749
estimates,941,1974,6.738
estimates,941,1975,6.725
estimates,941,1976,6.711
estimates,941,1977,6.695
estimates,941,1978,6.677
estimates,941,1979,6.656
estimates,941,1980,6.631
estimates,941,1981,6.598
estimates,941,1982,6.557
estimates,941,1983,6.507
estimates,941,1984,6.449
estimates,941,1985,6.381
estimates,941,1986,6.306
estimates,941,1987,6.225
estimates,941,1988,6.141
estimates,941,1989,6.055
estimates,941,1990,5.969
estimates,941,1991,5.885
estimates,941,1992,5.801
estimates,941,1993,5.72
estimates,941,1994,5.64
estimates,941,1995,5.563
estimates,941,1996,5.487
estimates,941,1997,5.412
estimates,941,1998,5.338
estimates,941,1999,5.263
estimates,941,2000,5.188
estimates,941,2001,5.113
estimates,941,2002,5.038
estimates,941,2003,4.963
estimates,941,2004,4.889
estimates,941,2005,4.815
estimates,941,2006,4.742
estimates,941,2007,4.67
estimates,941,2008,4.599
estimates,941,2009,4.529
estimates,941,2010,4.461
estimates,941,2011,4.395
estimates,941,2012,4.331
estimates,941,2013,4.268
estimates,941,2014,4.208
estimates,941,2015,4.15
medium_variant,941,2015,4.15
medium_variant,941,2016,4.093
medium_variant,941,2017,4.038
medium_variant,941,2018,3.984
medium_variant,941,2019,3.932
medium_variant,941,2020,3.88
medium_variant,941,2021,3.83
medium_variant,941,2022,3.781
medium_variant,941,2023,3.733
medium_variant,941,2024,3.688
medium_variant,941,2025,3.644
medium_variant,941,2026,3.601
medium_variant,941,2027,3.56
medium_variant,941,2028,3.52
medium_variant,941,2029,3.482
medium_variant,941,2030,3.444
medium_variant,941,2031,3.408
medium_variant,941,2032,3.373
medium_variant,941,2033,3.338
medium_variant,941,2034,3.305
medium_variant,941,2035,3.272
medium_variant,941,2036,3.24
medium_variant,941,2037,3.209
medium_variant,941,2038,3.179
medium_variant,941,2039,3.149
medium_variant,941,2040,3.119
medium_variant,941,2041,3.091
medium_variant,941,2042,3.062
medium_variant,941,2043,3.035
medium_variant,941,2044,3.007
medium_variant,941,2045,2.98
medium_variant,941,2046,2.954
medium_variant,941,2047,2.928
medium_variant,941,2048,2.902
medium_variant,941,2049,2.877
medium_variant,941,2050,2.853
medium_variant,941,2051,2.829
medium_variant,941,2052,2.805
medium_variant,941,2053,2.782
medium_variant,941,2054,2.76
medium_variant,941,2055,2.738
medium_variant,941,2056,2.716
medium_variant,941,2057,2.695
medium_variant,941,2058,2.675
medium_variant,941,2059,2.655
medium_variant,941,2060,2.636
medium_variant,941,2061,2.617
medium_variant,941,2062,2.599
medium_variant,941,2063,2.58
medium_variant,941,2064,2.563
medium_variant,941,2065,2.545
medium_variant,941,2066,2.528
medium_variant,941,2067,2.511
medium_variant,941,2068,2.495
medium_variant,941,2069,2.479
medium_variant,941,2070,2.463
medium_variant,941,2071,2.447
medium_variant,941,2072,2.432
medium_variant,941,2073,2.417
medium_variant,941,2074,2.402
medium_variant,941,2075,2.388
medium_variant,941,2076,2.374
medium_variant,941,2077,2.36
medium_variant,941,2078,2.346
medium_variant,941,2079,2.333
medium_variant,941,2080,2.319
medium_variant,941,2081,2.306
medium_variant,941,2082,2.293
medium_variant,941,2083,2.281
medium_variant,941,2084,2.268
medium_variant,941,2085,2.256
medium_variant,941,2086,2.244
medium_variant,941,2087,2.233
medium_variant,941,2088,2.221
medium_variant,941,2089,2.21
medium_variant,941,2090,2.199
medium_variant,941,2091,2.188
medium_variant,941,2092,2.177
medium_variant,941,2093,2.167
medium_variant,941,2094,2.156
medium_variant,941,2095,2.146
medium_variant,941,2096,2.136
medium_variant,941,2097,2.126
medium_variant,941,2098,2.116
medium_variant,941,2099,2.107
