variant,region,year,totalfertility
estimates,901,1950,2.807
estimates,901,1951,2.812
estimates,901,1952,2.82
estimates,901,1953,2.824
estimates,901,1954,2.825
estimates,901,1955,2.822
estimates,901,1956,2.815
estimates,901,1957,2.805
estimates,901,1958,2.79
estimates,901,1959,2.771
estimates,901,1960,2.745
estimates,901,1961,2.714
estimates,901,1962,2.676
estimates,901,1963,2.632
estimates,901,1964,2.582
estimates,901,1965,2.529
estimates,901,1966,2.474
estimates,901,1967,2.42
estimates,901,1968,2.366
estimates,901,1969,2.316
estimates,901,1970,2.267
estimates,901,1971,2.219
estimates,901,1972,2.171
estimates,901,1973,2.122
estimates,901,1974,2.073
estimates,901,1975,2.026
estimates,901,1976,1.982
estimates,901,1977,1.943
estimates,901,1978,1.911
estimates,901,1979,1.886
estimates,901,1980,1.867
estimates,901,1981,1.855
estimates,901,1982,1.847
estimates,901,1983,1.841
estimates,901,1984,1.837
estimates,901,1985,1.831
estimates,901,1986,1.822
estimates,901,1987,1.809
estimates,901,1988,1.791
estimates,901,1989,1.77
estimates,901,1990,1.744
estimates,901,1991,1.715
estimates,901,1992,1.686
estimates,901,1993,1.657
estimates,901,1994,1.63
estimates,901,1995,1.607
estimates,901,1996,1.587
estimates,901,1997,1.573
estimates,901,1998,1.563
estimates,901,1999,1.557
estimates,901,2000,1.557
estimates,901,2001,1.563
estimates,901,2002,1.574
estimates,901,2003,1.588
estimates,901,2004,1.605
estimates,901,2005,1.623
estimates,901,2006,1.639
estimates,901,2007,1.653
estimates,901,2008,1.664
estimates,901,2009,1.67
estimates,901,2010,1.673
estimates,901,2011,1.674
estimates,901,2012,1.674
estimates,901,2013,1.674
estimates,901,2014,1.676
estimates,901,2015,1.679
medium_variant,901,2015,1.679
medium_variant,901,2016,1.683
medium_variant,901,2017,1.688
medium_variant,901,2018,1.693
medium_variant,901,2019,1.698
medium_variant,901,2020,1.704
medium_variant,901,2021,1.709
medium_variant,901,2022,1.715
medium_variant,901,2023,1.721
medium_variant,901,2024,1.727
medium_variant,901,2025,1.733
medium_variant,901,2026,1.739
medium_variant,901,2027,1.745
medium_variant,901,2028,1.751
medium_variant,901,2029,1.756
medium_variant,901,2030,1.761
medium_variant,901,2031,1.765
medium_variant,901,2032,1.768
medium_variant,901,2033,1.772
medium_variant,901,2034,1.775
medium_variant,901,2035,1.779
medium_variant,901,2036,1.782
medium_variant,901,2037,1.785
medium_variant,901,2038,1.788
medium_variant,901,2039,1.791
medium_variant,901,2040,1.794
medium_variant,901,2041,1.797
medium_variant,901,2042,1.799
medium_variant,901,2043,1.802
medium_variant,901,2044,1.805
medium_variant,901,2045,1.807
medium_variant,901,2046,1.81
medium_variant,901,2047,1.812
medium_variant,901,2048,1.815
medium_variant,901,2049,1.817
medium_variant,901,2050,1.819
medium_variant,901,2051,1.821
medium_variant,901,2052,1.823
medium_variant,901,2053,1.825
medium_variant,901,2054,1.827
medium_variant,901,2055,1.828
medium_variant,901,2056,1.83
medium_variant,901,2057,1.831
medium_variant,901,2058,1.832
medium_variant,901,2059,1.834
medium_variant,901,2060,1.835
medium_variant,901,2061,1.836
medium_variant,901,2062,1.837
medium_variant,901,2063,1.838
medium_variant,901,2064,1.839
medium_variant,901,2065,1.84
medium_variant,901,2066,1.841
medium_variant,901,2067,1.842
medium_variant,901,2068,1.843
medium_variant,901,2069,1.844
medium_variant,901,2070,1.845
medium_variant,901,2071,1.846
medium_variant,901,2072,1.847
medium_variant,901,2073,1.848
medium_variant,901,2074,1.849
medium_variant,901,2075,1.85
medium_variant,901,2076,1.851
medium_variant,901,2077,1.852
medium_variant,901,2078,1.853
medium_variant,901,2079,1.854
medium_variant,901,2080,1.854
medium_variant,901,2081,1.855
medium_variant,901,2082,1.856
medium_variant,901,2083,1.856
medium_variant,901,2084,1.857
medium_variant,901,2085,1.858
medium_variant,901,2086,1.858
medium_variant,901,2087,1.859
medium_variant,901,2088,1.859
medium_variant,901,2089,1.86
medium_variant,901,2090,1.86
medium_variant,901,2091,1.861
medium_variant,901,2092,1.861
medium_variant,901,2093,1.861
medium_variant,901,2094,1.862
medium_variant,901,2095,1.862
medium_variant,901,2096,1.862
medium_variant,901,2097,1.863
medium_variant,901,2098,1.863
medium_variant,901,2099,1.863
