variant,region,year,totalfertility
estimates,947,1950,6.568
estimates,947,1951,6.567
estimates,947,1952,6.566
estimates,947,1953,6.567
estimates,947,1954,6.571
estimates,947,1955,6.577
estimates,947,1956,6.585
estimates,947,1957,6.596
estimates,947,1958,6.608
estimates,947,1959,6.621
estimates,947,1960,6.634
estimates,947,1961,6.646
estimates,947,1962,6.657
estimates,947,1963,6.666
estimates,947,1964,6.674
estimates,947,1965,6.681
estimates,947,1966,6.688
estimates,947,1967,6.697
estimates,947,1968,6.708
estimates,947,1969,6.721
estimates,947,1970,6.736
estimates,947,1971,6.75
estimates,947,1972,6.764
estimates,947,1973,6.775
estimates,947,1974,6.783
estimates,947,1975,6.788
estimates,947,1976,6.788
estimates,947,1977,6.786
estimates,947,1978,6.78
estimates,947,1979,6.77
estimates,947,1980,6.757
estimates,947,1981,6.739
estimates,947,1982,6.716
estimates,947,1983,6.688
estimates,947,1984,6.654
estimates,947,1985,6.614
estimates,947,1986,6.568
estimates,947,1987,6.515
estimates,947,1988,6.456
estimates,947,1989,6.394
estimates,947,1990,6.329
estimates,947,1991,6.263
estimates,947,1992,6.199
estimates,947,1993,6.137
estimates,947,1994,6.078
estimates,947,1995,6.022
estimates,947,1996,5.969
estimates,947,1997,5.919
estimates,947,1998,5.87
estimates,947,1999,5.82
estimates,947,2000,5.772
estimates,947,2001,5.723
estimates,947,2002,5.675
estimates,947,2003,5.626
estimates,947,2004,5.577
estimates,947,2005,5.528
estimates,947,2006,5.477
estimates,947,2007,5.424
estimates,947,2008,5.37
estimates,947,2009,5.313
estimates,947,2010,5.254
estimates,947,2011,5.193
estimates,947,2012,5.129
estimates,947,2013,5.063
estimates,947,2014,4.995
estimates,947,2015,4.927
medium_variant,947,2015,4.927
medium_variant,947,2016,4.857
medium_variant,947,2017,4.788
medium_variant,947,2018,4.719
medium_variant,947,2019,4.651
medium_variant,947,2020,4.584
medium_variant,947,2021,4.519
medium_variant,947,2022,4.455
medium_variant,947,2023,4.392
medium_variant,947,2024,4.33
medium_variant,947,2025,4.269
medium_variant,947,2026,4.21
medium_variant,947,2027,4.152
medium_variant,947,2028,4.095
medium_variant,947,2029,4.039
medium_variant,947,2030,3.984
medium_variant,947,2031,3.931
medium_variant,947,2032,3.878
medium_variant,947,2033,3.827
medium_variant,947,2034,3.777
medium_variant,947,2035,3.728
medium_variant,947,2036,3.68
medium_variant,947,2037,3.634
medium_variant,947,2038,3.588
medium_variant,947,2039,3.543
medium_variant,947,2040,3.5
medium_variant,947,2041,3.457
medium_variant,947,2042,3.416
medium_variant,947,2043,3.375
medium_variant,947,2044,3.335
medium_variant,947,2045,3.296
medium_variant,947,2046,3.258
medium_variant,947,2047,3.221
medium_variant,947,2048,3.184
medium_variant,947,2049,3.149
medium_variant,947,2050,3.114
medium_variant,947,2051,3.08
medium_variant,947,2052,3.047
medium_variant,947,2053,3.014
medium_variant,947,2054,2.983
medium_variant,947,2055,2.952
medium_variant,947,2056,2.922
medium_variant,947,2057,2.892
medium_variant,947,2058,2.864
medium_variant,947,2059,2.836
medium_variant,947,2060,2.81
medium_variant,947,2061,2.784
medium_variant,947,2062,2.759
medium_variant,947,2063,2.734
medium_variant,947,2064,2.71
medium_variant,947,2065,2.687
medium_variant,947,2066,2.664
medium_variant,947,2067,2.642
medium_variant,947,2068,2.621
medium_variant,947,2069,2.599
medium_variant,947,2070,2.579
medium_variant,947,2071,2.558
medium_variant,947,2072,2.538
medium_variant,947,2073,2.519
medium_variant,947,2074,2.5
medium_variant,947,2075,2.482
medium_variant,947,2076,2.464
medium_variant,947,2077,2.446
medium_variant,947,2078,2.429
medium_variant,947,2079,2.412
medium_variant,947,2080,2.395
medium_variant,947,2081,2.379
medium_variant,947,2082,2.363
medium_variant,947,2083,2.348
medium_variant,947,2084,2.333
medium_variant,947,2085,2.318
medium_variant,947,2086,2.304
medium_variant,947,2087,2.289
medium_variant,947,2088,2.276
medium_variant,947,2089,2.262
medium_variant,947,2090,2.249
medium_variant,947,2091,2.236
medium_variant,947,2092,2.223
medium_variant,947,2093,2.21
medium_variant,947,2094,2.198
medium_variant,947,2095,2.186
medium_variant,947,2096,2.174
medium_variant,947,2097,2.162
medium_variant,947,2098,2.151
medium_variant,947,2099,2.139
