variant,region,year,totalfertility
estimates,1503,1950,2.948
estimates,1503,1951,2.957
estimates,1503,1952,2.975
estimates,1503,1953,2.99
estimates,1503,1954,3.002
estimates,1503,1955,3.012
estimates,1503,1956,3.019
estimates,1503,1957,3.022
estimates,1503,1958,3.021
estimates,1503,1959,3.015
estimates,1503,1960,3.003
estimates,1503,1961,2.982
estimates,1503,1962,2.952
estimates,1503,1963,2.913
estimates,1503,1964,2.865
estimates,1503,1965,2.809
estimates,1503,1966,2.747
estimates,1503,1967,2.681
estimates,1503,1968,2.614
estimates,1503,1969,2.546
estimates,1503,1970,2.479
estimates,1503,1971,2.412
estimates,1503,1972,2.345
estimates,1503,1973,2.279
estimates,1503,1974,2.213
estimates,1503,1975,2.151
estimates,1503,1976,2.094
estimates,1503,1977,2.045
estimates,1503,1978,2.002
estimates,1503,1979,1.968
estimates,1503,1980,1.94
estimates,1503,1981,1.918
estimates,1503,1982,1.9
estimates,1503,1983,1.883
estimates,1503,1984,1.866
estimates,1503,1985,1.851
estimates,1503,1986,1.836
estimates,1503,1987,1.823
estimates,1503,1988,1.813
estimates,1503,1989,1.804
estimates,1503,1990,1.795
estimates,1503,1991,1.786
estimates,1503,1992,1.776
estimates,1503,1993,1.764
estimates,1503,1994,1.75
estimates,1503,1995,1.735
estimates,1503,1996,1.719
estimates,1503,1997,1.705
estimates,1503,1998,1.692
estimates,1503,1999,1.682
estimates,1503,2000,1.676
estimates,1503,2001,1.675
estimates,1503,2002,1.678
estimates,1503,2003,1.685
estimates,1503,2004,1.694
estimates,1503,2005,1.705
estimates,1503,2006,1.714
estimates,1503,2007,1.72
estimates,1503,2008,1.722
estimates,1503,2009,1.72
estimates,1503,2010,1.716
estimates,1503,2011,1.709
estimates,1503,2012,1.704
estimates,1503,2013,1.7
estimates,1503,2014,1.699
estimates,1503,2015,1.701
medium_variant,1503,2015,1.701
medium_variant,1503,2016,1.705
medium_variant,1503,2017,1.71
medium_variant,1503,2018,1.715
medium_variant,1503,2019,1.719
medium_variant,1503,2020,1.724
medium_variant,1503,2021,1.727
medium_variant,1503,2022,1.731
medium_variant,1503,2023,1.735
medium_variant,1503,2024,1.739
medium_variant,1503,2025,1.743
medium_variant,1503,2026,1.747
medium_variant,1503,2027,1.751
medium_variant,1503,2028,1.755
medium_variant,1503,2029,1.759
medium_variant,1503,2030,1.762
medium_variant,1503,2031,1.765
medium_variant,1503,2032,1.768
medium_variant,1503,2033,1.77
medium_variant,1503,2034,1.772
medium_variant,1503,2035,1.774
medium_variant,1503,2036,1.776
medium_variant,1503,2037,1.778
medium_variant,1503,2038,1.779
medium_variant,1503,2039,1.781
medium_variant,1503,2040,1.782
medium_variant,1503,2041,1.784
medium_variant,1503,2042,1.786
medium_variant,1503,2043,1.788
medium_variant,1503,2044,1.789
medium_variant,1503,2045,1.791
medium_variant,1503,2046,1.793
medium_variant,1503,2047,1.795
medium_variant,1503,2048,1.798
medium_variant,1503,2049,1.8
medium_variant,1503,2050,1.802
medium_variant,1503,2051,1.804
medium_variant,1503,2052,1.806
medium_variant,1503,2053,1.808
medium_variant,1503,2054,1.81
medium_variant,1503,2055,1.811
medium_variant,1503,2056,1.813
medium_variant,1503,2057,1.815
medium_variant,1503,2058,1.816
medium_variant,1503,2059,1.818
medium_variant,1503,2060,1.819
medium_variant,1503,2061,1.821
medium_variant,1503,2062,1.822
medium_variant,1503,2063,1.823
medium_variant,1503,2064,1.824
medium_variant,1503,2065,1.825
medium_variant,1503,2066,1.826
medium_variant,1503,2067,1.827
medium_variant,1503,2068,1.828
medium_variant,1503,2069,1.829
medium_variant,1503,2070,1.829
medium_variant,1503,2071,1.83
medium_variant,1503,2072,1.831
medium_variant,1503,2073,1.832
medium_variant,1503,2074,1.833
medium_variant,1503,2075,1.834
medium_variant,1503,2076,1.834
medium_variant,1503,2077,1.835
medium_variant,1503,2078,1.836
medium_variant,1503,2079,1.837
medium_variant,1503,2080,1.838
medium_variant,1503,2081,1.839
medium_variant,1503,2082,1.84
medium_variant,1503,2083,1.84
medium_variant,1503,2084,1.841
medium_variant,1503,2085,1.842
medium_variant,1503,2086,1.843
medium_variant,1503,2087,1.844
medium_variant,1503,2088,1.844
medium_variant,1503,2089,1.845
medium_variant,1503,2090,1.846
medium_variant,1503,2091,1.847
medium_variant,1503,2092,1.847
medium_variant,1503,2093,1.848
medium_variant,1503,2094,1.849
medium_variant,1503,2095,1.849
medium_variant,1503,2096,1.85
medium_variant,1503,2097,1.85
medium_variant,1503,2098,1.85
medium_variant,1503,2099,1.85
