variant,region,year,totalfertility
estimates,915,1950,5.417
estimates,915,1951,5.367
estimates,915,1952,5.278
estimates,915,1953,5.215
estimates,915,1954,5.178
estimates,915,1955,5.166
estimates,915,1956,5.177
estimates,915,1957,5.209
estimates,915,1958,5.258
estimates,915,1959,5.314
estimates,915,1960,5.37
estimates,915,1961,5.414
estimates,915,1962,5.436
estimates,915,1963,5.428
estimates,915,1964,5.387
estimates,915,1965,5.314
estimates,915,1966,5.214
estimates,915,1967,5.097
estimates,915,1968,4.971
estimates,915,1969,4.841
estimates,915,1970,4.708
estimates,915,1971,4.569
estimates,915,1972,4.422
estimates,915,1973,4.269
estimates,915,1974,4.112
estimates,915,1975,3.961
estimates,915,1976,3.823
estimates,915,1977,3.704
estimates,915,1978,3.607
estimates,915,1979,3.533
estimates,915,1980,3.478
estimates,915,1981,3.437
estimates,915,1982,3.401
estimates,915,1983,3.364
estimates,915,1984,3.322
estimates,915,1985,3.273
estimates,915,1986,3.217
estimates,915,1987,3.157
estimates,915,1988,3.095
estimates,915,1989,3.034
estimates,915,1990,2.975
estimates,915,1991,2.917
estimates,915,1992,2.864
estimates,915,1993,2.814
estimates,915,1994,2.768
estimates,915,1995,2.726
estimates,915,1996,2.687
estimates,915,1997,2.652
estimates,915,1998,2.618
estimates,915,1999,2.586
estimates,915,2000,2.556
estimates,915,2001,2.527
estimates,915,2002,2.499
estimates,915,2003,2.474
estimates,915,2004,2.451
estimates,915,2005,2.429
estimates,915,2006,2.408
estimates,915,2007,2.388
estimates,915,2008,2.368
estimates,915,2009,2.349
estimates,915,2010,2.331
estimates,915,2011,2.312
estimates,915,2012,2.293
estimates,915,2013,2.275
estimates,915,2014,2.257
estimates,915,2015,2.239
medium_variant,915,2015,2.239
medium_variant,915,2016,2.222
medium_variant,915,2017,2.206
medium_variant,915,2018,2.19
medium_variant,915,2019,2.175
medium_variant,915,2020,2.16
medium_variant,915,2021,2.146
medium_variant,915,2022,2.132
medium_variant,915,2023,2.118
medium_variant,915,2024,2.105
medium_variant,915,2025,2.092
medium_variant,915,2026,2.079
medium_variant,915,2027,2.066
medium_variant,915,2028,2.054
medium_variant,915,2029,2.042
medium_variant,915,2030,2.029
medium_variant,915,2031,2.018
medium_variant,915,2032,2.006
medium_variant,915,2033,1.994
medium_variant,915,2034,1.983
medium_variant,915,2035,1.972
medium_variant,915,2036,1.961
medium_variant,915,2037,1.95
medium_variant,915,2038,1.94
medium_variant,915,2039,1.931
medium_variant,915,2040,1.922
medium_variant,915,2041,1.913
medium_variant,915,2042,1.905
medium_variant,915,2043,1.897
medium_variant,915,2044,1.889
medium_variant,915,2045,1.882
medium_variant,915,2046,1.874
medium_variant,915,2047,1.868
medium_variant,915,2048,1.861
medium_variant,915,2049,1.855
medium_variant,915,2050,1.849
medium_variant,915,2051,1.844
medium_variant,915,2052,1.839
medium_variant,915,2053,1.834
medium_variant,915,2054,1.829
medium_variant,915,2055,1.825
medium_variant,915,2056,1.82
medium_variant,915,2057,1.816
medium_variant,915,2058,1.813
medium_variant,915,2059,1.809
medium_variant,915,2060,1.806
medium_variant,915,2061,1.803
medium_variant,915,2062,1.8
medium_variant,915,2063,1.798
medium_variant,915,2064,1.796
medium_variant,915,2065,1.794
medium_variant,915,2066,1.792
medium_variant,915,2067,1.79
medium_variant,915,2068,1.789
medium_variant,915,2069,1.787
medium_variant,915,2070,1.786
medium_variant,915,2071,1.785
medium_variant,915,2072,1.784
medium_variant,915,2073,1.783
medium_variant,915,2074,1.783
medium_variant,915,2075,1.782
medium_variant,915,2076,1.782
medium_variant,915,2077,1.781
medium_variant,915,2078,1.781
medium_variant,915,2079,1.781
medium_variant,915,2080,1.781
medium_variant,915,2081,1.781
medium_variant,915,2082,1.781
medium_variant,915,2083,1.781
medium_variant,915,2084,1.782
medium_variant,915,2085,1.782
medium_variant,915,2086,1.782
medium_variant,915,2087,1.783
medium_variant,915,2088,1.783
medium_variant,915,2089,1.784
medium_variant,915,2090,1.784
medium_variant,915,2091,1.784
medium_variant,915,2092,1.785
medium_variant,915,2093,1.785
medium_variant,915,2094,1.786
medium_variant,915,2095,1.786
medium_variant,915,2096,1.786
medium_variant,915,2097,1.787
medium_variant,915,2098,1.787
medium_variant,915,2099,1.787
