variant,region,year,totalfertility
estimates,957,1950,6.72
estimates,957,1951,6.735
estimates,957,1952,6.764
estimates,957,1953,6.79
estimates,957,1954,6.815
estimates,957,1955,6.836
estimates,957,1956,6.855
estimates,957,1957,6.871
estimates,957,1958,6.881
estimates,957,1959,6.885
estimates,957,1960,6.881
estimates,957,1961,6.864
estimates,957,1962,6.834
estimates,957,1963,6.789
estimates,957,1964,6.727
estimates,957,1965,6.649
estimates,957,1966,6.555
estimates,957,1967,6.446
estimates,957,1968,6.328
estimates,957,1969,6.202
estimates,957,1970,6.073
estimates,957,1971,5.945
estimates,957,1972,5.818
estimates,957,1973,5.696
estimates,957,1974,5.58
estimates,957,1975,5.471
estimates,957,1976,5.369
estimates,957,1977,5.273
estimates,957,1978,5.18
estimates,957,1979,5.09
estimates,957,1980,5.002
estimates,957,1981,4.916
estimates,957,1982,4.831
estimates,957,1983,4.747
estimates,957,1984,4.663
estimates,957,1985,4.58
estimates,957,1986,4.496
estimates,957,1987,4.412
estimates,957,1988,4.329
estimates,957,1989,4.246
estimates,957,1990,4.163
estimates,957,1991,4.079
estimates,957,1992,3.993
estimates,957,1993,3.908
estimates,957,1994,3.824
estimates,957,1995,3.742
estimates,957,1996,3.664
estimates,957,1997,3.591
estimates,957,1998,3.526
estimates,957,1999,3.467
estimates,957,2000,3.416
estimates,957,2001,3.372
estimates,957,2002,3.335
estimates,957,2003,3.301
estimates,957,2004,3.27
estimates,957,2005,3.241
estimates,957,2006,3.211
estimates,957,2007,3.179
estimates,957,2008,3.146
estimates,957,2009,3.11
estimates,957,2010,3.072
estimates,957,2011,3.032
estimates,957,2012,2.993
estimates,957,2013,2.954
estimates,957,2014,2.917
estimates,957,2015,2.881
medium_variant,957,2015,2.881
medium_variant,957,2016,2.848
medium_variant,957,2017,2.817
medium_variant,957,2018,2.787
medium_variant,957,2019,2.759
medium_variant,957,2020,2.733
medium_variant,957,2021,2.709
medium_variant,957,2022,2.686
medium_variant,957,2023,2.665
medium_variant,957,2024,2.646
medium_variant,957,2025,2.628
medium_variant,957,2026,2.611
medium_variant,957,2027,2.596
medium_variant,957,2028,2.581
medium_variant,957,2029,2.567
medium_variant,957,2030,2.554
medium_variant,957,2031,2.541
medium_variant,957,2032,2.528
medium_variant,957,2033,2.516
medium_variant,957,2034,2.503
medium_variant,957,2035,2.49
medium_variant,957,2036,2.477
medium_variant,957,2037,2.464
medium_variant,957,2038,2.45
medium_variant,957,2039,2.436
medium_variant,957,2040,2.422
medium_variant,957,2041,2.408
medium_variant,957,2042,2.393
medium_variant,957,2043,2.379
medium_variant,957,2044,2.364
medium_variant,957,2045,2.35
medium_variant,957,2046,2.336
medium_variant,957,2047,2.323
medium_variant,957,2048,2.31
medium_variant,957,2049,2.297
medium_variant,957,2050,2.284
medium_variant,957,2051,2.273
medium_variant,957,2052,2.262
medium_variant,957,2053,2.252
medium_variant,957,2054,2.242
medium_variant,957,2055,2.233
medium_variant,957,2056,2.224
medium_variant,957,2057,2.216
medium_variant,957,2058,2.208
medium_variant,957,2059,2.2
medium_variant,957,2060,2.192
medium_variant,957,2061,2.184
medium_variant,957,2062,2.176
medium_variant,957,2063,2.168
medium_variant,957,2064,2.161
medium_variant,957,2065,2.153
medium_variant,957,2066,2.145
medium_variant,957,2067,2.136
medium_variant,957,2068,2.128
medium_variant,957,2069,2.12
medium_variant,957,2070,2.111
medium_variant,957,2071,2.102
medium_variant,957,2072,2.094
medium_variant,957,2073,2.085
medium_variant,957,2074,2.076
medium_variant,957,2075,2.068
medium_variant,957,2076,2.059
medium_variant,957,2077,2.051
medium_variant,957,2078,2.043
medium_variant,957,2079,2.035
medium_variant,957,2080,2.027
medium_variant,957,2081,2.019
medium_variant,957,2082,2.012
medium_variant,957,2083,2.005
medium_variant,957,2084,1.998
medium_variant,957,2085,1.991
medium_variant,957,2086,1.984
medium_variant,957,2087,1.978
medium_variant,957,2088,1.972
medium_variant,957,2089,1.966
medium_variant,957,2090,1.96
medium_variant,957,2091,1.954
medium_variant,957,2092,1.949
medium_variant,957,2093,1.944
medium_variant,957,2094,1.939
medium_variant,957,2095,1.934
medium_variant,957,2096,1.929
medium_variant,957,2097,1.924
medium_variant,957,2098,1.92
medium_variant,957,2099,1.916
