variant,region,year,totalfertility
estimates,934,1950,6.18
estimates,934,1951,6.123
estimates,934,1952,6.019
estimates,934,1953,5.938
estimates,934,1954,5.88
estimates,934,1955,5.844
estimates,934,1956,5.831
estimates,934,1957,5.838
estimates,934,1958,5.862
estimates,934,1959,5.901
estimates,934,1960,5.949
estimates,934,1961,5.999
estimates,934,1962,6.043
estimates,934,1963,6.076
estimates,934,1964,6.09
estimates,934,1965,6.079
estimates,934,1966,6.04
estimates,934,1967,5.975
estimates,934,1968,5.886
estimates,934,1969,5.773
estimates,934,1970,5.639
estimates,934,1971,5.482
estimates,934,1972,5.308
estimates,934,1973,5.123
estimates,934,1974,4.933
estimates,934,1975,4.747
estimates,934,1976,4.572
estimates,934,1977,4.412
estimates,934,1978,4.27
estimates,934,1979,4.149
estimates,934,1980,4.049
estimates,934,1981,3.972
estimates,934,1982,3.911
estimates,934,1983,3.859
estimates,934,1984,3.813
estimates,934,1985,3.765
estimates,934,1986,3.707
estimates,934,1987,3.638
estimates,934,1988,3.555
estimates,934,1989,3.459
estimates,934,1990,3.352
estimates,934,1991,3.24
estimates,934,1992,3.128
estimates,934,1993,3.023
estimates,934,1994,2.928
estimates,934,1995,2.846
estimates,934,1996,2.778
estimates,934,1997,2.72
estimates,934,1998,2.67
estimates,934,1999,2.629
estimates,934,2000,2.594
estimates,934,2001,2.565
estimates,934,2002,2.54
estimates,934,2003,2.518
estimates,934,2004,2.498
estimates,934,2005,2.479
estimates,934,2006,2.461
estimates,934,2007,2.445
estimates,934,2008,2.43
estimates,934,2009,2.416
estimates,934,2010,2.403
estimates,934,2011,2.39
estimates,934,2012,2.378
estimates,934,2013,2.366
estimates,934,2014,2.354
estimates,934,2015,2.343
medium_variant,934,2015,2.343
medium_variant,934,2016,2.332
medium_variant,934,2017,2.321
medium_variant,934,2018,2.311
medium_variant,934,2019,2.301
medium_variant,934,2020,2.291
medium_variant,934,2021,2.281
medium_variant,934,2022,2.272
medium_variant,934,2023,2.263
medium_variant,934,2024,2.254
medium_variant,934,2025,2.245
medium_variant,934,2026,2.235
medium_variant,934,2027,2.226
medium_variant,934,2028,2.217
medium_variant,934,2029,2.207
medium_variant,934,2030,2.197
medium_variant,934,2031,2.187
medium_variant,934,2032,2.178
medium_variant,934,2033,2.168
medium_variant,934,2034,2.159
medium_variant,934,2035,2.149
medium_variant,934,2036,2.141
medium_variant,934,2037,2.133
medium_variant,934,2038,2.125
medium_variant,934,2039,2.118
medium_variant,934,2040,2.112
medium_variant,934,2041,2.106
medium_variant,934,2042,2.1
medium_variant,934,2043,2.095
medium_variant,934,2044,2.091
medium_variant,934,2045,2.086
medium_variant,934,2046,2.081
medium_variant,934,2047,2.077
medium_variant,934,2048,2.072
medium_variant,934,2049,2.068
medium_variant,934,2050,2.063
medium_variant,934,2051,2.058
medium_variant,934,2052,2.053
medium_variant,934,2053,2.048
medium_variant,934,2054,2.042
medium_variant,934,2055,2.037
medium_variant,934,2056,2.031
medium_variant,934,2057,2.026
medium_variant,934,2058,2.021
medium_variant,934,2059,2.016
medium_variant,934,2060,2.011
medium_variant,934,2061,2.006
medium_variant,934,2062,2.002
medium_variant,934,2063,1.997
medium_variant,934,2064,1.993
medium_variant,934,2065,1.989
medium_variant,934,2066,1.985
medium_variant,934,2067,1.981
medium_variant,934,2068,1.978
medium_variant,934,2069,1.974
medium_variant,934,2070,1.971
medium_variant,934,2071,1.967
medium_variant,934,2072,1.964
medium_variant,934,2073,1.961
medium_variant,934,2074,1.958
medium_variant,934,2075,1.955
medium_variant,934,2076,1.952
medium_variant,934,2077,1.949
medium_variant,934,2078,1.946
medium_variant,934,2079,1.943
medium_variant,934,2080,1.94
medium_variant,934,2081,1.938
medium_variant,934,2082,1.935
medium_variant,934,2083,1.932
medium_variant,934,2084,1.929
medium_variant,934,2085,1.927
medium_variant,934,2086,1.924
medium_variant,934,2087,1.921
medium_variant,934,2088,1.919
medium_variant,934,2089,1.916
medium_variant,934,2090,1.913
medium_variant,934,2091,1.91
medium_variant,934,2092,1.908
medium_variant,934,2093,1.905
medium_variant,934,2094,1.903
medium_variant,934,2095,1.9
medium_variant,934,2096,1.898
medium_variant,934,2097,1.896
medium_variant,934,2098,1.893
medium_variant,934,2099,1.891
