variant,region,year,totalfertility
estimates,910,1950,7.07
estimates,910,1951,7.064
estimates,910,1952,7.052
estimates,910,1953,7.044
estimates,910,1954,7.04
estimates,910,1955,7.039
estimates,910,1956,7.042
estimates,910,1957,7.048
estimates,910,1958,7.057
estimates,910,1959,7.068
estimates,910,1960,7.079
estimates,910,1961,7.089
estimates,910,1962,7.098
estimates,910,1963,7.105
estimates,910,1964,7.109
estimates,910,1965,7.111
estimates,910,1966,7.113
estimates,910,1967,7.115
estimates,910,1968,7.119
estimates,910,1969,7.124
estimates,910,1970,7.13
estimates,910,1971,7.135
estimates,910,1972,7.139
estimates,910,1973,7.14
estimates,910,1974,7.137
estimates,910,1975,7.132
estimates,910,1976,7.124
estimates,910,1977,7.114
estimates,910,1978,7.102
estimates,910,1979,7.089
estimates,910,1980,7.074
estimates,910,1981,7.055
estimates,910,1982,7.033
estimates,910,1983,7.005
estimates,910,1984,6.972
estimates,910,1985,6.931
estimates,910,1986,6.882
estimates,910,1987,6.824
estimates,910,1988,6.758
estimates,910,1989,6.686
estimates,910,1990,6.611
estimates,910,1991,6.535
estimates,910,1992,6.461
estimates,910,1993,6.391
estimates,910,1994,6.326
estimates,910,1995,6.264
estimates,910,1996,6.205
estimates,910,1997,6.145
estimates,910,1998,6.083
estimates,910,1999,6.018
estimates,910,2000,5.948
estimates,910,2001,5.875
estimates,910,2002,5.8
estimates,910,2003,5.722
estimates,910,2004,5.642
estimates,910,2005,5.56
estimates,910,2006,5.476
estimates,910,2007,5.389
estimates,910,2008,5.299
estimates,910,2009,5.208
estimates,910,2010,5.116
estimates,910,2011,5.024
estimates,910,2012,4.933
estimates,910,2013,4.844
estimates,910,2014,4.757
estimates,910,2015,4.673
medium_variant,910,2015,4.673
medium_variant,910,2016,4.592
medium_variant,910,2017,4.513
medium_variant,910,2018,4.436
medium_variant,910,2019,4.361
medium_variant,910,2020,4.287
medium_variant,910,2021,4.216
medium_variant,910,2022,4.147
medium_variant,910,2023,4.08
medium_variant,910,2024,4.015
medium_variant,910,2025,3.952
medium_variant,910,2026,3.892
medium_variant,910,2027,3.833
medium_variant,910,2028,3.777
medium_variant,910,2029,3.723
medium_variant,910,2030,3.671
medium_variant,910,2031,3.62
medium_variant,910,2032,3.571
medium_variant,910,2033,3.524
medium_variant,910,2034,3.478
medium_variant,910,2035,3.433
medium_variant,910,2036,3.39
medium_variant,910,2037,3.349
medium_variant,910,2038,3.308
medium_variant,910,2039,3.269
medium_variant,910,2040,3.231
medium_variant,910,2041,3.195
medium_variant,910,2042,3.159
medium_variant,910,2043,3.124
medium_variant,910,2044,3.09
medium_variant,910,2045,3.057
medium_variant,910,2046,3.024
medium_variant,910,2047,2.993
medium_variant,910,2048,2.962
medium_variant,910,2049,2.932
medium_variant,910,2050,2.903
medium_variant,910,2051,2.874
medium_variant,910,2052,2.846
medium_variant,910,2053,2.819
medium_variant,910,2054,2.793
medium_variant,910,2055,2.768
medium_variant,910,2056,2.743
medium_variant,910,2057,2.719
medium_variant,910,2058,2.695
medium_variant,910,2059,2.673
medium_variant,910,2060,2.65
medium_variant,910,2061,2.629
medium_variant,910,2062,2.608
medium_variant,910,2063,2.588
medium_variant,910,2064,2.569
medium_variant,910,2065,2.55
medium_variant,910,2066,2.531
medium_variant,910,2067,2.513
medium_variant,910,2068,2.496
medium_variant,910,2069,2.478
medium_variant,910,2070,2.462
medium_variant,910,2071,2.445
medium_variant,910,2072,2.429
medium_variant,910,2073,2.413
medium_variant,910,2074,2.398
medium_variant,910,2075,2.383
medium_variant,910,2076,2.368
medium_variant,910,2077,2.354
medium_variant,910,2078,2.34
medium_variant,910,2079,2.326
medium_variant,910,2080,2.313
medium_variant,910,2081,2.3
medium_variant,910,2082,2.287
medium_variant,910,2083,2.275
medium_variant,910,2084,2.263
medium_variant,910,2085,2.251
medium_variant,910,2086,2.239
medium_variant,910,2087,2.227
medium_variant,910,2088,2.216
medium_variant,910,2089,2.205
medium_variant,910,2090,2.194
medium_variant,910,2091,2.184
medium_variant,910,2092,2.173
medium_variant,910,2093,2.163
medium_variant,910,2094,2.153
medium_variant,910,2095,2.143
medium_variant,910,2096,2.133
medium_variant,910,2097,2.123
medium_variant,910,2098,2.113
medium_variant,910,2099,2.104
