variant,region,year,totalfertility
estimates,906,1950,6.102
estimates,906,1951,5.939
estimates,906,1952,5.641
estimates,906,1953,5.401
estimates,906,1954,5.218
estimates,906,1955,5.093
estimates,906,1956,5.023
estimates,906,1957,5.007
estimates,906,1958,5.038
estimates,906,1959,5.11
estimates,906,1960,5.21
estimates,906,1961,5.328
estimates,906,1962,5.447
estimates,906,1963,5.551
estimates,906,1964,5.626
estimates,906,1965,5.657
estimates,906,1966,5.636
estimates,906,1967,5.563
estimates,906,1968,5.441
estimates,906,1969,5.273
estimates,906,1970,5.058
estimates,906,1971,4.797
estimates,906,1972,4.5
estimates,906,1973,4.184
estimates,906,1974,3.861
estimates,906,1975,3.549
estimates,906,1976,3.263
estimates,906,1977,3.014
estimates,906,1978,2.808
estimates,906,1979,2.651
estimates,906,1980,2.546
estimates,906,1981,2.494
estimates,906,1982,2.484
estimates,906,1983,2.5
estimates,906,1984,2.53
estimates,906,1985,2.557
estimates,906,1986,2.563
estimates,906,1987,2.54
estimates,906,1988,2.481
estimates,906,1989,2.388
estimates,906,1990,2.265
estimates,906,1991,2.121
estimates,906,1992,1.975
estimates,906,1993,1.84
estimates,906,1994,1.724
estimates,906,1995,1.632
estimates,906,1996,1.568
estimates,906,1997,1.524
estimates,906,1998,1.497
estimates,906,1999,1.484
estimates,906,2000,1.482
estimates,906,2001,1.488
estimates,906,2002,1.5
estimates,906,2003,1.513
estimates,906,2004,1.526
estimates,906,2005,1.537
estimates,906,2006,1.547
estimates,906,2007,1.555
estimates,906,2008,1.563
estimates,906,2009,1.57
estimates,906,2010,1.578
estimates,906,2011,1.584
estimates,906,2012,1.59
estimates,906,2013,1.596
estimates,906,2014,1.601
estimates,906,2015,1.606
medium_variant,906,2015,1.606
medium_variant,906,2016,1.61
medium_variant,906,2017,1.614
medium_variant,906,2018,1.618
medium_variant,906,2019,1.621
medium_variant,906,2020,1.625
medium_variant,906,2021,1.629
medium_variant,906,2022,1.634
medium_variant,906,2023,1.64
medium_variant,906,2024,1.646
medium_variant,906,2025,1.652
medium_variant,906,2026,1.66
medium_variant,906,2027,1.667
medium_variant,906,2028,1.674
medium_variant,906,2029,1.681
medium_variant,906,2030,1.688
medium_variant,906,2031,1.694
medium_variant,906,2032,1.7
medium_variant,906,2033,1.705
medium_variant,906,2034,1.709
medium_variant,906,2035,1.713
medium_variant,906,2036,1.717
medium_variant,906,2037,1.719
medium_variant,906,2038,1.722
medium_variant,906,2039,1.724
medium_variant,906,2040,1.725
medium_variant,906,2041,1.727
medium_variant,906,2042,1.729
medium_variant,906,2043,1.73
medium_variant,906,2044,1.732
medium_variant,906,2045,1.734
medium_variant,906,2046,1.736
medium_variant,906,2047,1.737
medium_variant,906,2048,1.739
medium_variant,906,2049,1.741
medium_variant,906,2050,1.743
medium_variant,906,2051,1.745
medium_variant,906,2052,1.748
medium_variant,906,2053,1.75
medium_variant,906,2054,1.752
medium_variant,906,2055,1.754
medium_variant,906,2056,1.756
medium_variant,906,2057,1.759
medium_variant,906,2058,1.761
medium_variant,906,2059,1.764
medium_variant,906,2060,1.766
medium_variant,906,2061,1.768
medium_variant,906,2062,1.77
medium_variant,906,2063,1.772
medium_variant,906,2064,1.774
medium_variant,906,2065,1.776
medium_variant,906,2066,1.778
medium_variant,906,2067,1.779
medium_variant,906,2068,1.78
medium_variant,906,2069,1.782
medium_variant,906,2070,1.783
medium_variant,906,2071,1.784
medium_variant,906,2072,1.784
medium_variant,906,2073,1.785
medium_variant,906,2074,1.786
medium_variant,906,2075,1.786
medium_variant,906,2076,1.786
medium_variant,906,2077,1.787
medium_variant,906,2078,1.787
medium_variant,906,2079,1.787
medium_variant,906,2080,1.788
medium_variant,906,2081,1.788
medium_variant,906,2082,1.789
medium_variant,906,2083,1.79
medium_variant,906,2084,1.79
medium_variant,906,2085,1.791
medium_variant,906,2086,1.792
medium_variant,906,2087,1.793
medium_variant,906,2088,1.794
medium_variant,906,2089,1.795
medium_variant,906,2090,1.796
medium_variant,906,2091,1.797
medium_variant,906,2092,1.798
medium_variant,906,2093,1.798
medium_variant,906,2094,1.799
medium_variant,906,2095,1.8
medium_variant,906,2096,1.801
medium_variant,906,2097,1.802
medium_variant,906,2098,1.803
medium_variant,906,2099,1.804
