variant,region,year,totalfertility
estimates,1502,1950,5.811
estimates,1502,1951,5.704
estimates,1502,1952,5.51
estimates,1502,1953,5.356
estimates,1502,1954,5.241
estimates,1502,1955,5.165
estimates,1502,1956,5.127
estimates,1502,1957,5.126
estimates,1502,1958,5.156
estimates,1502,1959,5.213
estimates,1502,1960,5.287
estimates,1502,1961,5.37
estimates,1502,1962,5.449
estimates,1502,1963,5.514
estimates,1502,1964,5.555
estimates,1502,1965,5.562
estimates,1502,1966,5.53
estimates,1502,1967,5.46
estimates,1502,1968,5.357
estimates,1502,1969,5.222
estimates,1502,1970,5.055
estimates,1502,1971,4.857
estimates,1502,1972,4.635
estimates,1502,1973,4.399
estimates,1502,1974,4.158
estimates,1502,1975,3.924
estimates,1502,1976,3.707
estimates,1502,1977,3.513
estimates,1502,1978,3.346
estimates,1502,1979,3.21
estimates,1502,1980,3.11
estimates,1502,1981,3.046
estimates,1502,1982,3.01
estimates,1502,1983,2.993
estimates,1502,1984,2.987
estimates,1502,1985,2.978
estimates,1502,1986,2.954
estimates,1502,1987,2.908
estimates,1502,1988,2.836
estimates,1502,1989,2.738
estimates,1502,1990,2.618
estimates,1502,1991,2.485
estimates,1502,1992,2.352
estimates,1502,1993,2.228
estimates,1502,1994,2.12
estimates,1502,1995,2.032
estimates,1502,1996,1.964
estimates,1502,1997,1.913
estimates,1502,1998,1.874
estimates,1502,1999,1.845
estimates,1502,2000,1.825
estimates,1502,2001,1.812
estimates,1502,2002,1.804
estimates,1502,2003,1.799
estimates,1502,2004,1.797
estimates,1502,2005,1.796
estimates,1502,2006,1.797
estimates,1502,2007,1.8
estimates,1502,2008,1.807
estimates,1502,2009,1.815
estimates,1502,2010,1.824
estimates,1502,2011,1.832
estimates,1502,2012,1.84
estimates,1502,2013,1.845
estimates,1502,2014,1.849
estimates,1502,2015,1.849
medium_variant,1502,2015,1.849
medium_variant,1502,2016,1.848
medium_variant,1502,2017,1.845
medium_variant,1502,2018,1.841
medium_variant,1502,2019,1.837
medium_variant,1502,2020,1.833
medium_variant,1502,2021,1.83
medium_variant,1502,2022,1.826
medium_variant,1502,2023,1.823
medium_variant,1502,2024,1.82
medium_variant,1502,2025,1.817
medium_variant,1502,2026,1.815
medium_variant,1502,2027,1.813
medium_variant,1502,2028,1.812
medium_variant,1502,2029,1.811
medium_variant,1502,2030,1.81
medium_variant,1502,2031,1.809
medium_variant,1502,2032,1.809
medium_variant,1502,2033,1.809
medium_variant,1502,2034,1.809
medium_variant,1502,2035,1.809
medium_variant,1502,2036,1.809
medium_variant,1502,2037,1.81
medium_variant,1502,2038,1.811
medium_variant,1502,2039,1.812
medium_variant,1502,2040,1.813
medium_variant,1502,2041,1.815
medium_variant,1502,2042,1.816
medium_variant,1502,2043,1.818
medium_variant,1502,2044,1.819
medium_variant,1502,2045,1.821
medium_variant,1502,2046,1.822
medium_variant,1502,2047,1.823
medium_variant,1502,2048,1.825
medium_variant,1502,2049,1.826
medium_variant,1502,2050,1.827
medium_variant,1502,2051,1.828
medium_variant,1502,2052,1.828
medium_variant,1502,2053,1.829
medium_variant,1502,2054,1.829
medium_variant,1502,2055,1.829
medium_variant,1502,2056,1.829
medium_variant,1502,2057,1.829
medium_variant,1502,2058,1.83
medium_variant,1502,2059,1.83
medium_variant,1502,2060,1.83
medium_variant,1502,2061,1.83
medium_variant,1502,2062,1.831
medium_variant,1502,2063,1.831
medium_variant,1502,2064,1.832
medium_variant,1502,2065,1.832
medium_variant,1502,2066,1.833
medium_variant,1502,2067,1.833
medium_variant,1502,2068,1.834
medium_variant,1502,2069,1.835
medium_variant,1502,2070,1.835
medium_variant,1502,2071,1.836
medium_variant,1502,2072,1.837
medium_variant,1502,2073,1.838
medium_variant,1502,2074,1.839
medium_variant,1502,2075,1.84
medium_variant,1502,2076,1.84
medium_variant,1502,2077,1.841
medium_variant,1502,2078,1.841
medium_variant,1502,2079,1.842
medium_variant,1502,2080,1.842
medium_variant,1502,2081,1.842
medium_variant,1502,2082,1.843
medium_variant,1502,2083,1.843
medium_variant,1502,2084,1.843
medium_variant,1502,2085,1.843
medium_variant,1502,2086,1.843
medium_variant,1502,2087,1.842
medium_variant,1502,2088,1.842
medium_variant,1502,2089,1.842
medium_variant,1502,2090,1.842
medium_variant,1502,2091,1.841
medium_variant,1502,2092,1.841
medium_variant,1502,2093,1.841
medium_variant,1502,2094,1.84
medium_variant,1502,2095,1.84
medium_variant,1502,2096,1.84
medium_variant,1502,2097,1.839
medium_variant,1502,2098,1.839
medium_variant,1502,2099,1.839
