variant,region,year,totalfertility
estimates,5501,1950,6.033
estimates,5501,1951,6.035
estimates,5501,1952,6.039
estimates,5501,1953,6.043
estimates,5501,1954,6.048
estimates,5501,1955,6.053
estimates,5501,1956,6.059
estimates,5501,1957,6.065
estimates,5501,1958,6.071
estimates,5501,1959,6.075
estimates,5501,1960,6.078
estimates,5501,1961,6.077
estimates,5501,1962,6.073
estimates,5501,1963,6.063
estimates,5501,1964,6.047
estimates,5501,1965,6.024
estimates,5501,1966,5.995
estimates,5501,1967,5.96
estimates,5501,1968,5.918
estimates,5501,1969,5.872
estimates,5501,1970,5.82
estimates,5501,1971,5.762
estimates,5501,1972,5.699
estimates,5501,1973,5.632
estimates,5501,1974,5.562
estimates,5501,1975,5.491
estimates,5501,1976,5.422
estimates,5501,1977,5.356
estimates,5501,1978,5.294
estimates,5501,1979,5.234
estimates,5501,1980,5.176
estimates,5501,1981,5.116
estimates,5501,1982,5.051
estimates,5501,1983,4.98
estimates,5501,1984,4.901
estimates,5501,1985,4.814
estimates,5501,1986,4.72
estimates,5501,1987,4.619
estimates,5501,1988,4.514
estimates,5501,1989,4.408
estimates,5501,1990,4.301
estimates,5501,1991,4.197
estimates,5501,1992,4.095
estimates,5501,1993,3.997
estimates,5501,1994,3.903
estimates,5501,1995,3.813
estimates,5501,1996,3.727
estimates,5501,1997,3.642
estimates,5501,1998,3.558
estimates,5501,1999,3.475
estimates,5501,2000,3.393
estimates,5501,2001,3.312
estimates,5501,2002,3.234
estimates,5501,2003,3.159
estimates,5501,2004,3.086
estimates,5501,2005,3.016
estimates,5501,2006,2.947
estimates,5501,2007,2.879
estimates,5501,2008,2.812
estimates,5501,2009,2.745
estimates,5501,2010,2.681
estimates,5501,2011,2.622
estimates,5501,2012,2.568
estimates,5501,2013,2.522
estimates,5501,2014,2.483
estimates,5501,2015,2.449
medium_variant,5501,2015,2.449
medium_variant,5501,2016,2.421
medium_variant,5501,2017,2.396
medium_variant,5501,2018,2.372
medium_variant,5501,2019,2.349
medium_variant,5501,2020,2.325
medium_variant,5501,2021,2.301
medium_variant,5501,2022,2.277
medium_variant,5501,2023,2.253
medium_variant,5501,2024,2.23
medium_variant,5501,2025,2.208
medium_variant,5501,2026,2.186
medium_variant,5501,2027,2.165
medium_variant,5501,2028,2.145
medium_variant,5501,2029,2.125
medium_variant,5501,2030,2.106
medium_variant,5501,2031,2.088
medium_variant,5501,2032,2.071
medium_variant,5501,2033,2.055
medium_variant,5501,2034,2.04
medium_variant,5501,2035,2.025
medium_variant,5501,2036,2.012
medium_variant,5501,2037,2
medium_variant,5501,2038,1.988
medium_variant,5501,2039,1.977
medium_variant,5501,2040,1.967
medium_variant,5501,2041,1.958
medium_variant,5501,2042,1.949
medium_variant,5501,2043,1.941
medium_variant,5501,2044,1.933
medium_variant,5501,2045,1.925
medium_variant,5501,2046,1.918
medium_variant,5501,2047,1.91
medium_variant,5501,2048,1.903
medium_variant,5501,2049,1.896
medium_variant,5501,2050,1.889
medium_variant,5501,2051,1.881
medium_variant,5501,2052,1.874
medium_variant,5501,2053,1.868
medium_variant,5501,2054,1.861
medium_variant,5501,2055,1.855
medium_variant,5501,2056,1.849
medium_variant,5501,2057,1.843
medium_variant,5501,2058,1.838
medium_variant,5501,2059,1.833
medium_variant,5501,2060,1.828
medium_variant,5501,2061,1.824
medium_variant,5501,2062,1.82
medium_variant,5501,2063,1.816
medium_variant,5501,2064,1.813
medium_variant,5501,2065,1.81
medium_variant,5501,2066,1.807
medium_variant,5501,2067,1.804
medium_variant,5501,2068,1.802
medium_variant,5501,2069,1.799
medium_variant,5501,2070,1.797
medium_variant,5501,2071,1.795
medium_variant,5501,2072,1.794
medium_variant,5501,2073,1.792
medium_variant,5501,2074,1.791
medium_variant,5501,2075,1.789
medium_variant,5501,2076,1.788
medium_variant,5501,2077,1.787
medium_variant,5501,2078,1.786
medium_variant,5501,2079,1.786
medium_variant,5501,2080,1.785
medium_variant,5501,2081,1.784
medium_variant,5501,2082,1.784
medium_variant,5501,2083,1.783
medium_variant,5501,2084,1.782
medium_variant,5501,2085,1.782
medium_variant,5501,2086,1.781
medium_variant,5501,2087,1.78
medium_variant,5501,2088,1.78
medium_variant,5501,2089,1.779
medium_variant,5501,2090,1.779
medium_variant,5501,2091,1.779
medium_variant,5501,2092,1.779
medium_variant,5501,2093,1.779
medium_variant,5501,2094,1.779
medium_variant,5501,2095,1.78
medium_variant,5501,2096,1.78
medium_variant,5501,2097,1.781
medium_variant,5501,2098,1.781
medium_variant,5501,2099,1.782
