variant,region,year,totalfertility
estimates,1500,1950,6.279
estimates,1500,1951,6.314
estimates,1500,1952,6.377
estimates,1500,1953,6.429
estimates,1500,1954,6.469
estimates,1500,1955,6.498
estimates,1500,1956,6.517
estimates,1500,1957,6.526
estimates,1500,1958,6.526
estimates,1500,1959,6.521
estimates,1500,1960,6.513
estimates,1500,1961,6.505
estimates,1500,1962,6.502
estimates,1500,1963,6.505
estimates,1500,1964,6.516
estimates,1500,1965,6.532
estimates,1500,1966,6.553
estimates,1500,1967,6.574
estimates,1500,1968,6.593
estimates,1500,1969,6.608
estimates,1500,1970,6.616
estimates,1500,1971,6.618
estimates,1500,1972,6.615
estimates,1500,1973,6.606
estimates,1500,1974,6.595
estimates,1500,1975,6.582
estimates,1500,1976,6.571
estimates,1500,1977,6.563
estimates,1500,1978,6.558
estimates,1500,1979,6.557
estimates,1500,1980,6.559
estimates,1500,1981,6.559
estimates,1500,1982,6.557
estimates,1500,1983,6.549
estimates,1500,1984,6.534
estimates,1500,1985,6.512
estimates,1500,1986,6.484
estimates,1500,1987,6.451
estimates,1500,1988,6.415
estimates,1500,1989,6.376
estimates,1500,1990,6.336
estimates,1500,1991,6.295
estimates,1500,1992,6.254
estimates,1500,1993,6.213
estimates,1500,1994,6.17
estimates,1500,1995,6.127
estimates,1500,1996,6.082
estimates,1500,1997,6.034
estimates,1500,1998,5.983
estimates,1500,1999,5.928
estimates,1500,2000,5.871
estimates,1500,2001,5.81
estimates,1500,2002,5.748
estimates,1500,2003,5.684
estimates,1500,2004,5.62
estimates,1500,2005,5.554
estimates,1500,2006,5.486
estimates,1500,2007,5.416
estimates,1500,2008,5.344
estimates,1500,2009,5.269
estimates,1500,2010,5.193
estimates,1500,2011,5.115
estimates,1500,2012,5.037
estimates,1500,2013,4.959
estimates,1500,2014,4.882
estimates,1500,2015,4.805
medium_variant,1500,2015,4.805
medium_variant,1500,2016,4.73
medium_variant,1500,2017,4.655
medium_variant,1500,2018,4.582
medium_variant,1500,2019,4.509
medium_variant,1500,2020,4.438
medium_variant,1500,2021,4.368
medium_variant,1500,2022,4.3
medium_variant,1500,2023,4.233
medium_variant,1500,2024,4.168
medium_variant,1500,2025,4.105
medium_variant,1500,2026,4.044
medium_variant,1500,2027,3.985
medium_variant,1500,2028,3.927
medium_variant,1500,2029,3.871
medium_variant,1500,2030,3.817
medium_variant,1500,2031,3.764
medium_variant,1500,2032,3.713
medium_variant,1500,2033,3.664
medium_variant,1500,2034,3.615
medium_variant,1500,2035,3.568
medium_variant,1500,2036,3.523
medium_variant,1500,2037,3.479
medium_variant,1500,2038,3.436
medium_variant,1500,2039,3.394
medium_variant,1500,2040,3.353
medium_variant,1500,2041,3.313
medium_variant,1500,2042,3.274
medium_variant,1500,2043,3.236
medium_variant,1500,2044,3.199
medium_variant,1500,2045,3.162
medium_variant,1500,2046,3.127
medium_variant,1500,2047,3.092
medium_variant,1500,2048,3.058
medium_variant,1500,2049,3.025
medium_variant,1500,2050,2.993
medium_variant,1500,2051,2.961
medium_variant,1500,2052,2.931
medium_variant,1500,2053,2.901
medium_variant,1500,2054,2.872
medium_variant,1500,2055,2.843
medium_variant,1500,2056,2.816
medium_variant,1500,2057,2.789
medium_variant,1500,2058,2.763
medium_variant,1500,2059,2.737
medium_variant,1500,2060,2.713
medium_variant,1500,2061,2.689
medium_variant,1500,2062,2.666
medium_variant,1500,2063,2.643
medium_variant,1500,2064,2.621
medium_variant,1500,2065,2.599
medium_variant,1500,2066,2.578
medium_variant,1500,2067,2.558
medium_variant,1500,2068,2.538
medium_variant,1500,2069,2.518
medium_variant,1500,2070,2.499
medium_variant,1500,2071,2.481
medium_variant,1500,2072,2.463
medium_variant,1500,2073,2.445
medium_variant,1500,2074,2.428
medium_variant,1500,2075,2.411
medium_variant,1500,2076,2.394
medium_variant,1500,2077,2.378
medium_variant,1500,2078,2.362
medium_variant,1500,2079,2.346
medium_variant,1500,2080,2.331
medium_variant,1500,2081,2.316
medium_variant,1500,2082,2.302
medium_variant,1500,2083,2.287
medium_variant,1500,2084,2.273
medium_variant,1500,2085,2.26
medium_variant,1500,2086,2.246
medium_variant,1500,2087,2.233
medium_variant,1500,2088,2.221
medium_variant,1500,2089,2.208
medium_variant,1500,2090,2.196
medium_variant,1500,2091,2.184
medium_variant,1500,2092,2.172
medium_variant,1500,2093,2.161
medium_variant,1500,2094,2.149
medium_variant,1500,2095,2.138
medium_variant,1500,2096,2.128
medium_variant,1500,2097,2.117
medium_variant,1500,2098,2.106
medium_variant,1500,2099,2.096
