variant,region,year,totalfertility
estimates,948,1950,6.028
estimates,948,1951,6.04
estimates,948,1952,6.064
estimates,948,1953,6.086
estimates,948,1954,6.106
estimates,948,1955,6.123
estimates,948,1956,6.137
estimates,948,1957,6.149
estimates,948,1958,6.158
estimates,948,1959,6.163
estimates,948,1960,6.165
estimates,948,1961,6.161
estimates,948,1962,6.151
estimates,948,1963,6.136
estimates,948,1964,6.113
estimates,948,1965,6.084
estimates,948,1966,6.049
estimates,948,1967,6.008
estimates,948,1968,5.962
estimates,948,1969,5.911
estimates,948,1970,5.854
estimates,948,1971,5.792
estimates,948,1972,5.724
estimates,948,1973,5.65
estimates,948,1974,5.572
estimates,948,1975,5.492
estimates,948,1976,5.411
estimates,948,1977,5.332
estimates,948,1978,5.255
estimates,948,1979,5.18
estimates,948,1980,5.107
estimates,948,1981,5.033
estimates,948,1982,4.956
estimates,948,1983,4.876
estimates,948,1984,4.791
estimates,948,1985,4.702
estimates,948,1986,4.61
estimates,948,1987,4.515
estimates,948,1988,4.419
estimates,948,1989,4.324
estimates,948,1990,4.23
estimates,948,1991,4.139
estimates,948,1992,4.051
estimates,948,1993,3.965
estimates,948,1994,3.883
estimates,948,1995,3.805
estimates,948,1996,3.731
estimates,948,1997,3.66
estimates,948,1998,3.594
estimates,948,1999,3.531
estimates,948,2000,3.471
estimates,948,2001,3.416
estimates,948,2002,3.364
estimates,948,2003,3.316
estimates,948,2004,3.271
estimates,948,2005,3.229
estimates,948,2006,3.189
estimates,948,2007,3.151
estimates,948,2008,3.116
estimates,948,2009,3.081
estimates,948,2010,3.048
estimates,948,2011,3.017
estimates,948,2012,2.986
estimates,948,2013,2.957
estimates,948,2014,2.928
estimates,948,2015,2.901
medium_variant,948,2015,2.901
medium_variant,948,2016,2.875
medium_variant,948,2017,2.849
medium_variant,948,2018,2.825
medium_variant,948,2019,2.801
medium_variant,948,2020,2.779
medium_variant,948,2021,2.757
medium_variant,948,2022,2.735
medium_variant,948,2023,2.715
medium_variant,948,2024,2.695
medium_variant,948,2025,2.675
medium_variant,948,2026,2.656
medium_variant,948,2027,2.638
medium_variant,948,2028,2.62
medium_variant,948,2029,2.602
medium_variant,948,2030,2.585
medium_variant,948,2031,2.568
medium_variant,948,2032,2.552
medium_variant,948,2033,2.537
medium_variant,948,2034,2.521
medium_variant,948,2035,2.507
medium_variant,948,2036,2.493
medium_variant,948,2037,2.479
medium_variant,948,2038,2.466
medium_variant,948,2039,2.454
medium_variant,948,2040,2.442
medium_variant,948,2041,2.43
medium_variant,948,2042,2.419
medium_variant,948,2043,2.408
medium_variant,948,2044,2.397
medium_variant,948,2045,2.387
medium_variant,948,2046,2.377
medium_variant,948,2047,2.367
medium_variant,948,2048,2.357
medium_variant,948,2049,2.347
medium_variant,948,2050,2.337
medium_variant,948,2051,2.327
medium_variant,948,2052,2.317
medium_variant,948,2053,2.307
medium_variant,948,2054,2.297
medium_variant,948,2055,2.287
medium_variant,948,2056,2.277
medium_variant,948,2057,2.268
medium_variant,948,2058,2.259
medium_variant,948,2059,2.25
medium_variant,948,2060,2.241
medium_variant,948,2061,2.233
medium_variant,948,2062,2.224
medium_variant,948,2063,2.216
medium_variant,948,2064,2.208
medium_variant,948,2065,2.2
medium_variant,948,2066,2.192
medium_variant,948,2067,2.185
medium_variant,948,2068,2.177
medium_variant,948,2069,2.17
medium_variant,948,2070,2.162
medium_variant,948,2071,2.155
medium_variant,948,2072,2.148
medium_variant,948,2073,2.141
medium_variant,948,2074,2.134
medium_variant,948,2075,2.127
medium_variant,948,2076,2.12
medium_variant,948,2077,2.114
medium_variant,948,2078,2.107
medium_variant,948,2079,2.101
medium_variant,948,2080,2.095
medium_variant,948,2081,2.088
medium_variant,948,2082,2.082
medium_variant,948,2083,2.076
medium_variant,948,2084,2.07
medium_variant,948,2085,2.064
medium_variant,948,2086,2.058
medium_variant,948,2087,2.052
medium_variant,948,2088,2.046
medium_variant,948,2089,2.04
medium_variant,948,2090,2.034
medium_variant,948,2091,2.028
medium_variant,948,2092,2.023
medium_variant,948,2093,2.017
medium_variant,948,2094,2.012
medium_variant,948,2095,2.006
medium_variant,948,2096,2.001
medium_variant,948,2097,1.995
medium_variant,948,2098,1.99
medium_variant,948,2099,1.985
