continent,year,variant,gender,age5yearinterval,population
903,1950,estimates,female,"Region, subregion, country or area *",AFRICA
903,1950,estimates,male,"Region, subregion, country or area *",AFRICA
903,1950,estimates,female,0_4,19214.908
903,1950,estimates,male,0_4,19490.141
903,1950,estimates,female,5_9,14885.105
903,1950,estimates,male,5_9,14945.617
903,1950,estimates,female,10_14,12974.055
903,1950,estimates,male,10_14,13013.759
903,1950,estimates,female,15_19,11566.761
903,1950,estimates,male,15_19,11672.853
903,1950,estimates,female,20_24,10147.32
903,1950,estimates,male,20_24,10201.257
903,1950,estimates,female,25_29,8690.27
903,1950,estimates,male,25_29,8692.865
903,1950,estimates,female,30_34,7448.44
903,1950,estimates,male,30_34,7428.85
903,1950,estimates,female,35_39,6318.15
903,1950,estimates,male,35_39,6292.477
903,1950,estimates,female,40_44,5466.643
903,1950,estimates,male,40_44,5372.181
903,1950,estimates,female,45_49,4625.152
903,1950,estimates,male,45_49,4455.852
903,1950,estimates,female,50_54,3946.879
903,1950,estimates,male,50_54,3641.393
903,1950,estimates,female,55_59,3186.017
903,1950,estimates,male,55_59,2879.834
903,1950,estimates,female,60_64,2509.165
903,1950,estimates,male,60_64,2177.433
903,1950,estimates,female,65_69,1841.041
903,1950,estimates,male,65_69,1551.032
903,1950,estimates,female,70_74,1214.928
903,1950,estimates,male,70_74,983.55
903,1950,estimates,female,75_79,653.542
903,1950,estimates,male,75_79,500.426
903,1950,estimates,female,80plus,396.111
903,1950,estimates,male,80plus,285.999
903,1955,estimates,female,"Region, subregion, country or area *",AFRICA
903,1955,estimates,male,"Region, subregion, country or area *",AFRICA
903,1955,estimates,female,0_4,22001.941
903,1955,estimates,male,0_4,22302.273
903,1955,estimates,female,5_9,16870.934
903,1955,estimates,male,5_9,17084.677
903,1955,estimates,female,10_14,14300.355
903,1955,estimates,male,10_14,14362.059
903,1955,estimates,female,15_19,12567.49
903,1955,estimates,male,15_19,12604.332
903,1955,estimates,female,20_24,11112.307
903,1955,estimates,male,20_24,11147.052
903,1955,estimates,female,25_29,9678.646
903,1955,estimates,male,25_29,9630.523
903,1955,estimates,female,30_34,8243.524
903,1955,estimates,male,30_34,8183.555
903,1955,estimates,female,35_39,7032.308
903,1955,estimates,male,35_39,6966.153
903,1955,estimates,female,40_44,5939.222
903,1955,estimates,male,40_44,5849.341
903,1955,estimates,female,45_49,5121.915
903,1955,estimates,male,45_49,4937.738
903,1955,estimates,female,50_54,4283.968
903,1955,estimates,male,50_54,4019.715
903,1955,estimates,female,55_59,3566.679
903,1955,estimates,male,55_59,3188.044
903,1955,estimates,female,60_64,2746.847
903,1955,estimates,male,60_64,2396.427
903,1955,estimates,female,65_69,1998.411
903,1955,estimates,male,65_69,1667.83
903,1955,estimates,female,70_74,1290.24
903,1955,estimates,male,70_74,1037.127
903,1955,estimates,female,75_79,696.431
903,1955,estimates,male,75_79,527.707
