continent,year,variant,gender,age5yearinterval,population
935,1950,estimates,female,0_4,98128.742
935,1950,estimates,male,0_4,102351.715
935,1950,estimates,female,5_9,77358.593
935,1950,estimates,male,5_9,82627.213
935,1950,estimates,female,10_14,72696.748
935,1950,estimates,male,10_14,78071.888
935,1950,estimates,female,15_19,67374.818
935,1950,estimates,male,15_19,71989.671
935,1950,estimates,female,20_24,59377.507
935,1950,estimates,male,20_24,64237.166
935,1950,estimates,female,25_29,52392.592
935,1950,estimates,male,25_29,55412.282
935,1950,estimates,female,30_34,47442.501
935,1950,estimates,male,30_34,50628.86
935,1950,estimates,female,35_39,42779.291
935,1950,estimates,male,35_39,45604.292
935,1950,estimates,female,40_44,37354.022
935,1950,estimates,male,40_44,39588.753
935,1950,estimates,female,45_49,31986.274
935,1950,estimates,male,45_49,34124.399
935,1950,estimates,female,50_54,26642.981
935,1950,estimates,male,50_54,28141.047
935,1950,estimates,female,55_59,22165.684
935,1950,estimates,male,55_59,22653.573
935,1950,estimates,female,60_64,18559.706
935,1950,estimates,male,60_64,17762.805
935,1950,estimates,female,65_69,13623.163
935,1950,estimates,male,65_69,12107.389
935,1950,estimates,female,70_74,9029.15
935,1950,estimates,male,70_74,7548.014
935,1950,estimates,female,75_79,5186.428
935,1950,estimates,male,75_79,4005.892
935,1955,estimates,female,0_4,121896.674
935,1955,estimates,male,0_4,128029.608
935,1955,estimates,female,5_9,90390.759
935,1955,estimates,male,5_9,94618.944
935,1955,estimates,female,10_14,74952.616
935,1955,estimates,male,10_14,79956.392
935,1955,estimates,female,15_19,70884.353
935,1955,estimates,male,15_19,76036.223
935,1955,estimates,female,20_24,65302.692
935,1955,estimates,male,20_24,69550.121
935,1955,estimates,female,25_29,57150.755
935,1955,estimates,male,25_29,61760.814
935,1955,estimates,female,30_34,50090.878
935,1955,estimates,male,30_34,53092.438
935,1955,estimates,female,35_39,45077.162
935,1955,estimates,male,35_39,48192.409
935,1955,estimates,female,40_44,40250.947
935,1955,estimates,male,40_44,42885.437
935,1955,estimates,female,45_49,34702.054
935,1955,estimates,male,45_49,36438.661
935,1955,estimates,female,50_54,29401.721
935,1955,estimates,male,50_54,30611.712
935,1955,estimates,female,55_59,23930.239
935,1955,estimates,male,55_59,24347.947
935,1955,estimates,female,60_64,18816.823
935,1955,estimates,male,60_64,18267.032
935,1955,estimates,female,65_69,14437.992
935,1955,estimates,male,65_69,12991.777
935,1955,estimates,female,70_74,9559.5
935,1955,estimates,male,70_74,7736.742
935,1955,estimates,female,75_79,5329.528
935,1955,estimates,male,75_79,3959.631
935,1960,estimates,female,0_4,128189.375
935,1960,estimates,male,0_4,134572.1
935,1960,estimates,female,5_9,113449.741
935,1960,estimates,male,5_9,119694.318
935,1960,estimates,female,10_14,88016.873
935,1960,estimates,male,10_14,92143.643
935,1960,estimates,female,15_19,73259.539
935,1960,estimates,male,15_19,78078.546
935,1960,estimates,female,20_24,69026.787
935,1960,estimates,male,20_24,73779.209
935,1960,estimates,female,25_29,63306.747
935,1960,estimates,male,25_29,67409.115
935,1960,estimates,female,30_34,55011.378
