continent,year,variant,gender,age5yearinterval,population
908,1950,estimates,female,0_4,25363.495
908,1950,estimates,male,0_4,26351.326
908,1950,estimates,female,5_9,20691.379
908,1950,estimates,male,5_9,21236.238
908,1950,estimates,female,10_14,25270.365
908,1950,estimates,male,10_14,25709.364
908,1950,estimates,female,15_19,23422.847
908,1950,estimates,male,15_19,23261.198
908,1950,estimates,female,20_24,25339.924
908,1950,estimates,male,20_24,23981.387
908,1950,estimates,female,25_29,23566.018
908,1950,estimates,male,25_29,19695.53
908,1950,estimates,female,30_34,17182.378
908,1950,estimates,male,30_34,14035.693
908,1950,estimates,female,35_39,22348.751
908,1950,estimates,male,35_39,18039.453
908,1950,estimates,female,40_44,21305.973
908,1950,estimates,male,40_44,17890.63
908,1950,estimates,female,45_49,19388.231
908,1950,estimates,male,45_49,16031.975
908,1950,estimates,female,50_54,16607.481
908,1950,estimates,male,50_54,13060.893
908,1950,estimates,female,55_59,14084.394
908,1950,estimates,male,55_59,10482.215
908,1950,estimates,female,60_64,12338.149
908,1950,estimates,male,60_64,8947.21
908,1950,estimates,female,65_69,10036.698
908,1950,estimates,male,65_69,7198.738
908,1950,estimates,female,70_74,7518.985
908,1950,estimates,male,70_74,5314.924
908,1950,estimates,female,75_79,4818.405
908,1950,estimates,male,75_79,3211.563
908,1950,estimates,female,80plus,3600.49
908,1950,estimates,male,80plus,2042.702
908,1955,estimates,female,0_4,27186.883
908,1955,estimates,male,0_4,28414.385
908,1955,estimates,female,5_9,24911.213
908,1955,estimates,male,5_9,25819.23
908,1955,estimates,female,10_14,20617.942
908,1955,estimates,male,10_14,21097.011
908,1955,estimates,female,15_19,25199.573
908,1955,estimates,male,15_19,25445.712
908,1955,estimates,female,20_24,23112.637
908,1955,estimates,male,20_24,22949.214
908,1955,estimates,female,25_29,24891.993
908,1955,estimates,male,25_29,23561.841
908,1955,estimates,female,30_34,23200.259
908,1955,estimates,male,30_34,19336.281
908,1955,estimates,female,35_39,16871.073
908,1955,estimates,male,35_39,13717.976
908,1955,estimates,female,40_44,21968.521
908,1955,estimates,male,40_44,17610.725
908,1955,estimates,female,45_49,20835.026
908,1955,estimates,male,45_49,17297.962
908,1955,estimates,female,50_54,18825.719
908,1955,estimates,male,50_54,15295.353
908,1955,estimates,female,55_59,15905.994
908,1955,estimates,male,55_59,12124.522
908,1955,estimates,female,60_64,13197.724
908,1955,estimates,male,60_64,9384.114
908,1955,estimates,female,65_69,11092.914
908,1955,estimates,male,65_69,7572.998
908,1955,estimates,female,70_74,8370.132
908,1955,estimates,male,70_74,5581.681
908,1955,estimates,female,75_79,5491.937
908,1955,estimates,male,75_79,3554.23
908,1955,estimates,female,80plus,4265.011
908,1955,estimates,male,80plus,2402.561
908,1960,estimates,female,0_4,27934.729
908,1960,estimates,male,0_4,29222.508
908,1960,estimates,female,5_9,26989.27
908,1960,estimates,male,5_9,28142.271
908,1960,estimates,female,10_14,25023.132
908,1960,estimates,male,10_14,26028.802
908,1960,estimates,female,15_19,20545.723
908,1960,estimates,male,15_19,21028.034
908,1960,estimates,female,20_24,24871.48
908,1960,estimates,male,20_24,24946.775
908,1960,estimates,female,25_29,22661.596
908,1960,estimates,male,25_29,22575.444
908,1960,estimates,female,30_34,24558.967
908,1960,estimates,male,30_34,23077.293
908,1960,estimates,female,35_39,22888.228
908,1960,estimates,male,35_39,18880.846
908,1960,estimates,female,40_44,16466.509
908,1960,estimates,male,40_44,13369.672
908,1960,estimates,female,45_49,21498.76
908,1960,estimates,male,45_49,17055.12
908,1960,estimates,female,50_54,20253.296
908,1960,estimates,male,50_54,16558.413
908,1960,estimates,female,55_59,18116.651
908,1960,estimates,male,55_59,14228.37
908,1960,estimates,female,60_64,15065.771
908,1960,estimates,male,60_64,10881.645
908,1960,estimates,female,65_69,12045.877
908,1960,estimates,male,65_69,7952.658
908,1960,estimates,female,70_74,9390.666
908,1960,estimates,male,70_74,5902.229
908,1960,estimates,female,75_79,6198.926
908,1960,estimates,male,75_79,3779.553
908,1960,estimates,female,80plus,5024.085
908,1960,estimates,male,80plus,2762.182
908,1965,estimates,female,0_4,27508.429
908,1965,estimates,male,0_4,28827.926
908,1965,estimates,female,5_9,27932.016
908,1965,estimates,male,5_9,29132.753
908,1965,estimates,female,10_14,26896.686
908,1965,estimates,male,10_14,28075.982
908,1965,estimates,female,15_19,24897.026
908,1965,estimates,male,15_19,25958.036
908,1965,estimates,female,20_24,20396.583
908,1965,estimates,male,20_24,20915.497
908,1965,estimates,female,25_29,24634.301
908,1965,estimates,male,25_29,24766.341
908,1965,estimates,female,30_34,22375.262
908,1965,estimates,male,30_34,22357.954
908,1965,estimates,female,35_39,24302.89
908,1965,estimates,male,35_39,22853.888
908,1965,estimates,female,40_44,22602.404
908,1965,estimates,male,40_44,18604.815
908,1965,estimates,female,45_49,16173.887
908,1965,estimates,male,45_49,13024.773
908,1965,estimates,female,50_54,21140.403
908,1965,estimates,male,50_54,16430.352
908,1965,estimates,female,55_59,19731.572
908,1965,estimates,male,55_59,15593.054
908,1965,estimates,female,60_64,17263.966
908,1965,estimates,male,60_64,12882.256
908,1965,estimates,female,65_69,13819.257
908,1965,estimates,male,65_69,9260.526
908,1965,estimates,female,70_74,10310.167
908,1965,estimates,male,70_74,6242.424
908,1965,estimates,female,75_79,7214.7
908,1965,estimates,male,75_79,4068.066
908,1965,estimates,female,80plus,6040.758
908,1965,estimates,male,80plus,3097.297
908,1970,estimates,female,0_4,25879.256
908,1970,estimates,male,0_4,27050.085
908,1970,estimates,female,5_9,27500.852
908,1970,estimates,male,5_9,28736.839
908,1970,estimates,female,10_14,27854.608
908,1970,estimates,male,10_14,29179.09
908,1970,estimates,female,15_19,26728.322
908,1970,estimates,male,15_19,27830.761
908,1970,estimates,female,20_24,24683.125
908,1970,estimates,male,20_24,25580.119
908,1970,estimates,female,25_29,20131.081
908,1970,estimates,male,25_29,20610.04
908,1970,estimates,female,30_34,24335.961
908,1970,estimates,male,30_34,24361.542
908,1970,estimates,female,35_39,21987.544
908,1970,estimates,male,35_39,21949.206
908,1970,estimates,female,40_44,23950.453
908,1970,estimates,male,40_44,22492.485
908,1970,estimates,female,45_49,22377.231
908,1970,estimates,male,45_49,18144.092
908,1970,estimates,female,50_54,15766.942
908,1970,estimates,male,50_54,12417.634
908,1970,estimates,female,55_59,20567.256
908,1970,estimates,male,55_59,15466.872
908,1970,estimates,female,60_64,18887.661
908,1970,estimates,male,60_64,14128.715
908,1970,estimates,female,65_69,15913.438
908,1970,estimates,male,65_69,10999.299
908,1970,estimates,female,70_74,11895.319
908,1970,estimates,male,70_74,7194.899
908,1970,estimates,female,75_79,7859.229
908,1970,estimates,male,75_79,4242.092
908,1970,estimates,female,80plus,7266.5
908,1970,estimates,male,80plus,3381.607
908,1975,estimates,female,0_4,25139.917
908,1975,estimates,male,0_4,26318.594
908,1975,estimates,female,5_9,25843.784
908,1975,estimates,male,5_9,27000.41
908,1975,estimates,female,10_14,27429.178
908,1975,estimates,male,10_14,28708.559
908,1975,estimates,female,15_19,27755.627
908,1975,estimates,male,15_19,28996.581
908,1975,estimates,female,20_24,26740.074
908,1975,estimates,male,20_24,27592.944
908,1975,estimates,female,25_29,24675.636
908,1975,estimates,male,25_29,25434.002
908,1975,estimates,female,30_34,20122.25
908,1975,estimates,male,30_34,20508.896
908,1975,estimates,female,35_39,24269.334
908,1975,estimates,male,35_39,24060
908,1975,estimates,female,40_44,21828.653
908,1975,estimates,male,40_44,21529.405
908,1975,estimates,female,45_49,23632.07
908,1975,estimates,male,45_49,21875.064
908,1975,estimates,female,50_54,22052.979
908,1975,estimates,male,50_54,17443.641
908,1975,estimates,female,55_59,15356.481
908,1975,estimates,male,55_59,11671.397
908,1975,estimates,female,60_64,19593.951
908,1975,estimates,male,60_64,14046.409
908,1975,estimates,female,65_69,17486.644
908,1975,estimates,male,65_69,12047.978
908,1975,estimates,female,70_74,13832.454
908,1975,estimates,male,70_74,8563.271
908,1975,estimates,female,75_79,9242.732
908,1975,estimates,male,75_79,4875.632
908,1975,estimates,female,80plus,8326.117
908,1975,estimates,male,80plus,3604.175
908,1980,estimates,female,0_4,24312.131
908,1980,estimates,male,0_4,25437.021
908,1980,estimates,female,5_9,24996.142
908,1980,estimates,male,5_9,26140.153
908,1980,estimates,female,10_14,25865.958
908,1980,estimates,male,10_14,27021.535
908,1980,estimates,female,15_19,27544.625
908,1980,estimates,male,15_19,28789.64
908,1980,estimates,female,20_24,27784.6
908,1980,estimates,male,20_24,28928.373
908,1980,estimates,female,25_29,26670.343
908,1980,estimates,male,25_29,27366.427
908,1980,estimates,female,30_34,24592.587
908,1980,estimates,male,30_34,25174.953
908,1980,estimates,female,35_39,20025.163
908,1980,estimates,male,35_39,20220.58
908,1980,estimates,female,40_44,24109.172
908,1980,estimates,male,40_44,23565.592
908,1980,estimates,female,45_49,21582.323
908,1980,estimates,male,45_49,20885.845
908,1980,estimates,female,50_54,23219.9
908,1980,estimates,male,50_54,20930.908
908,1980,estimates,female,55_59,21431.809
908,1980,estimates,male,55_59,16368.629
908,1980,estimates,female,60_64,14700.934
908,1980,estimates,male,60_64,10594.502
908,1980,estimates,female,65_69,18195.639
908,1980,estimates,male,65_69,12077.384
908,1980,estimates,female,70_74,15388.743
908,1980,estimates,male,70_74,9498.732
908,1980,estimates,female,75_79,10993.229
908,1980,estimates,male,75_79,5878.172
908,1980,estimates,female,80plus,9844.457
908,1980,estimates,male,80plus,4071.122
908,1985,estimates,female,0_4,24185.196
908,1985,estimates,male,0_4,25333.873
908,1985,estimates,female,5_9,24338.452
908,1985,estimates,male,5_9,25419.339
908,1985,estimates,female,10_14,25044.944
908,1985,estimates,male,10_14,26202.229
908,1985,estimates,female,15_19,25929.409
908,1985,estimates,male,15_19,27079.514
908,1985,estimates,female,20_24,27656.254
908,1985,estimates,male,20_24,28647.412
908,1985,estimates,female,25_29,27829.167
908,1985,estimates,male,25_29,28653.079
908,1985,estimates,female,30_34,26633.122
908,1985,estimates,male,30_34,27095.831
908,1985,estimates,female,35_39,24510.143
908,1985,estimates,male,35_39,24795.094
908,1985,estimates,female,40_44,19889.874
908,1985,estimates,male,40_44,19826.536
908,1985,estimates,female,45_49,23788.032
908,1985,estimates,male,45_49,22779.908
908,1985,estimates,female,50_54,21169.46
908,1985,estimates,male,50_54,19918.304
908,1985,estimates,female,55_59,22566.019
908,1985,estimates,male,55_59,19498.168
908,1985,estimates,female,60_64,20443.137
908,1985,estimates,male,60_64,14802.74
908,1985,estimates,female,65_69,13631.035
