continent,variant,freq,year,rateofnaturalincreaseper1000population
909,no_change,5yearly,2045,7.3
909,zero_migration,5yearly,2045,3.956
909,constant_fertility,5yearly,2050,8.891
909,constant_mortality,5yearly,2050,3.167
909,high_variant,5yearly,2050,9.023
909,instant_replacement,5yearly,2050,4.873
909,low_variant,5yearly,2050,0.376999999999999
909,medium_variant,5yearly,2050,4.775
909,momentum,5yearly,2050,1.4
909,no_change,5yearly,2050,7.34
909,zero_migration,5yearly,2050,3.266
909,constant_fertility,5yearly,2055,9.008
909,constant_mortality,5yearly,2055,2.608
909,high_variant,5yearly,2055,8.882
909,instant_replacement,5yearly,2055,4.575
909,low_variant,5yearly,2055,-0.489999999999998
909,medium_variant,5yearly,2055,4.288
909,momentum,5yearly,2055,0.896000000000001
909,no_change,5yearly,2055,7.394
909,zero_migration,5yearly,2055,2.623
909,constant_fertility,5yearly,2060,9.177
909,constant_mortality,5yearly,2060,2.058
909,high_variant,5yearly,2060,8.596
909,instant_replacement,5yearly,2060,4.299
909,low_variant,5yearly,2060,-1.195
909,medium_variant,5yearly,2060,3.84
909,momentum,5yearly,2060,0.455
909,no_change,5yearly,2060,7.469
909,zero_migration,5yearly,2060,2.06
909,constant_fertility,5yearly,2065,9.404
909,constant_mortality,5yearly,2065,1.521
909,high_variant,5yearly,2065,8.298
909,instant_replacement,5yearly,2065,4.068
909,low_variant,5yearly,2065,-1.813
909,medium_variant,5yearly,2065,3.436
909,momentum,5yearly,2065,0.103
909,no_change,5yearly,2065,7.576
909,zero_migration,5yearly,2065,1.589
909,constant_fertility,5yearly,2070,9.651
909,constant_mortality,5yearly,2070,0.998000000000001
909,high_variant,5yearly,2070,8.067
909,instant_replacement,5yearly,2070,3.849
909,low_variant,5yearly,2070,-2.49
909,medium_variant,5yearly,2070,3.023
909,momentum,5yearly,2070,-0.131
909,no_change,5yearly,2070,7.721
909,zero_migration,5yearly,2070,1.148
909,constant_fertility,5yearly,2075,9.903
909,constant_mortality,5yearly,2075,0.519
909,high_variant,5yearly,2075,7.907
909,instant_replacement,5yearly,2075,3.645
909,low_variant,5yearly,2075,-3.273
909,medium_variant,5yearly,2075,2.583
909,momentum,5yearly,2075,-0.200000000000001
909,no_change,5yearly,2075,7.923
909,zero_migration,5yearly,2075,0.711
909,constant_fertility,5yearly,2080,10.201
909,constant_mortality,5yearly,2080,0.108000000000001
909,high_variant,5yearly,2080,7.807
909,instant_replacement,5yearly,2080,3.521
909,low_variant,5yearly,2080,-4.048
909,medium_variant,5yearly,2080,2.179
909,momentum,5yearly,2080,-0.093
909,no_change,5yearly,2080,8.182
909,zero_migration,5yearly,2080,0.340999999999999
909,constant_fertility,5yearly,2085,10.568
909,constant_mortality,5yearly,2085,-0.286999999999999
909,high_variant,5yearly,2085,7.714
909,instant_replacement,5yearly,2085,3.495
909,low_variant,5yearly,2085,-4.706
909,medium_variant,5yearly,2085,1.852
909,momentum,5yearly,2085,0.0670000000000002
909,no_change,5yearly,2085,8.449
909,zero_migration,5yearly,2085,0.0860000000000003
909,constant_fertility,5yearly,2090,10.963
909,constant_mortality,5yearly,2090,-0.725
909,high_variant,5yearly,2090,7.57
909,instant_replacement,5yearly,2090,3.506
909,low_variant,5yearly,2090,-5.26
909,medium_variant,5yearly,2090,1.571
909,momentum,5yearly,2090,0.125999999999999
909,no_change,5yearly,2090,8.666
909,zero_migration,5yearly,2090,-0.106999999999999
909,constant_fertility,5yearly,2095,11.334
909,constant_mortality,5yearly,2095,-1.195
909,high_variant,5yearly,2095,7.356
909,instant_replacement,5yearly,2095,3.486
909,low_variant,5yearly,2095,-5.787
909,medium_variant,5yearly,2095,1.273
909,momentum,5yearly,2095,0.0619999999999994
909,no_change,5yearly,2095,8.849
909,zero_migration,5yearly,2095,-0.342000000000001
909,constant_fertility,5yearly,Regi,OCEANIA
909,constant_mortality,5yearly,Regi,OCEANIA
909,estimates,5yearly,Regi,OCEANIA
909,high_variant,5yearly,Regi,OCEANIA
909,instant_replacement,5yearly,Regi,OCEANIA
909,low_variant,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
909,momentum,5yearly,Regi,OCEANIA
909,no_change,5yearly,Regi,OCEANIA
909,zero_migration,5yearly,Regi,OCEANIA
