continent,variant,freq,year,rateofnaturalincreaseper1000population
909,estimates,5yearly,1950,15.682
909,estimates,5yearly,1955,16.546
909,estimates,5yearly,1960,15.736
909,estimates,5yearly,1965,14.637
909,estimates,5yearly,1970,14.466
909,estimates,5yearly,1975,12.56
909,estimates,5yearly,1980,12.614
909,estimates,5yearly,1985,12.186
909,estimates,5yearly,1990,12.195
909,estimates,5yearly,1995,11.403
909,estimates,5yearly,2000,10.91
909,estimates,5yearly,2005,11.411
909,estimates,5yearly,2010,10.488
909,constant_fertility,5yearly,2015,10.401
909,constant_mortality,5yearly,2015,9.287
909,high_variant,5yearly,2015,11.379
909,instant_replacement,5yearly,2015,8.421
909,low_variant,5yearly,2015,7.97
909,medium_variant,5yearly,2015,9.682
909,momentum,5yearly,2015,7.905
909,no_change,5yearly,2015,10.004
909,zero_migration,5yearly,2015,9.567
909,constant_fertility,5yearly,2020,10.135
909,constant_mortality,5yearly,2020,8.161
909,high_variant,5yearly,2020,11.476
909,instant_replacement,5yearly,2020,8.106
909,low_variant,5yearly,2020,6.255
909,medium_variant,5yearly,2020,8.905
909,momentum,5yearly,2020,6.965
909,no_change,5yearly,2020,9.391
909,zero_migration,5yearly,2020,8.582
909,constant_fertility,5yearly,2025,9.649
909,constant_mortality,5yearly,2025,6.993
909,high_variant,5yearly,2025,11.026
909,instant_replacement,5yearly,2025,7.521
909,low_variant,5yearly,2025,4.799
909,medium_variant,5yearly,2025,8.003
909,momentum,5yearly,2025,5.831
909,no_change,5yearly,2025,8.644
909,zero_migration,5yearly,2025,7.462
909,constant_fertility,5yearly,2030,9.162
909,constant_mortality,5yearly,2030,5.882
909,high_variant,5yearly,2030,9.994
909,instant_replacement,5yearly,2030,6.846
909,low_variant,5yearly,2030,3.983
909,medium_variant,5yearly,2030,7.113
909,momentum,5yearly,2030,4.659
909,no_change,5yearly,2030,7.946
909,zero_migration,5yearly,2030,6.357
909,constant_fertility,5yearly,2035,8.849
909,constant_mortality,5yearly,2035,4.992
909,high_variant,5yearly,2035,9.316
909,instant_replacement,5yearly,2035,6.15
909,low_variant,5yearly,2035,3.158
909,medium_variant,5yearly,2035,6.376
909,momentum,5yearly,2035,3.554
909,no_change,5yearly,2035,7.492
909,zero_migration,5yearly,2035,5.422
909,constant_fertility,5yearly,2040,8.766
909,constant_mortality,5yearly,2040,4.315
909,high_variant,5yearly,2040,9.041
909,instant_replacement,5yearly,2040,5.58
909,low_variant,5yearly,2040,2.307
909,medium_variant,5yearly,2040,5.802
909,momentum,5yearly,2040,2.642
909,no_change,5yearly,2040,7.317
909,zero_migration,5yearly,2040,4.666
909,constant_fertility,5yearly,2045,8.803
909,constant_mortality,5yearly,2045,3.73
909,high_variant,5yearly,2045,9.014
909,instant_replacement,5yearly,2045,5.186
909,low_variant,5yearly,2045,1.357
909,medium_variant,5yearly,2045,5.281
909,momentum,5yearly,2045,1.962
