continent,variant,freq,year,rateofnaturalincreaseper1000population
904,no_change,5yearly,2050,3.346
904,zero_migration,5yearly,2050,1.871
904,constant_fertility,5yearly,2055,5.15
904,constant_mortality,5yearly,2055,-1.999
904,high_variant,5yearly,2055,5.986
904,instant_replacement,5yearly,2055,3.731
904,low_variant,5yearly,2055,-4.58
904,medium_variant,5yearly,2055,0.765000000000001
904,momentum,5yearly,2055,1.801
904,no_change,5yearly,2055,2.71
904,zero_migration,5yearly,2055,0.912000000000001
904,constant_fertility,5yearly,2060,4.693
904,constant_mortality,5yearly,2060,-3.045
904,high_variant,5yearly,2060,5.364
904,instant_replacement,5yearly,2060,3.047
904,low_variant,5yearly,2060,-5.938
904,medium_variant,5yearly,2060,-0.154
904,momentum,5yearly,2060,1.119
904,no_change,5yearly,2060,2.213
904,zero_migration,5yearly,2060,0.00600000000000023
904,constant_fertility,5yearly,2065,4.346
904,constant_mortality,5yearly,2065,-3.945
904,high_variant,5yearly,2065,4.841
904,instant_replacement,5yearly,2065,2.452
904,low_variant,5yearly,2065,-7.248
904,medium_variant,5yearly,2065,-0.991000000000001
904,momentum,5yearly,2065,0.581000000000001
904,no_change,5yearly,2065,1.891
904,zero_migration,5yearly,2065,-0.824
904,constant_fertility,5yearly,2070,4.115
904,constant_mortality,5yearly,2070,-4.675
904,high_variant,5yearly,2070,4.523
904,instant_replacement,5yearly,2070,1.977
904,low_variant,5yearly,2070,-8.57
904,medium_variant,5yearly,2070,-1.731
904,momentum,5yearly,2070,0.225
904,no_change,5yearly,2070,1.741
904,zero_migration,5yearly,2070,-1.558
904,constant_fertility,5yearly,2075,4.018
904,constant_mortality,5yearly,2075,-5.242
904,high_variant,5yearly,2075,4.404
904,instant_replacement,5yearly,2075,1.652
904,low_variant,5yearly,2075,-9.88
904,medium_variant,5yearly,2075,-2.343
904,momentum,5yearly,2075,0.043000000000001
904,no_change,5yearly,2075,1.745
904,zero_migration,5yearly,2075,-2.167
904,constant_fertility,5yearly,2080,4.029
904,constant_mortality,5yearly,2080,-5.665
904,high_variant,5yearly,2080,4.378
904,instant_replacement,5yearly,2080,1.435
904,low_variant,5yearly,2080,-11.164
904,medium_variant,5yearly,2080,-2.851
904,momentum,5yearly,2080,-0.0170000000000012
904,no_change,5yearly,2080,1.861
904,zero_migration,5yearly,2080,-2.671
904,constant_fertility,5yearly,2085,4.144
904,constant_mortality,5yearly,2085,-5.959
904,high_variant,5yearly,2085,4.379
904,instant_replacement,5yearly,2085,1.308
904,low_variant,5yearly,2085,-12.332
904,medium_variant,5yearly,2085,-3.234
904,momentum,5yearly,2085,-0.0190000000000001
904,no_change,5yearly,2085,2.05
904,zero_migration,5yearly,2085,-3.052
904,constant_fertility,5yearly,2090,4.346
904,constant_mortality,5yearly,2090,-6.144
904,high_variant,5yearly,2090,4.386
904,instant_replacement,5yearly,2090,1.258
904,low_variant,5yearly,2090,-13.318
904,medium_variant,5yearly,2090,-3.489
904,momentum,5yearly,2090,-0.00600000000000023
904,no_change,5yearly,2090,2.269
904,zero_migration,5yearly,2090,-3.307
904,constant_fertility,5yearly,2095,4.584
904,constant_mortality,5yearly,2095,-6.249
904,high_variant,5yearly,2095,4.387
904,instant_replacement,5yearly,2095,1.249
904,low_variant,5yearly,2095,-14.112
904,medium_variant,5yearly,2095,-3.654
904,momentum,5yearly,2095,0.000999999999999446
904,no_change,5yearly,2095,2.481
904,zero_migration,5yearly,2095,-3.474
904,constant_fertility,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,constant_mortality,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,estimates,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,high_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,instant_replacement,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,low_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,medium_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,momentum,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,no_change,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,zero_migration,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
