continent,variant,freq,year,rateofnaturalincreaseper1000population
905,constant_mortality,5yearly,2035,0.268999999999998
905,high_variant,5yearly,2035,4.891
905,instant_replacement,5yearly,2035,3.141
905,low_variant,5yearly,2035,-1.255
905,medium_variant,5yearly,2035,1.966
905,momentum,5yearly,2035,0.0459999999999994
905,no_change,5yearly,2035,-0.0380000000000003
905,zero_migration,5yearly,2035,0.603999999999999
905,constant_fertility,5yearly,2040,1.08
905,constant_mortality,5yearly,2040,-0.382
905,high_variant,5yearly,2040,4.615
905,instant_replacement,5yearly,2040,2.739
905,low_variant,5yearly,2040,-2.121
905,medium_variant,5yearly,2040,1.373
905,momentum,5yearly,2040,-0.549000000000001
905,no_change,5yearly,2040,-0.694000000000001
905,zero_migration,5yearly,2040,-0.177999999999999
905,constant_fertility,5yearly,2045,0.762
905,constant_mortality,5yearly,2045,-0.601000000000001
905,high_variant,5yearly,2045,5.003
905,instant_replacement,5yearly,2045,2.804
905,low_variant,5yearly,2045,-2.945
905,medium_variant,5yearly,2045,1.1
905,momentum,5yearly,2045,-0.538
905,no_change,5yearly,2045,-0.962999999999999
905,zero_migration,5yearly,2045,-0.668000000000001
905,constant_fertility,5yearly,2050,0.681000000000001
905,constant_mortality,5yearly,2050,-0.466999999999999
905,high_variant,5yearly,2050,5.729
905,instant_replacement,5yearly,2050,3.061
905,low_variant,5yearly,2050,-3.545
905,medium_variant,5yearly,2050,1.133
905,momentum,5yearly,2050,-0.279
905,no_change,5yearly,2050,-0.949999999999999
905,zero_migration,5yearly,2050,-0.860000000000001
905,constant_fertility,5yearly,2055,0.739000000000001
905,constant_mortality,5yearly,2055,-0.290000000000001
905,high_variant,5yearly,2055,6.27
905,instant_replacement,5yearly,2055,3.23
905,low_variant,5yearly,2055,-3.842
905,medium_variant,5yearly,2055,1.286
905,momentum,5yearly,2055,-0.164999999999999
905,no_change,5yearly,2055,-0.880000000000001
905,zero_migration,5yearly,2055,-0.877000000000001
905,constant_fertility,5yearly,2060,0.781000000000001
905,constant_mortality,5yearly,2060,-0.297000000000001
905,high_variant,5yearly,2060,6.435
905,instant_replacement,5yearly,2060,3.248
905,low_variant,5yearly,2060,-3.982
905,medium_variant,5yearly,2060,1.371
905,momentum,5yearly,2060,-0.250999999999999
905,no_change,5yearly,2060,-0.941000000000001
905,zero_migration,5yearly,2060,-0.881
905,constant_fertility,5yearly,2065,0.699
905,constant_mortality,5yearly,2065,-0.510999999999999
905,high_variant,5yearly,2065,6.387
905,instant_replacement,5yearly,2065,3.164
905,low_variant,5yearly,2065,-4.208
905,medium_variant,5yearly,2065,1.302
905,momentum,5yearly,2065,-0.4
905,no_change,5yearly,2065,-1.177
905,zero_migration,5yearly,2065,-0.968999999999999
905,constant_fertility,5yearly,2070,0.435000000000001
905,constant_mortality,5yearly,2070,-0.812000000000001
905,high_variant,5yearly,2070,6.328
905,instant_replacement,5yearly,2070,3.008
905,low_variant,5yearly,2070,-4.73
905,medium_variant,5yearly,2070,1.051
905,momentum,5yearly,2070,-0.448
905,no_change,5yearly,2070,-1.5
905,zero_migration,5yearly,2070,-1.208
905,constant_fertility,5yearly,2075,0.100999999999999
905,constant_mortality,5yearly,2075,-1.036
905,high_variant,5yearly,2075,6.437
905,instant_replacement,5yearly,2075,2.886
905,low_variant,5yearly,2075,-5.448
905,medium_variant,5yearly,2075,0.77
905,momentum,5yearly,2075,-0.315
905,no_change,5yearly,2075,-1.786
905,zero_migration,5yearly,2075,-1.457
905,constant_fertility,5yearly,2080,-0.205
905,constant_mortality,5yearly,2080,-1.135
905,high_variant,5yearly,2080,6.644
905,instant_replacement,5yearly,2080,2.806
905,low_variant,5yearly,2080,-6.205
905,medium_variant,5yearly,2080,0.537000000000001
905,momentum,5yearly,2080,-0.0709999999999997
905,no_change,5yearly,2080,-1.964
905,zero_migration,5yearly,2080,-1.624
905,constant_fertility,5yearly,2085,-0.385
905,constant_mortality,5yearly,2085,-1.134
905,high_variant,5yearly,2085,6.846
905,instant_replacement,5yearly,2085,2.768
905,low_variant,5yearly,2085,-6.785
905,medium_variant,5yearly,2085,0.433999999999999
905,momentum,5yearly,2085,0.125
905,no_change,5yearly,2085,-2.046
905,zero_migration,5yearly,2085,-1.603
905,constant_fertility,5yearly,2090,-0.429
905,constant_mortality,5yearly,2090,-1.143
905,high_variant,5yearly,2090,6.967
905,instant_replacement,5yearly,2090,2.758
905,low_variant,5yearly,2090,-7.119
905,medium_variant,5yearly,2090,0.443000000000001
905,momentum,5yearly,2090,0.16
905,no_change,5yearly,2090,-2.108
905,zero_migration,5yearly,2090,-1.429
905,constant_fertility,5yearly,2095,-0.461
905,constant_mortality,5yearly,2095,-1.227
905,high_variant,5yearly,2095,6.965
905,instant_replacement,5yearly,2095,2.716
905,low_variant,5yearly,2095,-7.381
905,medium_variant,5yearly,2095,0.425000000000001
905,momentum,5yearly,2095,0.0640000000000001
905,no_change,5yearly,2095,-2.201
905,zero_migration,5yearly,2095,-1.311
