continent,variant,freq,year,rateofnaturalincreaseper1000population
905,estimates,5yearly,1950,14.9
905,estimates,5yearly,1955,14.822
905,estimates,5yearly,1960,12.063
905,estimates,5yearly,1965,8.318
905,estimates,5yearly,1970,6.432
905,estimates,5yearly,1975,6.102
905,estimates,5yearly,1980,6.619
905,estimates,5yearly,1985,6.745
905,estimates,5yearly,1990,6.643
905,estimates,5yearly,1995,5.501
905,estimates,5yearly,2000,5.29
905,estimates,5yearly,2005,5.449
905,estimates,5yearly,2010,4.249
905,constant_fertility,5yearly,2015,4.137
905,constant_mortality,5yearly,2015,3.73
905,high_variant,5yearly,2015,5.813
905,instant_replacement,5yearly,2015,5.626
905,low_variant,5yearly,2015,2.51
905,medium_variant,5yearly,2015,4.169
905,momentum,5yearly,2015,5.017
905,no_change,5yearly,2015,3.699
905,zero_migration,5yearly,2015,3.996
905,constant_fertility,5yearly,2020,3.831
905,constant_mortality,5yearly,2020,3.178
905,high_variant,5yearly,2020,6.581
905,instant_replacement,5yearly,2020,5.382
905,low_variant,5yearly,2020,1.372
905,medium_variant,5yearly,2020,4.014
905,momentum,5yearly,2020,4.028
905,no_change,5yearly,2020,2.994
905,zero_migration,5yearly,2020,3.512
905,constant_fertility,5yearly,2025,3.242
905,constant_mortality,5yearly,2025,2.302
905,high_variant,5yearly,2025,6.558
905,instant_replacement,5yearly,2025,4.745
905,low_variant,5yearly,2025,0.253
905,medium_variant,5yearly,2025,3.497
905,momentum,5yearly,2025,2.664
905,no_change,5yearly,2025,2.044
905,zero_migration,5yearly,2025,2.641
905,constant_fertility,5yearly,2030,2.45
905,constant_mortality,5yearly,2030,1.243
905,high_variant,5yearly,2030,5.656
905,instant_replacement,5yearly,2030,3.898
905,low_variant,5yearly,2030,-0.44
905,medium_variant,5yearly,2030,2.738
905,momentum,5yearly,2030,1.209
905,no_change,5yearly,2030,0.948
905,zero_migration,5yearly,2030,1.588
905,constant_fertility,5yearly,2035,1.671
