continent,variant,freq,year,rateofnaturalincreaseper1000population
935,estimates,5yearly,1950,19.251
935,estimates,5yearly,1955,18.843
935,estimates,5yearly,1960,21.273
935,estimates,5yearly,1965,24.422
935,estimates,5yearly,1970,22.77
935,estimates,5yearly,1975,19.813
935,estimates,5yearly,1980,19.718
935,estimates,5yearly,1985,20.035
935,estimates,5yearly,1990,16.4
935,estimates,5yearly,1995,13.693
935,estimates,5yearly,2000,12.561
935,estimates,5yearly,2005,11.784
935,estimates,5yearly,2010,10.724
935,constant_fertility,5yearly,2015,9.982
935,constant_mortality,5yearly,2015,8.901
935,high_variant,5yearly,2015,11.17
935,instant_replacement,5yearly,2015,9.842
935,low_variant,5yearly,2015,7.503
935,medium_variant,5yearly,2015,9.347
935,momentum,5yearly,2015,9.54
935,no_change,5yearly,2015,9.533
935,zero_migration,5yearly,2015,9.367
935,constant_fertility,5yearly,2020,8.894
935,constant_mortality,5yearly,2020,6.965
935,high_variant,5yearly,2020,10.468
935,instant_replacement,5yearly,2020,8.467
935,low_variant,5yearly,2020,5.034
935,medium_variant,5yearly,2020,7.795
935,momentum,5yearly,2020,7.902
935,no_change,5yearly,2020,8.053
935,zero_migration,5yearly,2020,7.844
935,constant_fertility,5yearly,2025,7.907
935,constant_mortality,5yearly,2025,5.16
935,high_variant,5yearly,2025,9.444
935,instant_replacement,5yearly,2025,7.168
935,low_variant,5yearly,2025,3.037
935,medium_variant,5yearly,2025,6.341
935,momentum,5yearly,2025,6.344
935,no_change,5yearly,2025,6.715
935,zero_migration,5yearly,2025,6.404
935,constant_fertility,5yearly,2030,7.09
935,constant_mortality,5yearly,2030,3.496
935,high_variant,5yearly,2030,7.974
935,instant_replacement,5yearly,2030,5.98
935,low_variant,5yearly,2030,1.795
935,medium_variant,5yearly,2030,5.021
935,momentum,5yearly,2030,4.889
935,no_change,5yearly,2030,5.558
935,zero_migration,5yearly,2030,5.095
935,constant_fertility,5yearly,2035,6.425
935,constant_mortality,5yearly,2035,1.98
935,high_variant,5yearly,2035,6.942
935,instant_replacement,5yearly,2035,4.915
935,low_variant,5yearly,2035,0.441000000000001
935,medium_variant,5yearly,2035,3.826
935,momentum,5yearly,2035,3.589
935,no_change,5yearly,2035,4.583
935,zero_migration,5yearly,2035,3.906
935,constant_fertility,5yearly,2040,5.937
935,constant_mortality,5yearly,2040,0.616000000000001
935,high_variant,5yearly,2040,6.415
935,instant_replacement,5yearly,2040,4.093
935,low_variant,5yearly,2040,-1.048
935,medium_variant,5yearly,2040,2.775
935,momentum,5yearly,2040,2.565
935,no_change,5yearly,2040,3.798
935,zero_migration,5yearly,2040,2.861
935,constant_fertility,5yearly,2045,5.548
935,constant_mortality,5yearly,2045,-0.652999999999999
935,high_variant,5yearly,2045,6.09
935,instant_replacement,5yearly,2045,3.433
935,low_variant,5yearly,2045,-2.66
935,medium_variant,5yearly,2045,1.764
935,momentum,5yearly,2045,1.789
935,no_change,5yearly,2045,3.174
935,zero_migration,5yearly,2045,1.859
935,constant_fertility,5yearly,2050,5.284
935,constant_mortality,5yearly,2050,-1.844
935,high_variant,5yearly,2050,5.697
935,instant_replacement,5yearly,2050,2.793
935,low_variant,5yearly,2050,-4.248
935,medium_variant,5yearly,2050,0.777000000000001
935,momentum,5yearly,2050,1.098
935,no_change,5yearly,2050,2.742
935,zero_migration,5yearly,2050,0.884
935,constant_fertility,5yearly,2055,5.19
935,constant_mortality,5yearly,2055,-2.904
935,high_variant,5yearly,2055,5.189
935,instant_replacement,5yearly,2055,2.151
935,low_variant,5yearly,2055,-5.653
935,medium_variant,5yearly,2055,-0.121
935,momentum,5yearly,2055,0.450000000000001
935,no_change,5yearly,2055,2.538
935,zero_migration,5yearly,2055,-0.00199999999999889
935,constant_fertility,5yearly,2060,5.298
935,constant_mortality,5yearly,2060,-3.771
935,high_variant,5yearly,2060,4.739
935,instant_replacement,5yearly,2060,1.616
935,low_variant,5yearly,2060,-6.837
935,medium_variant,5yearly,2060,-0.849
935,momentum,5yearly,2060,-0.0660000000000007
935,no_change,5yearly,2060,2.565
935,zero_migration,5yearly,2060,-0.722000000000001
935,constant_fertility,5yearly,2065,5.58
935,constant_mortality,5yearly,2065,-4.435
935,high_variant,5yearly,2065,4.492
935,instant_replacement,5yearly,2065,1.253
935,low_variant,5yearly,2065,-7.91
935,medium_variant,5yearly,2065,-1.424
935,momentum,5yearly,2065,-0.359999999999999
935,no_change,5yearly,2065,2.809
935,zero_migration,5yearly,2065,-1.291
935,constant_fertility,5yearly,2070,5.992
935,constant_mortality,5yearly,2070,-4.908
935,high_variant,5yearly,2070,4.468
935,instant_replacement,5yearly,2070,1.073
935,low_variant,5yearly,2070,-8.971
935,medium_variant,5yearly,2070,-1.884
935,momentum,5yearly,2070,-0.397
935,no_change,5yearly,2070,3.24
935,zero_migration,5yearly,2070,-1.744
935,constant_fertility,5yearly,2075,6.512
935,constant_mortality,5yearly,2075,-5.24
935,high_variant,5yearly,2075,4.564
935,instant_replacement,5yearly,2075,1.029
935,low_variant,5yearly,2075,-10.033
935,medium_variant,5yearly,2075,-2.263
935,momentum,5yearly,2075,-0.254999999999999
935,no_change,5yearly,2075,3.811
935,zero_migration,5yearly,2075,-2.114
935,constant_fertility,5yearly,2080,7.158
935,constant_mortality,5yearly,2080,-5.522
935,high_variant,5yearly,2080,4.69
935,instant_replacement,5yearly,2080,1.082
935,low_variant,5yearly,2080,-10.981
935,medium_variant,5yearly,2080,-2.534
935,momentum,5yearly,2080,-0.101000000000001
935,no_change,5yearly,2080,4.445
935,zero_migration,5yearly,2080,-2.374
935,constant_fertility,5yearly,2085,7.91
935,constant_mortality,5yearly,2085,-5.832
935,high_variant,5yearly,2085,4.775
935,instant_replacement,5yearly,2085,1.175
935,low_variant,5yearly,2085,-11.745
935,medium_variant,5yearly,2085,-2.702
935,momentum,5yearly,2085,-0.0729999999999986
935,no_change,5yearly,2085,5.066
935,zero_migration,5yearly,2085,-2.536
935,constant_fertility,5yearly,2090,8.681
935,constant_mortality,5yearly,2090,-6.125
935,high_variant,5yearly,2090,4.783
935,instant_replacement,5yearly,2090,1.235
935,low_variant,5yearly,2090,-12.371
935,medium_variant,5yearly,2090,-2.831
935,momentum,5yearly,2090,-0.151
935,no_change,5yearly,2090,5.679
935,zero_migration,5yearly,2090,-2.662
935,constant_fertility,5yearly,2095,9.423
935,constant_mortality,5yearly,2095,-6.317
935,high_variant,5yearly,2095,4.744
935,instant_replacement,5yearly,2095,1.257
935,low_variant,5yearly,2095,-12.894
935,medium_variant,5yearly,2095,-2.956
935,momentum,5yearly,2095,-0.218
935,no_change,5yearly,2095,6.317
935,zero_migration,5yearly,2095,-2.79
935,constant_fertility,5yearly,Regi,ASIA
935,constant_mortality,5yearly,Regi,ASIA
935,estimates,5yearly,Regi,ASIA
935,high_variant,5yearly,Regi,ASIA
935,instant_replacement,5yearly,Regi,ASIA
935,low_variant,5yearly,Regi,ASIA
935,medium_variant,5yearly,Regi,ASIA
935,momentum,5yearly,Regi,ASIA
935,no_change,5yearly,Regi,ASIA
935,zero_migration,5yearly,Regi,ASIA
