continent,variant,freq,year,rateofnaturalincreaseper1000population
903,zero_migration,5yearly,2065,13.077
903,constant_fertility,5yearly,2070,32.106
903,constant_mortality,5yearly,2070,6.501
903,high_variant,5yearly,2070,16.509
903,instant_replacement,5yearly,2070,3.687
903,low_variant,5yearly,2070,6.918
903,medium_variant,5yearly,2070,11.918
903,momentum,5yearly,2070,1.181
903,no_change,5yearly,2070,26.722
903,zero_migration,5yearly,2070,11.918
903,constant_fertility,5yearly,2075,32.505
903,constant_mortality,5yearly,2075,5.144
903,high_variant,5yearly,2075,15.609
903,instant_replacement,5yearly,2075,2.61
903,low_variant,5yearly,2075,5.506
903,medium_variant,5yearly,2075,10.788
903,momentum,5yearly,2075,0.189999999999998
903,no_change,5yearly,2075,26.954
903,zero_migration,5yearly,2075,10.787
903,constant_fertility,5yearly,2080,32.879
903,constant_mortality,5yearly,2080,3.826
903,high_variant,5yearly,2080,14.732
903,instant_replacement,5yearly,2080,1.817
903,low_variant,5yearly,2080,4.136
903,medium_variant,5yearly,2080,9.699
903,momentum,5yearly,2080,-0.402000000000001
903,no_change,5yearly,2080,27.177
903,zero_migration,5yearly,2080,9.699
903,constant_fertility,5yearly,2085,33.225
903,constant_mortality,5yearly,2085,2.568
903,high_variant,5yearly,2085,13.867
903,instant_replacement,5yearly,2085,1.369
903,low_variant,5yearly,2085,2.827
903,medium_variant,5yearly,2085,8.654
903,momentum,5yearly,2085,-0.503999999999998
903,no_change,5yearly,2085,27.386
903,zero_migration,5yearly,2085,8.656
903,constant_fertility,5yearly,2090,33.545
903,constant_mortality,5yearly,2090,1.384
903,high_variant,5yearly,2090,13.019
903,instant_replacement,5yearly,2090,1.243
903,low_variant,5yearly,2090,1.579
903,medium_variant,5yearly,2090,7.652
903,momentum,5yearly,2090,-0.222999999999999
903,no_change,5yearly,2090,27.582
903,zero_migration,5yearly,2090,7.654
903,constant_fertility,5yearly,2095,33.844
903,constant_mortality,5yearly,2095,0.288
903,high_variant,5yearly,2095,12.206
903,instant_replacement,5yearly,2095,1.36
903,low_variant,5yearly,2095,0.404
903,medium_variant,5yearly,2095,6.696
903,momentum,5yearly,2095,0.152999999999999
903,no_change,5yearly,2095,27.772
903,zero_migration,5yearly,2095,6.699
