continent,variant,freq,year,rateofnaturalincreaseper1000population
903,estimates,5yearly,1950,21.459
903,estimates,5yearly,1955,23.534
903,estimates,5yearly,1960,25.195
903,estimates,5yearly,1965,26.187
903,estimates,5yearly,1970,27.401
903,estimates,5yearly,1975,28.476
903,estimates,5yearly,1980,28.855
903,estimates,5yearly,1985,28.133
903,estimates,5yearly,1990,26.135
903,estimates,5yearly,1995,25.211
903,estimates,5yearly,2000,25.09
903,estimates,5yearly,2005,25.942
903,estimates,5yearly,2010,26.419
903,constant_fertility,5yearly,2015,27.449
903,constant_mortality,5yearly,2015,24.199
903,high_variant,5yearly,2015,26.888
903,instant_replacement,5yearly,2015,10.681
903,low_variant,5yearly,2015,23.529
903,medium_variant,5yearly,2015,25.216
903,momentum,5yearly,2015,10.204
903,no_change,5yearly,2015,26.417
903,zero_migration,5yearly,2015,25.235
903,constant_fertility,5yearly,2020,27.996
903,constant_mortality,5yearly,2020,22.237
903,high_variant,5yearly,2020,26.377
903,instant_replacement,5yearly,2020,11.935
903,low_variant,5yearly,2020,21.371
903,medium_variant,5yearly,2020,23.912
903,momentum,5yearly,2020,11.22
903,no_change,5yearly,2020,26.279
903,zero_migration,5yearly,2020,23.949
903,constant_fertility,5yearly,2025,28.36
903,constant_mortality,5yearly,2025,20.547
903,high_variant,5yearly,2025,25.643
903,instant_replacement,5yearly,2025,12.914
903,low_variant,5yearly,2025,19.73
903,medium_variant,5yearly,2025,22.772
903,momentum,5yearly,2025,11.92
903,no_change,5yearly,2025,26.071
903,zero_migration,5yearly,2025,22.803
903,constant_fertility,5yearly,2030,28.669
903,constant_mortality,5yearly,2030,19.016
903,high_variant,5yearly,2030,24.432
903,instant_replacement,5yearly,2030,13.206
903,low_variant,5yearly,2030,18.804
903,medium_variant,5yearly,2030,21.728
903,momentum,5yearly,2030,11.892
903,no_change,5yearly,2030,25.883
903,zero_migration,5yearly,2030,21.743
903,constant_fertility,5yearly,2035,29.068
903,constant_mortality,5yearly,2035,17.45
903,high_variant,5yearly,2035,23.44
903,instant_replacement,5yearly,2035,12.108
903,low_variant,5yearly,2035,17.565
903,medium_variant,5yearly,2035,20.614
903,momentum,5yearly,2035,10.462
903,no_change,5yearly,2035,25.813
903,zero_migration,5yearly,2035,20.618
903,constant_fertility,5yearly,2040,29.55
903,constant_mortality,5yearly,2040,15.78
903,high_variant,5yearly,2040,22.542
903,instant_replacement,5yearly,2040,10.106
903,low_variant,5yearly,2040,15.999
903,medium_variant,5yearly,2040,19.371
903,momentum,5yearly,2040,8.156
903,no_change,5yearly,2040,25.853
903,zero_migration,5yearly,2040,19.374
903,constant_fertility,5yearly,2045,30.037
903,constant_mortality,5yearly,2045,14.064
903,high_variant,5yearly,2045,21.617
903,instant_replacement,5yearly,2045,8.28
903,low_variant,5yearly,2045,14.298
903,medium_variant,5yearly,2045,18.053
903,momentum,5yearly,2045,6.105
903,no_change,5yearly,2045,25.937
903,zero_migration,5yearly,2045,18.06
903,constant_fertility,5yearly,2050,30.49
903,constant_mortality,5yearly,2050,12.386
903,high_variant,5yearly,2050,20.612
903,instant_replacement,5yearly,2050,6.989
903,low_variant,5yearly,2050,12.647
903,medium_variant,5yearly,2050,16.737
903,momentum,5yearly,2050,4.677
903,no_change,5yearly,2050,26.031
903,zero_migration,5yearly,2050,16.749
903,constant_fertility,5yearly,2055,30.902
903,constant_mortality,5yearly,2055,10.786
903,high_variant,5yearly,2055,19.524
903,instant_replacement,5yearly,2055,6.218
903,low_variant,5yearly,2055,11.115
903,medium_variant,5yearly,2055,15.452
903,momentum,5yearly,2055,3.828
903,no_change,5yearly,2055,26.147
903,zero_migration,5yearly,2055,15.463
903,constant_fertility,5yearly,2060,31.298
903,constant_mortality,5yearly,2060,9.305
903,high_variant,5yearly,2060,18.46
903,instant_replacement,5yearly,2060,5.622
903,low_variant,5yearly,2060,9.706
903,medium_variant,5yearly,2060,14.244
903,momentum,5yearly,2060,3.174
903,no_change,5yearly,2060,26.302
903,zero_migration,5yearly,2060,14.252
903,constant_fertility,5yearly,2065,31.703
903,constant_mortality,5yearly,2065,7.887
903,high_variant,5yearly,2065,17.456
903,instant_replacement,5yearly,2065,4.77
903,low_variant,5yearly,2065,8.325
903,medium_variant,5yearly,2065,13.075
903,momentum,5yearly,2065,2.274
903,no_change,5yearly,2065,26.498
