region,variant,freq,year,crudedeathrateper1000population
926,estimates,5yearly,1950,11.451
926,estimates,5yearly,1955,11.363
926,estimates,5yearly,1960,11.351
926,estimates,5yearly,1965,11.518
926,estimates,5yearly,1970,11.452
926,estimates,5yearly,1975,11.246
926,estimates,5yearly,1980,11.064
926,estimates,5yearly,1985,10.658
926,estimates,5yearly,1990,10.234
926,estimates,5yearly,1995,9.916
926,estimates,5yearly,2000,9.604
926,estimates,5yearly,2005,9.417
926,estimates,5yearly,2010,9.696
926,constant_fertility,5yearly,2015,10.007
926,constant_mortality,5yearly,2015,10.661
926,high_variant,5yearly,2015,9.97
926,instant_replacement,5yearly,2015,9.952
926,low_variant,5yearly,2015,10.037
926,medium_variant,5yearly,2015,10.003
926,momentum,5yearly,2015,10.683
926,no_change,5yearly,2015,10.665
926,zero_migration,5yearly,2015,10.074
926,constant_fertility,5yearly,2020,10.25
926,constant_mortality,5yearly,2020,11.438
926,high_variant,5yearly,2020,10.104
926,instant_replacement,5yearly,2020,10.07
926,low_variant,5yearly,2020,10.367
926,medium_variant,5yearly,2020,10.234
926,momentum,5yearly,2020,11.477
926,no_change,5yearly,2020,11.455
926,zero_migration,5yearly,2020,10.434
926,constant_fertility,5yearly,2025,10.465
926,constant_mortality,5yearly,2025,12.074
926,high_variant,5yearly,2025,10.168
926,instant_replacement,5yearly,2025,10.161
926,low_variant,5yearly,2025,10.705
926,medium_variant,5yearly,2025,10.429
926,momentum,5yearly,2025,12.126
926,no_change,5yearly,2025,12.115
926,zero_migration,5yearly,2025,10.751
926,constant_fertility,5yearly,2030,10.743
926,constant_mortality,5yearly,2030,12.682
926,high_variant,5yearly,2030,10.275
926,instant_replacement,5yearly,2030,10.316
926,low_variant,5yearly,2030,11.124
926,medium_variant,5yearly,2030,10.682
926,momentum,5yearly,2030,12.766
926,no_change,5yearly,2030,12.754
926,zero_migration,5yearly,2030,11.141
926,constant_fertility,5yearly,2035,11.168
926,constant_mortality,5yearly,2035,13.372
926,high_variant,5yearly,2035,10.516
926,instant_replacement,5yearly,2035,10.61
926,low_variant,5yearly,2035,11.703
926,medium_variant,5yearly,2035,11.078
926,momentum,5yearly,2035,13.498
926,no_change,5yearly,2035,13.482
926,zero_migration,5yearly,2035,11.692
926,constant_fertility,5yearly,2040,11.726
926,constant_mortality,5yearly,2040,14.102
926,high_variant,5yearly,2040,10.862
926,instant_replacement,5yearly,2040,11.014
926,low_variant,5yearly,2040,12.442
926,medium_variant,5yearly,2040,11.602
926,momentum,5yearly,2040,14.259
926,no_change,5yearly,2040,14.257
926,zero_migration,5yearly,2040,12.395
926,constant_fertility,5yearly,2045,12.305
926,constant_mortality,5yearly,2045,14.672
926,high_variant,5yearly,2045,11.181
926,instant_replacement,5yearly,2045,11.398
926,low_variant,5yearly,2045,13.24
926,medium_variant,5yearly,2045,12.138
926,momentum,5yearly,2045,14.814
926,no_change,5yearly,2045,14.882
926,zero_migration,5yearly,2045,13.127
926,constant_fertility,5yearly,2050,12.692
926,constant_mortality,5yearly,2050,14.887
926,high_variant,5yearly,2050,11.266
926,instant_replacement,5yearly,2050,11.553
926,low_variant,5yearly,2050,13.88
926,medium_variant,5yearly,2050,12.473
926,momentum,5yearly,2050,14.935
926,no_change,5yearly,2050,15.16
926,zero_migration,5yearly,2050,13.651
926,constant_fertility,5yearly,2055,12.771
926,constant_mortality,5yearly,2055,14.711
926,high_variant,5yearly,2055,11.031
926,instant_replacement,5yearly,2055,11.398
926,low_variant,5yearly,2055,14.23
926,medium_variant,5yearly,2055,12.494
926,momentum,5yearly,2055,14.59
926,no_change,5yearly,2055,15.052
926,zero_migration,5yearly,2055,13.821
926,constant_fertility,5yearly,2060,12.495
926,constant_mortality,5yearly,2060,14.342
926,high_variant,5yearly,2060,10.48
926,instant_replacement,5yearly,2060,10.931
926,low_variant,5yearly,2060,14.205
926,medium_variant,5yearly,2060,12.164
926,momentum,5yearly,2060,14.006
926,no_change,5yearly,2060,14.753
926,zero_migration,5yearly,2060,13.558
926,constant_fertility,5yearly,2065,12.11
926,constant_mortality,5yearly,2065,14.095
926,high_variant,5yearly,2065,9.86
